date,temp,pres,rh,ws,VentCoef
2020-01-13 21:00:00,297.9,1009.0,75.0,1.0,38.0
2020-01-13 22:00:00,298.0,1010.0,,,
2020-01-13 23:00:00,298.1,1009.0,75.0,2.1,239.4
2020-01-14 00:00:00,298.8,1009.0,71.0,3.6,2221.2000000000003
2020-01-14 01:00:00,298.9,1008.0,63.0,1.0,317.0
2020-01-14 02:00:00,298.9,1007.0,58.0,4.1,3202.1
2020-01-14 03:00:00,298.1,1007.0,61.0,3.6,3020.4
2020-01-14 04:00:00,297.6,1006.0,64.0,2.1,821.1
2020-01-14 05:00:00,297.2,1007.0,66.0,6.2,13646.2
2020-01-14 06:00:00,296.8,1006.0,68.0,4.6,5211.799999999999
2020-01-14 07:00:00,296.6,1006.0,70.0,3.1,2827.2000000000003
2020-01-14 08:00:00,296.9,1006.0,72.0,4.1,4054.8999999999996
2020-01-14 09:00:00,297.4,1007.0,70.0,5.1,6390.299999999999
2020-01-14 10:00:00,297.8,1008.0,69.0,1.0,1306.0
2020-01-14 11:00:00,294.9,1008.0,91.0,1.0,1360.0
2020-01-19 12:00:00,302.9,1010.0,54.0,2.1,3292.8
2020-01-19 13:00:00,303.4,1009.0,54.0,3.6,6411.6
2020-01-19 14:00:00,304.4,1008.0,52.0,4.1,8876.5
2020-01-19 15:00:00,304.9,1008.0,52.0,3.1,9566.6
2020-01-19 16:00:00,305.6,1007.0,46.0,2.1,718.2
2020-01-19 17:00:00,305.9,1007.0,48.0,2.1,249.9
2020-01-19 18:00:00,305.4,1006.0,53.0,2.6,1151.8
2020-01-19 19:00:00,303.9,1006.0,57.0,2.1,308.7
2020-01-19 20:00:00,302.8,1006.0,60.0,1.5,105.0
2020-01-19 21:00:00,301.8,1007.0,59.0,1.5,103.5
2020-01-19 22:00:00,301.1,1007.0,60.0,2.6,790.4
2020-01-19 23:00:00,300.9,1008.0,60.0,1.5,141.0
2020-01-20 00:00:00,300.6,1008.0,67.0,1.0,38.0
2020-01-20 01:00:00,299.9,1007.0,74.0,0.5,6.5
2020-01-20 02:00:00,298.9,1007.0,81.0,0.5,7.5
2020-01-20 03:00:00,298.6,1007.0,81.0,0.5,7.5
2020-01-20 04:00:00,298.4,1007.0,82.0,0.0,
2020-01-20 05:00:00,298.1,1006.0,82.0,0.0,
2020-01-20 06:00:00,297.9,1006.0,84.0,1.0,240.0
2020-01-20 07:00:00,298.4,1006.0,82.0,0.5,62.0
2020-01-20 08:00:00,301.6,1007.0,63.0,0.5,64.0
2020-01-20 09:00:00,303.1,1008.0,61.0,1.0,271.0
2020-01-20 10:00:00,305.4,1008.0,52.0,1.0,208.0
2020-01-20 11:00:00,306.2,1008.0,47.0,3.6,2422.8
2020-01-21 12:00:00,298.4,1008.0,81.0,1.5,1722.0
2020-01-21 13:00:00,299.2,1008.0,73.0,1.5,1839.0
2020-01-21 14:00:00,299.4,1008.0,73.0,1.0,1292.0
2020-01-21 15:00:00,300.1,1008.0,72.0,1.5,2208.0
2020-01-21 16:00:00,301.1,1008.0,72.0,2.6,1105.0
2020-01-21 17:00:00,300.6,1007.0,76.0,1.5,211.5
2020-01-21 18:00:00,299.9,1007.0,78.0,3.1,1841.4
2020-01-21 19:00:00,299.4,1007.0,74.0,1.0,298.0
2020-01-21 20:00:00,298.2,1007.0,72.0,2.1,447.3
2020-01-21 21:00:00,297.6,1008.0,77.0,3.1,1667.8
2020-01-21 22:00:00,297.4,1009.0,77.0,1.5,295.5
2020-01-21 23:00:00,297.1,1009.0,80.0,2.6,962.0
2020-01-22 00:00:00,297.1,1010.0,81.0,2.1,588.0
2020-01-22 01:00:00,296.9,1009.0,85.0,1.5,157.5
2020-01-22 02:00:00,297.1,1009.0,85.0,2.6,1131.0
2020-01-22 03:00:00,297.1,1009.0,85.0,2.1,802.2
2020-01-22 04:00:00,297.6,1009.0,94.0,1.0,137.0
2020-01-22 05:00:00,298.1,1009.0,85.0,2.6,1284.4
2020-01-22 06:00:00,297.9,1010.0,80.0,3.1,2030.5
2020-01-22 07:00:00,297.6,1010.0,78.0,2.6,1450.8
2020-01-22 08:00:00,298.4,1011.0,77.0,3.1,2340.5
2020-01-22 09:00:00,298.6,1012.0,72.0,3.1,2963.6
2020-01-22 10:00:00,299.9,1012.0,66.0,4.1,4965.099999999999
2020-01-22 11:00:00,300.1,1012.0,69.0,2.1,2822.4
2020-01-22 12:00:00,301.1,1012.0,66.0,3.1,4693.400000000001
2020-01-22 13:00:00,301.4,1012.0,64.0,3.6,6184.8
2020-01-22 14:00:00,302.6,1011.0,58.0,2.6,4869.8
2020-01-22 15:00:00,303.1,1011.0,55.0,3.6,10674.0
2020-01-22 16:00:00,303.1,1011.0,48.0,3.6,2491.2000000000003
2020-01-22 17:00:00,303.1,1011.0,52.0,1.5,456.0
2020-01-22 18:00:00,302.2,1010.0,58.0,1.5,145.5
2020-01-22 19:00:00,300.6,1011.0,64.0,2.1,239.4
2020-01-22 20:00:00,299.4,1011.0,74.0,1.5,103.5
2020-01-22 21:00:00,298.6,1012.0,77.0,2.1,281.40000000000003
2020-01-22 22:00:00,298.6,1012.0,72.0,3.6,2253.6
2020-01-22 23:00:00,298.4,1013.0,73.0,3.1,1661.6000000000001
2020-01-23 00:00:00,298.4,1013.0,70.0,2.6,936.0
2020-01-23 01:00:00,298.4,1012.0,75.0,1.5,171.0
2020-01-23 02:00:00,298.4,1012.0,73.0,3.1,1047.8
2020-01-23 03:00:00,297.9,1012.0,68.0,2.6,543.4
2020-01-23 04:00:00,297.2,1012.0,74.0,2.6,642.2
2020-01-23 05:00:00,296.9,1013.0,75.0,1.5,321.0
2020-01-23 06:00:00,296.9,1013.0,70.0,2.1,816.9000000000001
2020-01-23 07:00:00,296.9,1013.0,76.0,2.1,1123.5
2020-01-23 08:00:00,297.4,1014.0,75.0,3.6,2811.6
2020-01-23 09:00:00,297.9,1014.0,75.0,2.6,2488.2000000000003
2020-01-23 10:00:00,299.1,1014.0,70.0,3.1,3555.7000000000003
2020-01-23 11:00:00,301.0,1013.0,65.0,2.1,2730.0
2020-01-25 12:00:00,307.6,1004.0,44.0,5.1,10342.8
2020-01-25 13:00:00,308.6,1004.0,34.0,3.6,5068.8
2020-01-25 14:00:00,309.4,1003.0,33.0,2.1,1581.3
2020-01-25 15:00:00,309.6,1003.0,29.0,1.5,582.0
2020-01-25 16:00:00,308.9,1002.0,27.0,0.0,
2020-01-25 17:00:00,309.4,1002.0,25.0,1.0,50.0
2020-01-25 18:00:00,308.6,1002.0,30.0,1.0,37.0
2020-01-25 19:00:00,304.1,1002.0,60.0,3.6,2228.4
2020-01-25 20:00:00,299.6,1002.0,86.0,3.6,2224.8
2020-01-25 21:00:00,300.1,1003.0,77.0,1.5,379.5
2020-01-25 22:00:00,299.9,1003.0,69.0,1.0,74.0
2020-01-25 23:00:00,299.4,1004.0,71.0,1.5,81.0
2020-01-26 00:00:00,299.8,1004.0,69.0,3.6,1677.6000000000001
2020-01-26 01:00:00,299.6,1004.0,66.0,3.1,1199.7
2020-01-26 02:00:00,299.6,1003.0,68.0,2.6,647.4
2020-01-26 03:00:00,299.4,1003.0,69.0,0.5,60.5
2020-01-26 04:00:00,298.4,1003.0,74.0,0.0,
2020-01-26 05:00:00,297.4,1002.0,79.0,1.0,233.0
2020-01-26 06:00:00,296.9,1003.0,72.0,1.5,694.5
2020-01-26 07:00:00,296.4,1003.0,71.0,1.0,624.0
2020-01-26 08:00:00,297.8,1004.0,67.0,0.0,
2020-01-26 09:00:00,299.4,1004.0,63.0,1.5,741.0
2020-01-26 10:00:00,301.4,1005.0,54.0,3.1,3270.5
2020-01-26 11:00:00,302.9,1005.0,41.0,2.6,2254.2000000000003
2020-01-28 12:00:00,298.4,1010.0,56.0,2.6,4258.8
2020-01-28 13:00:00,300.0,1009.0,51.0,3.1,5607.900000000001
2020-01-28 14:00:00,300.9,1008.0,47.0,3.6,7311.6
2020-01-28 15:00:00,301.8,1007.0,47.0,2.1,4733.400000000001
2020-01-28 16:00:00,302.9,1005.0,41.0,3.1,1429.1000000000001
2020-01-28 17:00:00,302.9,1005.0,39.0,3.1,1444.6000000000001
2020-01-28 18:00:00,302.6,1004.0,41.0,3.6,2232.0
2020-01-28 19:00:00,301.9,1003.0,31.0,3.1,1435.3
2020-01-28 20:00:00,300.9,1003.0,39.0,1.5,232.5
2020-01-28 21:00:00,300.0,1003.0,46.0,1.0,53.0
2020-01-28 22:00:00,300.2,1003.0,45.0,2.1,489.3
2020-01-28 23:00:00,300.2,1003.0,48.0,3.6,3027.6
2020-01-29 00:00:00,299.9,1002.0,55.0,3.1,1990.2
2020-01-29 01:00:00,299.5,1004.0,48.0,1.5,370.5
2020-01-29 02:00:00,299.4,1004.0,53.0,1.5,217.5
2020-01-29 03:00:00,298.8,1005.0,56.0,2.1,728.7
2020-01-29 04:00:00,296.9,1006.0,73.0,1.0,112.0
2020-01-29 05:00:00,296.4,1005.0,72.0,0.0,
2020-01-29 06:00:00,296.4,1005.0,71.0,1.0,277.0
2020-01-29 07:00:00,296.4,1005.0,71.0,1.5,475.5
2020-01-29 08:00:00,297.4,1005.0,65.0,2.6,1357.2
2020-01-29 09:00:00,298.4,1006.0,67.0,0.5,95.5
2020-01-29 10:00:00,300.4,1007.0,60.0,3.6,4496.400000000001
2020-01-29 11:00:00,300.4,1008.0,55.0,3.6,4748.400000000001
2020-01-31 12:00:00,299.9,1012.0,29.0,3.1,2960.5
2020-01-31 13:00:00,300.6,1012.0,33.0,3.1,2281.6
2020-01-31 14:00:00,300.9,1012.0,27.0,1.5,541.5
2020-01-31 15:00:00,301.4,1011.0,26.0,2.1,567.0
2020-01-31 16:00:00,300.9,1011.0,27.0,3.6,1677.6000000000001
2020-01-31 17:00:00,300.9,1011.0,26.0,1.5,261.0
2020-01-31 18:00:00,300.1,1010.0,32.0,1.5,87.0
2020-01-31 19:00:00,298.9,1010.0,39.0,1.5,81.0
2020-01-31 20:00:00,297.9,1010.0,42.0,3.1,1419.8
2020-01-31 21:00:00,297.4,1010.0,46.0,0.5,148.5
2020-01-31 22:00:00,296.9,1011.0,51.0,1.5,138.0
2020-01-31 23:00:00,296.6,1011.0,53.0,1.0,30.0
2020-02-01 00:00:00,296.6,1011.0,56.0,3.6,1890.0
2020-02-01 01:00:00,296.1,1011.0,55.0,2.1,382.2
2020-02-01 02:00:00,295.8,1010.0,61.0,1.5,88.5
2020-02-01 03:00:00,295.2,1010.0,67.0,1.0,29.0
2020-02-01 04:00:00,294.6,1010.0,64.0,1.0,50.0
2020-02-01 05:00:00,292.6,1011.0,73.0,1.0,181.0
2020-02-01 06:00:00,291.6,1011.0,77.0,1.0,337.0
2020-02-01 07:00:00,292.6,1012.0,67.0,1.0,498.0
2020-02-01 08:00:00,296.1,1012.0,54.0,1.0,717.0
2020-02-01 09:00:00,297.4,1012.0,49.0,1.0,933.0
2020-02-01 10:00:00,299.9,1012.0,43.0,2.6,3174.6
2020-02-01 11:00:00,301.6,1012.0,42.0,1.5,2133.0
2020-02-03 12:00:00,304.8,1012.0,51.0,4.1,7781.799999999999
2020-02-03 13:00:00,305.4,1012.0,48.0,4.1,
2020-02-03 14:00:00,306.5,1011.0,42.0,4.1,
2020-02-03 15:00:00,307.8,1011.0,37.0,4.6,
2020-02-03 16:00:00,308.1,1010.0,35.0,4.6,3380.9999999999995
2020-02-03 17:00:00,306.9,1009.0,41.0,2.6,746.2
2020-02-03 18:00:00,306.1,1009.0,39.0,3.6,1900.8
2020-02-03 19:00:00,304.8,1008.0,48.0,2.6,605.8000000000001
2020-02-03 20:00:00,302.8,1008.0,61.0,2.1,243.60000000000002
2020-02-03 21:00:00,302.4,1008.0,63.0,3.6,1897.2
2020-02-03 22:00:00,302.1,1008.0,62.0,1.0,246.0
2020-02-03 23:00:00,302.4,1009.0,52.0,2.6,644.8000000000001
2020-02-04 00:00:00,301.8,1009.0,56.0,2.6,644.8000000000001
2020-02-04 01:00:00,300.4,1010.0,59.0,5.1,5788.5
2020-02-04 02:00:00,299.4,1010.0,65.0,2.1,1270.5
2020-02-04 03:00:00,298.8,1009.0,69.0,3.1,1081.9
2020-02-04 04:00:00,298.1,1009.0,77.0,2.6,722.8000000000001
2020-02-04 05:00:00,297.6,1009.0,75.0,3.6,2462.4
2020-02-04 06:00:00,297.6,1009.0,78.0,2.1,1226.4
2020-02-04 07:00:00,297.6,1010.0,78.0,3.1,2926.4
2020-02-04 08:00:00,298.2,1010.0,75.0,4.1,5506.299999999999
2020-02-04 09:00:00,299.1,1010.0,72.0,3.1,3927.7000000000003
2020-02-04 10:00:00,301.1,1009.0,65.0,2.6,3681.6
2020-02-04 11:00:00,302.4,1009.0,59.0,4.1,6654.299999999999
2020-02-06 12:00:00,305.4,1009.0,61.0,4.1,7105.299999999999
2020-02-06 13:00:00,306.8,1008.0,56.0,3.6,6840.0
2020-02-06 14:00:00,308.4,1008.0,51.0,3.6,7498.8
2020-02-06 15:00:00,308.1,1008.0,48.0,4.1,10364.8
2020-02-06 16:00:00,308.4,1008.0,46.0,1.5,508.5
2020-02-06 17:00:00,308.8,1007.0,42.0,3.6,1936.8
2020-02-06 18:00:00,308.2,1007.0,44.0,2.6,741.0
2020-02-06 19:00:00,306.9,1007.0,50.0,1.0,96.0
2020-02-06 20:00:00,305.6,1008.0,64.0,1.5,103.5
2020-02-06 21:00:00,305.1,1008.0,61.0,3.1,1556.2
2020-02-06 22:00:00,303.9,1009.0,66.0,2.6,936.0
2020-02-06 23:00:00,303.6,1009.0,67.0,0.0,
2020-02-07 00:00:00,303.6,1009.0,66.0,1.0,29.0
2020-02-07 01:00:00,303.1,1009.0,73.0,0.0,
2020-02-07 02:00:00,302.4,1009.0,78.0,1.0,37.0
2020-02-07 03:00:00,301.6,1008.0,82.0,0.0,
2020-02-07 04:00:00,301.4,1009.0,79.0,0.0,
2020-02-07 05:00:00,301.4,1009.0,75.0,2.6,1170.0
2020-02-07 06:00:00,301.1,1009.0,79.0,0.0,
2020-02-07 07:00:00,300.1,1010.0,80.0,1.0,319.0
2020-02-07 08:00:00,300.8,1010.0,78.0,2.6,1791.4
2020-02-07 09:00:00,301.4,1011.0,75.0,3.1,2511.0
2020-02-07 10:00:00,303.4,1011.0,70.0,2.6,1617.2
2020-02-07 11:00:00,303.0,1011.0,64.0,4.1,4403.4
2020-02-12 12:00:00,298.8,1015.0,55.0,2.6,4687.8
2020-02-12 13:00:00,299.9,1015.0,51.0,3.1,6258.900000000001
2020-02-12 14:00:00,300.6,1014.0,45.0,1.5,3220.5
2020-02-12 15:00:00,301.2,1013.0,41.0,2.6,6606.6
2020-02-12 16:00:00,301.6,1012.0,43.0,2.6,663.0
2020-02-12 17:00:00,301.6,1011.0,47.0,1.5,112.5
2020-02-12 18:00:00,300.4,1011.0,54.0,3.6,2221.2000000000003
2020-02-12 19:00:00,298.6,1010.0,62.0,3.1,1432.2
2020-02-12 20:00:00,297.9,1010.0,65.0,3.6,2221.2000000000003
2020-02-12 21:00:00,297.6,1009.0,71.0,2.1,613.2
2020-02-12 22:00:00,297.6,1010.0,72.0,1.0,92.0
2020-02-12 23:00:00,298.1,1010.0,71.0,0.5,10.5
2020-02-13 00:00:00,298.4,1010.0,63.0,5.1,4987.799999999999
2020-02-13 01:00:00,298.4,1010.0,52.0,2.1,974.4000000000001
2020-02-13 02:00:00,296.9,1010.0,61.0,4.1,2742.8999999999996
2020-02-13 03:00:00,296.2,1010.0,67.0,5.1,4452.299999999999
2020-02-13 04:00:00,295.9,1010.0,63.0,5.1,4523.7
2020-02-13 05:00:00,295.9,1010.0,74.0,5.7,7324.5
2020-02-13 06:00:00,295.4,1010.0,78.0,3.1,2108.0
2020-02-13 07:00:00,295.1,1011.0,83.0,5.1,5365.2
2020-02-13 08:00:00,295.9,1011.0,71.0,2.1,1797.6000000000001
2020-02-13 09:00:00,296.6,1011.0,73.0,3.1,3391.4
2020-02-13 10:00:00,298.2,1011.0,68.0,5.1,7083.9
2020-02-13 11:00:00,300.1,1010.0,60.0,4.1,6805.999999999999
2020-02-15 12:00:00,301.9,1006.0,54.0,2.6,2046.2
2020-02-15 13:00:00,302.9,1006.0,53.0,2.6,1973.4
2020-02-15 14:00:00,303.9,1006.0,48.0,2.6,1271.4
2020-02-15 15:00:00,305.1,1005.0,42.0,2.6,964.6
2020-02-15 16:00:00,304.9,1004.0,44.0,3.6,3034.8
2020-02-15 17:00:00,305.1,1003.0,42.0,4.1,2771.6
2020-02-15 18:00:00,304.6,1003.0,43.0,2.1,564.9
2020-02-15 19:00:00,303.2,1003.0,48.0,2.1,495.6
2020-02-15 20:00:00,302.4,1003.0,51.0,3.1,1974.7
2020-02-15 21:00:00,301.8,1003.0,57.0,1.0,301.0
2020-02-15 22:00:00,299.9,1004.0,69.0,1.0,91.0
2020-02-15 23:00:00,300.2,1004.0,73.0,0.0,
2020-02-16 00:00:00,299.6,1004.0,77.0,1.5,136.5
2020-02-16 01:00:00,300.6,1004.0,58.0,2.1,489.3
2020-02-16 02:00:00,300.6,1004.0,56.0,3.6,3027.6
2020-02-16 03:00:00,299.9,1004.0,62.0,1.5,562.5
2020-02-16 04:00:00,299.6,1003.0,63.0,2.1,596.4
2020-02-16 05:00:00,298.6,1003.0,70.0,2.1,1089.9
2020-02-16 06:00:00,298.1,1004.0,73.0,2.1,1220.1000000000001
2020-02-16 07:00:00,297.9,1005.0,79.0,1.5,967.5
2020-02-16 08:00:00,299.8,1005.0,74.0,1.5,1284.0
2020-02-16 09:00:00,301.2,1005.0,70.0,2.6,2847.0
2020-02-16 10:00:00,303.9,1006.0,59.0,1.0,1282.0
2020-02-16 11:00:00,305.2,1006.0,52.0,2.1,3177.3
2020-02-18 12:00:00,296.4,1007.0,59.0,2.1,4435.2
2020-02-18 13:00:00,296.9,1008.0,55.0,2.1,4779.6
2020-02-18 14:00:00,297.1,1008.0,54.0,4.6,12350.999999999998
2020-02-18 15:00:00,297.9,1008.0,54.0,1.5,4302.0
2020-02-18 16:00:00,298.9,1008.0,49.0,2.6,1170.0
2020-02-18 17:00:00,299.4,1008.0,48.0,2.1,514.5
2020-02-18 18:00:00,299.1,1008.0,49.0,3.6,3830.4
2020-02-18 19:00:00,297.9,1008.0,53.0,2.1,951.3000000000001
2020-02-18 20:00:00,296.4,1008.0,62.0,1.5,234.0
2020-02-18 21:00:00,295.6,1008.0,66.0,1.5,159.0
2020-02-18 22:00:00,295.1,1009.0,69.0,1.0,50.0
2020-02-18 23:00:00,294.4,1008.0,73.0,0.5,11.0
2020-02-19 00:00:00,293.9,1008.0,76.0,1.5,169.5
2020-02-19 01:00:00,293.8,1009.0,73.0,1.0,58.0
2020-02-19 02:00:00,293.4,1009.0,76.0,0.0,
2020-02-19 03:00:00,292.9,1009.0,75.0,1.0,58.0
2020-02-19 04:00:00,291.8,1008.0,83.0,0.5,10.5
2020-02-19 05:00:00,291.2,1008.0,82.0,0.5,68.5
2020-02-19 06:00:00,290.8,1008.0,85.0,0.5,181.0
2020-02-19 07:00:00,290.6,1008.0,86.0,0.0,
2020-02-19 08:00:00,293.2,1009.0,84.0,0.0,
2020-02-19 09:00:00,295.9,1009.0,61.0,0.5,57.0
2020-02-19 10:00:00,298.9,1009.0,51.0,2.1,1369.2
2020-02-19 11:00:00,298.9,1010.0,47.0,0.5,121.5
2020-02-21 12:00:00,293.8,1022.0,45.0,5.1,13244.699999999999
2020-02-21 13:00:00,293.9,1021.0,44.0,7.2,24573.600000000002
2020-02-21 14:00:00,294.6,1021.0,40.0,7.7,30800.0
2020-02-21 15:00:00,295.8,1020.0,38.0,3.6,14400.0
2020-02-21 16:00:00,296.1,1020.0,36.0,6.7,18532.2
2020-02-21 17:00:00,296.1,1020.0,33.0,5.1,9781.8
2020-02-21 18:00:00,295.4,1020.0,36.0,3.1,3069.0
2020-02-21 19:00:00,294.4,1020.0,40.0,1.5,709.5
2020-02-21 20:00:00,293.2,1020.0,44.0,1.5,240.0
2020-02-21 21:00:00,292.6,1021.0,47.0,3.1,2157.6
2020-02-21 22:00:00,291.4,1022.0,48.0,2.6,1271.4
2020-02-21 23:00:00,290.8,1022.0,50.0,3.6,3301.2000000000003
2020-02-22 00:00:00,289.6,1022.0,56.0,2.6,1328.6000000000001
2020-02-22 01:00:00,288.6,1022.0,59.0,3.6,3297.6
2020-02-22 02:00:00,287.6,1022.0,65.0,1.5,628.5
2020-02-22 03:00:00,286.9,1022.0,66.0,4.1,4743.7
2020-02-22 04:00:00,286.4,1022.0,70.0,2.1,1010.1
2020-02-22 05:00:00,286.1,1022.0,71.0,1.5,562.5
2020-02-22 06:00:00,285.6,1022.0,73.0,2.6,2048.8
2020-02-22 07:00:00,285.4,1023.0,76.0,1.0,634.0
2020-02-22 08:00:00,286.9,1024.0,70.0,2.6,2376.4
2020-02-22 09:00:00,287.8,1024.0,65.0,2.1,2368.8
2020-02-22 10:00:00,290.6,1024.0,54.0,2.1,2772.0
2020-02-22 11:00:00,292.4,1024.0,51.0,2.1,3213.0
2020-02-27 12:00:00,300.6,1012.0,35.0,1.0,1765.0
2020-02-27 13:00:00,301.9,1012.0,30.0,1.0,1935.0
2020-02-27 14:00:00,302.1,1011.0,32.0,2.1,4452.0
2020-02-27 15:00:00,302.6,1010.0,32.0,3.6,9547.2
2020-02-27 16:00:00,301.9,1010.0,34.0,3.1,1261.7
2020-02-27 17:00:00,301.9,1009.0,37.0,4.1,2464.1
2020-02-27 18:00:00,301.4,1009.0,39.0,2.6,1157.0
2020-02-27 19:00:00,300.4,1009.0,42.0,3.1,1054.0
2020-02-27 20:00:00,299.6,1009.0,43.0,1.5,171.0
2020-02-27 21:00:00,297.6,1010.0,52.0,1.0,50.0
2020-02-27 22:00:00,296.6,1010.0,58.0,1.0,50.0
2020-02-27 23:00:00,295.8,1010.0,61.0,1.5,136.5
2020-02-28 00:00:00,296.4,1010.0,62.0,1.5,136.5
2020-02-28 01:00:00,296.9,1010.0,75.0,2.1,480.90000000000003
2020-02-28 02:00:00,296.1,1010.0,75.0,1.5,142.5
2020-02-28 03:00:00,295.8,1010.0,74.0,1.5,136.5
2020-02-28 04:00:00,295.1,1010.0,69.0,2.1,594.3000000000001
2020-02-28 05:00:00,293.1,1011.0,77.0,1.5,532.5
2020-02-28 06:00:00,292.8,1011.0,75.0,1.0,378.0
2020-02-28 07:00:00,292.2,1012.0,76.0,0.0,
2020-02-28 08:00:00,293.2,1013.0,77.0,0.5,84.5
2020-02-28 09:00:00,297.4,1013.0,58.0,0.5,86.0
2020-02-28 10:00:00,300.4,1014.0,49.0,2.1,1371.3
2020-02-28 11:00:00,302.6,1014.0,41.0,0.0,
2020-03-01 12:00:00,305.8,1017.0,38.0,0.0,
2020-03-01 13:00:00,306.4,1017.0,41.0,2.1,1268.4
2020-03-01 14:00:00,306.6,1017.0,42.0,2.1,1176.0
2020-03-01 15:00:00,306.8,1016.0,41.0,2.6,980.2
2020-03-01 16:00:00,307.1,1016.0,37.0,4.6,3380.9999999999995
2020-03-01 17:00:00,306.6,1015.0,38.0,3.1,1987.1000000000001
2020-03-01 18:00:00,305.8,1015.0,41.0,3.1,1103.6000000000001
2020-03-01 19:00:00,304.8,1015.0,42.0,1.5,177.0
2020-03-01 20:00:00,302.6,1015.0,49.0,0.5,16.0
2020-03-01 21:00:00,301.9,1016.0,57.0,0.5,6.0
2020-03-01 22:00:00,301.4,1016.0,56.0,2.1,207.9
2020-03-01 23:00:00,300.6,1016.0,53.0,1.0,38.0
2020-03-02 00:00:00,300.4,1016.0,61.0,2.6,793.0
2020-03-02 01:00:00,300.6,1016.0,56.0,1.5,142.5
2020-03-02 02:00:00,300.6,1016.0,60.0,1.5,136.5
2020-03-02 03:00:00,300.1,1016.0,59.0,2.6,543.4
2020-03-02 04:00:00,299.6,1016.0,62.0,3.1,2070.8
2020-03-02 05:00:00,299.4,1016.0,62.0,3.6,3690.0
2020-03-02 06:00:00,298.4,1016.0,61.0,1.5,723.0
2020-03-02 07:00:00,297.9,1017.0,64.0,3.1,2938.8
2020-03-02 08:00:00,297.8,1018.0,62.0,3.6,4147.2
2020-03-02 09:00:00,298.4,1018.0,58.0,2.1,2601.9
2020-03-02 10:00:00,301.1,1018.0,48.0,4.1,6391.9
2020-03-02 11:00:00,303.4,1018.0,44.0,3.6,6530.400000000001
2020-03-04 12:00:00,303.1,1015.0,44.0,2.6,4427.8
2020-03-04 13:00:00,303.8,1014.0,45.0,1.5,2826.0
2020-03-04 14:00:00,304.4,1014.0,36.0,1.0,2036.0
2020-03-04 15:00:00,304.9,1014.0,34.0,2.1,4878.3
2020-03-04 16:00:00,304.8,1013.0,35.0,2.6,650.0
2020-03-04 17:00:00,304.4,1013.0,39.0,2.1,218.4
2020-03-04 18:00:00,303.6,1013.0,39.0,1.0,34.0
2020-03-04 19:00:00,302.1,1013.0,42.0,2.1,239.4
2020-03-04 20:00:00,300.4,1013.0,56.0,2.1,321.3
2020-03-04 21:00:00,299.4,1014.0,62.0,1.5,105.0
2020-03-04 22:00:00,298.6,1015.0,64.0,2.1,207.9
2020-03-04 23:00:00,298.1,1015.0,65.0,1.5,90.0
2020-03-05 00:00:00,298.1,1015.0,67.0,2.1,186.9
2020-03-05 01:00:00,297.9,1015.0,70.0,1.5,90.0
2020-03-05 02:00:00,297.6,1015.0,70.0,1.5,81.0
2020-03-05 03:00:00,296.9,1014.0,70.0,2.6,535.6
2020-03-05 04:00:00,296.8,1015.0,71.0,2.1,615.3000000000001
2020-03-05 05:00:00,296.6,1015.0,74.0,2.1,663.6
2020-03-05 06:00:00,296.2,1015.0,75.0,1.0,385.0
2020-03-05 07:00:00,295.9,1016.0,73.0,2.1,1400.7
2020-03-05 08:00:00,295.9,1017.0,73.0,2.1,1789.2
2020-03-05 09:00:00,297.2,1017.0,65.0,3.1,3543.3
2020-03-05 10:00:00,298.6,1017.0,55.0,3.6,5180.400000000001
2020-03-05 11:00:00,300.1,1017.0,51.0,2.6,4183.400000000001
