date,"PM2,5",Cl,NO3,SO4,Na sol,NH4,Na no sol,Na total,Mg,Al,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Mo,Ag,Cd,Sb,Ba,Pb,OCPk1 C,OCPk2 C,OCPk3 C,OCPk4 C,OCPk5 C,Pyrol C,ECPk1 C,ECPk2 C,ECPk3 C,ECPk4 C,ECPk5 C,ECPk6 C,C Orgánico,C Elemental,C Total,Event,ws,wd
2019-04-03 12:00:00,21.9913921131111,0.545143654316371,0.520384747962626,0.677219991309738,0.549845228699435,0.176492859632368,1.6948458448067,2.24469107350614,0.321789135857583,0.282601444823486,0.346281449581654,0.595764230067493,0.0106408191813705,0.00123730192292942,0.000780913454689574,0.00414978930588693,0.177116180495467,0.000301691231728048,0.00430935014850309,0.000101290214303539,0.0218065560917576,0.00010551063989952,2.53225535758847e-05,0.000661860138145378,3.37634047678463e-05,0.000111841278293491,0.000970059175466674,0.00819328161288212,0.00255503399321968,1.55513111997265,1.19128919145763,0.744075191285692,1.38259626471991,0.0107291462731889,0.105811594673611,0.0264448566207966,0.0970449093410648,0.654510195893936,0.510012435155525,0.0289703090367431,0.0192063003854139,4.10799,1.20849,5.31648,no,3.6,54.0
2019-04-03 13:00:00,21.9913921131111,0.545143654316371,0.520384747962626,0.677219991309738,0.549845228699435,0.176492859632368,1.6948458448067,2.24469107350614,0.321789135857583,0.282601444823486,0.346281449581654,0.595764230067493,0.0106408191813705,0.00123730192292942,0.000780913454689574,0.00414978930588693,0.177116180495467,0.000301691231728048,0.00430935014850309,0.000101290214303539,0.0218065560917576,0.00010551063989952,2.53225535758847e-05,0.000661860138145378,3.37634047678463e-05,0.000111841278293491,0.000970059175466674,0.00819328161288212,0.00255503399321968,1.55513111997265,1.19128919145763,0.744075191285692,1.38259626471991,0.0107291462731889,0.105811594673611,0.0264448566207966,0.0970449093410648,0.654510195893936,0.510012435155525,0.0289703090367431,0.0192063003854139,4.10799,1.20849,5.31648,no,1.5,92.0
2019-04-03 14:00:00,21.9913921131111,0.545143654316371,0.520384747962626,0.677219991309738,0.549845228699435,0.176492859632368,1.6948458448067,2.24469107350614,0.321789135857583,0.282601444823486,0.346281449581654,0.595764230067493,0.0106408191813705,0.00123730192292942,0.000780913454689574,0.00414978930588693,0.177116180495467,0.000301691231728048,0.00430935014850309,0.000101290214303539,0.0218065560917576,0.00010551063989952,2.53225535758847e-05,0.000661860138145378,3.37634047678463e-05,0.000111841278293491,0.000970059175466674,0.00819328161288212,0.00255503399321968,1.55513111997265,1.19128919145763,0.744075191285692,1.38259626471991,0.0107291462731889,0.105811594673611,0.0264448566207966,0.0970449093410648,0.654510195893936,0.510012435155525,0.0289703090367431,0.0192063003854139,4.10799,1.20849,5.31648,no,2.6,357.0
2019-04-03 15:00:00,21.9913921131111,0.545143654316371,0.520384747962626,0.677219991309738,0.549845228699435,0.176492859632368,1.6948458448067,2.24469107350614,0.321789135857583,0.282601444823486,0.346281449581654,0.595764230067493,0.0106408191813705,0.00123730192292942,0.000780913454689574,0.00414978930588693,0.177116180495467,0.000301691231728048,0.00430935014850309,0.000101290214303539,0.0218065560917576,0.00010551063989952,2.53225535758847e-05,0.000661860138145378,3.37634047678463e-05,0.000111841278293491,0.000970059175466674,0.00819328161288212,0.00255503399321968,1.55513111997265,1.19128919145763,0.744075191285692,1.38259626471991,0.0107291462731889,0.105811594673611,0.0264448566207966,0.0970449093410648,0.654510195893936,0.510012435155525,0.0289703090367431,0.0192063003854139,4.10799,1.20849,5.31648,no,2.1,95.0
2019-04-03 16:00:00,21.9913921131111,0.545143654316371,0.520384747962626,0.677219991309738,0.549845228699435,0.176492859632368,1.6948458448067,2.24469107350614,0.321789135857583,0.282601444823486,0.346281449581654,0.595764230067493,0.0106408191813705,0.00123730192292942,0.000780913454689574,0.00414978930588693,0.177116180495467,0.000301691231728048,0.00430935014850309,0.000101290214303539,0.0218065560917576,0.00010551063989952,2.53225535758847e-05,0.000661860138145378,3.37634047678463e-05,0.000111841278293491,0.000970059175466674,0.00819328161288212,0.00255503399321968,1.55513111997265,1.19128919145763,0.744075191285692,1.38259626471991,0.0107291462731889,0.105811594673611,0.0264448566207966,0.0970449093410648,0.654510195893936,0.510012435155525,0.0289703090367431,0.0192063003854139,4.10799,1.20849,5.31648,no,1.5,93.0
2019-04-03 17:00:00,21.9913921131111,0.545143654316371,0.520384747962626,0.677219991309738,0.549845228699435,0.176492859632368,1.6948458448067,2.24469107350614,0.321789135857583,0.282601444823486,0.346281449581654,0.595764230067493,0.0106408191813705,0.00123730192292942,0.000780913454689574,0.00414978930588693,0.177116180495467,0.000301691231728048,0.00430935014850309,0.000101290214303539,0.0218065560917576,0.00010551063989952,2.53225535758847e-05,0.000661860138145378,3.37634047678463e-05,0.000111841278293491,0.000970059175466674,0.00819328161288212,0.00255503399321968,1.55513111997265,1.19128919145763,0.744075191285692,1.38259626471991,0.0107291462731889,0.105811594673611,0.0264448566207966,0.0970449093410648,0.654510195893936,0.510012435155525,0.0289703090367431,0.0192063003854139,4.10799,1.20849,5.31648,no,1.5,53.0
2019-04-03 18:00:00,21.9913921131111,0.545143654316371,0.520384747962626,0.677219991309738,0.549845228699435,0.176492859632368,1.6948458448067,2.24469107350614,0.321789135857583,0.282601444823486,0.346281449581654,0.595764230067493,0.0106408191813705,0.00123730192292942,0.000780913454689574,0.00414978930588693,0.177116180495467,0.000301691231728048,0.00430935014850309,0.000101290214303539,0.0218065560917576,0.00010551063989952,2.53225535758847e-05,0.000661860138145378,3.37634047678463e-05,0.000111841278293491,0.000970059175466674,0.00819328161288212,0.00255503399321968,1.55513111997265,1.19128919145763,0.744075191285692,1.38259626471991,0.0107291462731889,0.105811594673611,0.0264448566207966,0.0970449093410648,0.654510195893936,0.510012435155525,0.0289703090367431,0.0192063003854139,4.10799,1.20849,5.31648,no,1.0,356.0
2019-04-03 19:00:00,21.9913921131111,0.545143654316371,0.520384747962626,0.677219991309738,0.549845228699435,0.176492859632368,1.6948458448067,2.24469107350614,0.321789135857583,0.282601444823486,0.346281449581654,0.595764230067493,0.0106408191813705,0.00123730192292942,0.000780913454689574,0.00414978930588693,0.177116180495467,0.000301691231728048,0.00430935014850309,0.000101290214303539,0.0218065560917576,0.00010551063989952,2.53225535758847e-05,0.000661860138145378,3.37634047678463e-05,0.000111841278293491,0.000970059175466674,0.00819328161288212,0.00255503399321968,1.55513111997265,1.19128919145763,0.744075191285692,1.38259626471991,0.0107291462731889,0.105811594673611,0.0264448566207966,0.0970449093410648,0.654510195893936,0.510012435155525,0.0289703090367431,0.0192063003854139,4.10799,1.20849,5.31648,no,1.5,49.0
2019-04-03 20:00:00,21.9913921131111,0.545143654316371,0.520384747962626,0.677219991309738,0.549845228699435,0.176492859632368,1.6948458448067,2.24469107350614,0.321789135857583,0.282601444823486,0.346281449581654,0.595764230067493,0.0106408191813705,0.00123730192292942,0.000780913454689574,0.00414978930588693,0.177116180495467,0.000301691231728048,0.00430935014850309,0.000101290214303539,0.0218065560917576,0.00010551063989952,2.53225535758847e-05,0.000661860138145378,3.37634047678463e-05,0.000111841278293491,0.000970059175466674,0.00819328161288212,0.00255503399321968,1.55513111997265,1.19128919145763,0.744075191285692,1.38259626471991,0.0107291462731889,0.105811594673611,0.0264448566207966,0.0970449093410648,0.654510195893936,0.510012435155525,0.0289703090367431,0.0192063003854139,4.10799,1.20849,5.31648,no,0.5,47.0
2019-04-03 21:00:00,21.9913921131111,0.545143654316371,0.520384747962626,0.677219991309738,0.549845228699435,0.176492859632368,1.6948458448067,2.24469107350614,0.321789135857583,0.282601444823486,0.346281449581654,0.595764230067493,0.0106408191813705,0.00123730192292942,0.000780913454689574,0.00414978930588693,0.177116180495467,0.000301691231728048,0.00430935014850309,0.000101290214303539,0.0218065560917576,0.00010551063989952,2.53225535758847e-05,0.000661860138145378,3.37634047678463e-05,0.000111841278293491,0.000970059175466674,0.00819328161288212,0.00255503399321968,1.55513111997265,1.19128919145763,0.744075191285692,1.38259626471991,0.0107291462731889,0.105811594673611,0.0264448566207966,0.0970449093410648,0.654510195893936,0.510012435155525,0.0289703090367431,0.0192063003854139,4.10799,1.20849,5.31648,no,0.0,0.0
