date,Al,As,Ba,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,Pb,Sb,Ti,V,Zn
2019-04-03,1.8393921767501775,31.399558685616803,10.326870825264253,7.689996109408236,299.55178986078374,6.464314416170316,4.18314287261225,0.986517043795377,1.685192957762964,8.875293690338557,7.398015703194875,2.3399265987822857,236.36042320460749,50.95002118051486,30.7787028145001,109.4930269041668,2598.1727562106184,1.0,4.909550275731713,166.8740611096572
2019-04-06,3.361854994553929,276.0997667908261,22.67071880603615,13.792960790613304,1110.6697296881837,5.467603463049448,22.999683761925358,99.64621012380738,1.8044990697310004,23.8092648089823,9.858448541685595,2.5856537099142844,276.5172020425957,136.9846945194221,40.393865425778564,1262.9855390578562,8254.579689453252,1.0,9.273899832572127,339.50910752019115
2019-04-09,2.082811232567493,81.47906038932018,22.54883320060669,9.22294585959776,245.93713963674398,4.115232941816954,19.516731183792,30.594931074404677,1.7033976287092123,8.183704371874473,7.238333777165707,2.6137130480340405,216.6275169395408,91.30703401163889,30.937578308965985,114.05730984746495,1762.0476462920574,1.0,9.543402047117771,240.9887747882779
2019-04-12,2.0201852803078277,64.38339240659177,27.679911640804,17.709775483102025,614.2175635588842,3.708483402619673,26.329819810966026,39.8287825871586,1.7639382615999064,11.266930181486776,8.36098423044721,2.43484489123683,555.8987972151281,150.75335064537032,47.03954791838512,220.33566912903152,4568.556534542797,1.0,10.446791852054986,239.86839140900008
2019-04-15,1.8437515838267071,238.92346235432518,23.303414513265007,12.13728417416636,1717.005492631506,7.511998105198313,27.56617242649191,79.93159881630154,1.6772502973317172,7.249293857637196,6.369680449107363,1.9522593438053872,268.58047113771124,87.12488814143299,33.899166927154404,3372.2843940889215,10553.594848812509,1.0,5.245230940889383,933.2735964802214
2019-04-18,2.1007265331782934,202.43397076496072,21.080653144703863,15.96302069758372,483.47367073191697,2.919086313853079,11.69427690481701,100.1827649112356,1.5535305135139736,14.150139802723494,8.675572070726925,4.5623836675341485,283.34879041866645,114.2032489641077,50.4517917861261,280.2575420323711,9778.050706522521,1.0,8.65823204639462,320.2029315081035
2019-04-21,2.013090620469526,408.65616982653404,23.521964717059422,10.097041833543708,2921.6822164196165,7.255159730868328,27.693436785974566,158.9966836336223,2.2357703271092535,13.958510761708046,7.404754895909981,2.447007113706198,269.9082931474749,109.98043999547764,48.27289810242222,5758.657947849274,27875.890834707883,1.0,3.7180827455555545,441.2039833892419
2019-04-24,2.0322946472910495,30.858019618025075,15.23738820750855,10.613624944001922,294.3855071559587,4.502566439926307,8.01258483706396,34.50831973645907,1.556650150196635,6.98663213565663,5.401123508208919,1.983792561005942,166.60667177646508,71.93602438793971,57.0968085926692,80.90857159985781,1678.1506557000796,1.0,10.136493699306484,204.26011484337147
2019-04-27,2.484978698676189,908.5165545572578,39.96646169438692,17.710073801020783,949.8712478992953,5.735071685429699,31.411770489540725,202.87803135998303,2.027763648775635,20.222106941910994,11.520242688914415,2.1185704337425375,447.03482842617547,227.44435081518316,30.28247080232954,1125.5072200533682,32565.02653635052,1.0,5.373221368407701,583.5291151520748
2019-04-30,2.0506813496596457,129.52425059210154,20.02655353523502,8.733464253996601,379.8461818080686,2.2934109090298445,10.986156320640884,78.61041837950607,2.3039963889903077,9.614590735646487,7.897459203957378,2.097973184709964,268.22667624806326,99.778554464958,10.315461024150965,160.98070753058528,6482.600338301039,1.0,4.495142779056037,151.48641771864058
2019-05-03,1.720548533564679,155.90464795069963,20.490046902357545,8.313428283464416,668.9100843626494,1.9953821390455475,11.088976547944961,72.05992721660715,1.9476720541454784,8.487021672984058,4.492861955743845,2.5066101019183793,183.75931041543492,79.7367803075475,13.224157103759248,341.85169493550546,8100.079356015955,1.0,8.518675758596181,219.15331622359585
2019-05-06,2.278815257650034,271.09937876802235,30.151182556858263,14.76255183688022,44533.70469097274,8.427295432883819,29.842249620208325,89.87372566898904,2.3502617892673707,12.55420918199743,7.6717058658193675,2.5762497324956066,428.0534645218909,145.358009379014,38.449451714733094,1083.0182999429126,8973.895573554804,1.0,18.398941818364207,760.0370250432379
2019-05-12,1.3392534710495863,816.8696148207681,30.724768221194775,13.465609780905007,2622.076473595851,5.177774464498706,22.154333514522644,150.37960788815744,2.7795902173724234,19.521416473345322,3.465108271073577,5.291005311807367,462.25963531620545,344.3475858057064,43.051199181255164,3031.0877725502537,11081.49353034706,1.0,28.37104061432721,837.3215761527124
2019-05-15,1.8341490475058495,160.92018843542556,56.84552639628228,13.712868989884623,2131.185548282075,4.08257779432453,21.56408746072797,195.78770731571353,4.8411986590682625,14.277204801517202,11.145287711061123,5.812543767521378,527.6786669517379,467.7931108174521,33.97925753719289,837.3088018598822,7388.130978852328,1.0,23.10257757003201,986.1676355867461
2019-05-18,2.708989390545768,317.71300713146996,24.20746114926111,16.328419660749113,673.3369185689593,4.0654304517371065,10.579946298474425,77.42856463217589,1.2239575268107898,15.41666344076114,11.924484305691152,1.8814895996183947,337.75461884251365,407.2370963028338,15.018878943635046,849.1436818917563,9848.232913206513,1.0,2.6251845524651496,293.46720742279666
2019-05-24,2.066224048335148,310.74981846421275,21.480915713993163,13.791817275284188,1332.0262898667872,2.8829918217402795,17.76281297238952,130.65249885190036,1.9970244725300572,14.219130882794339,7.33699708438079,5.485303823113034,295.968915370245,123.02772231102054,21.213461865380918,1020.4854054675374,20726.870191027618,1.0,16.04186203974839,475.9640685202798
2019-05-27,2.2987526256762094,689.6630088675447,29.243704724294332,9.950501978019211,6418.109339641469,2.731040696443054,39.96386263067182,374.028880368018,2.322214766485255,15.36131532982752,8.836049759930674,3.694039600169262,455.3877390646321,130.28334657323205,17.121311915303036,8755.83880864697,43118.02661512876,1.0,10.681113764118695,1675.485755061159
2019-05-30,2.316945814319972,854.8838778056481,40.844356058218764,12.352868234890177,2369.9775099912417,19.241512468099298,34.258167686450726,274.9159660001731,2.8409399748893787,18.59983755802336,9.467455809693751,3.355152619727038,507.73577141664845,229.3416238659442,37.71965879501771,4886.953542349544,26363.63830620341,1.0,15.554412891736366,1928.8890406487092
2019-06-02,2.442311149825575,435.71489736336724,23.140316243006524,13.807267510503468,1926.0213011744077,3.6574110457408637,28.125538766148033,85.1562448370339,1.6184335477422533,16.818268262125862,10.683813727442649,3.9130536053619522,715.4218343038053,134.3009790078074,18.44868958668523,1279.94397557103,14554.463442458804,1.0,15.024569832813333,701.6077942551452
2019-06-11,2.28131261152058,342.95125723424815,27.486147003883897,14.192908497552503,1288.3976867913357,3.3870652906100966,13.320663659159285,85.50686974582494,1.9464192804813896,17.114706715336826,9.358606400096876,5.518992425032738,318.3409357255024,144.46559979929657,20.89781468619863,626.6198617419587,5728.039725982078,1.0,14.494175218357523,719.2520671343624
2019-06-14,2.237934995506176,178.20206735899018,22.93355905697937,13.47554484246921,586.7819794715685,3.54283459303588,18.41002703487147,121.76361510255505,0.8771315074103732,10.022648725821362,10.40609790895525,1.5828686923248065,372.2384137762578,143.3503241661171,12.156089712914028,2424.4517386780894,9760.923902222774,1.0,1.7000049814265534,592.4167489074282
2019-06-17,3.148888741289436,401.46382217523205,27.721632075758137,16.374274224293167,8934.339758218435,5.424973182731493,40.94169147572511,111.8619716689058,1.4210420194605202,16.586852048789957,14.51262362814664,2.812733431809803,386.51024473248697,200.27919684642023,18.559114416763947,1563.652843580061,11458.319835090113,1.0,2.85480614519244,686.8912767374654
2019-06-20,2.2857952039311904,197.4455088870719,29.954787257056758,18.81874944703589,666.1434158372659,4.021997982413675,22.042170908875292,43.38680396915183,1.7662450603110813,14.192698836666512,9.524901530565085,2.1445435459629905,361.97739278107065,165.93506535426576,25.5094596318305,388.0235063651515,4688.766352416801,1.0,17.99193627319749,379.0571386798236
2019-06-23,3.066412927768346,608.8373043815204,27.72144795132013,15.18065557513529,3160.4826128296886,3.6058132254519397,21.93275935032696,461.3211613993185,1.6502049042684621,22.49495821571906,10.84978717839646,2.222476614971723,392.45053196185523,157.79802521018203,21.43504868143341,2090.5183967654243,20533.894157331815,1.0,14.758912513949648,820.5431726972209
2019-06-26,1.9885626492461745,201.40939868839635,21.52784638579196,12.704668303590267,1669.491172028248,3.4589716941444553,14.680944975917319,45.88101019223341,1.7065527537906784,12.29479446230701,5.468640357968481,5.084740930320779,279.46358296767727,123.06605419066128,12.233390519218354,497.71919370237674,7715.4380825720145,1.0,3.1047494191997727,674.5882240182351
2019-06-29,2.401566180000565,142.90580908843742,41.3073953085162,18.361297284372725,1363.3214187036904,8.231374603493968,69.91643010151707,184.03915506847088,1.3537127823147244,23.102059581759587,13.924704078556335,1.5981505298802186,1133.4759613363951,307.31455996844915,22.808457090885245,530.7641666084945,14537.502927221614,1.0,5.033290665360627,422.11711088345214
2019-07-08,2.281390681299248,177.20114837661288,25.30341852294035,14.718477657837692,582.8832104793423,3.5192948557243255,13.595111576607945,36.11286474239458,1.5231653692254308,17.49453661165917,10.338099781925854,2.081334089541563,298.8078379621578,144.99751994780456,14.982810247004693,122.80801259483113,2642.167533924952,1.0,8.57491384332207,247.24600262626797
2019-07-11,2.551692181221555,381.8175778307522,23.49645873387221,14.825648841962696,1523.1291772155062,5.950019086934641,16.182288525550543,133.04637834941354,1.637138265165659,21.144740125760695,10.853570163116617,2.8073487149042324,299.2943246990015,129.73790319607457,31.246665334361747,1074.1317303547264,5113.263376811253,1.0,17.828548415418812,826.5646267506061
2019-07-14,2.2864570522068606,373.6225453488448,24.802859180201803,11.43062417110378,1963.211076676948,3.6456461949883927,12.692388612179801,112.85740919134147,1.8029149439799266,15.814894732626763,10.042766720912997,2.029523058708283,352.70029500505734,137.5386306953744,22.38077898703503,767.1286678407236,11578.660173075683,1.0,28.402541840426384,733.798529975419
2019-07-17,1.2454920154166509,78.70717234970341,11.242750222805194,6.952989914217559,676.3253927991626,2.0132471932511025,6.83246019722792,58.184004389701585,0.9592641548984077,7.053295455325715,4.884032904979679,2.1697652702846235,204.2347777481174,73.55584724280801,6.157989329389035,141.64605492813624,1885.7785822409162,1.0,3.554417630389878,259.663032650031
2019-07-21,1.4899762442609563,86.77903637622197,4.888436053119886,2.861874977864362,993.6986730653516,23.858784060421772,6.414977237618344,182.15881592277566,1.6556958283826,9.769533181469258,2.8789047759827993,2.720698605152246,705.3448130102919,15.204075513536026,23.836842676536037,435.1028069878013,2101.369659638259,1.0,4.246790782294564,441.5702155406662
2019-07-23,2.0183656323754735,357.71125942194107,14.350511246209546,6.246378882101073,4334.710618156103,12.708121173635865,9.742387587416548,817.3654608217239,2.201780983708105,31.847672639748218,7.2543887844482935,3.7677641285465633,1010.2413579722931,44.58581329505728,43.495338528586494,3537.925326639953,28657.84205763831,1.0,5.355000510024508,2175.4926002736497
2019-07-26,1.4252388943386325,716.621257804777,18.01694019017998,11.418087506220726,2600.4286590136817,7.055494548688175,5.555682577311958,381.84128102281346,2.927330001440501,13.737759034558977,9.286723039565794,4.349591324541359,1182.6584943706714,53.70875223818592,20.336661061443124,1786.1233065781723,29158.98264835402,1.0,9.131551398586023,3430.9516234277953
2019-07-29,1.732575203058482,391.1653257010662,12.401953600903495,4.046952827246663,7710.827499215332,9.450116467251632,35.4898627734637,367.21692729326156,2.248436443764346,27.48027582416721,6.594245247373649,5.514476725103262,4880.889677069958,31.356226634088376,34.88328534356219,1827.762340075533,34366.20858381878,1.0,12.094074906701987,1501.9445523019199
2019-08-01,1.2273881445705208,40.473779897450285,5.30679393222996,3.888012020302689,366.84994560318876,3.8239937241219595,4.808659316033558,110.96164050408917,1.3529731283677904,13.90255273845528,1.1812402943261775,2.5486884974801343,154.41912834786552,13.226551903583019,27.02195096735584,106.29187836337275,1312.0991175820964,1.0,2.307098189101104,253.9113887352936
2019-08-04,1.8146486122359256,94.82079948526429,4.2891896075293054,10.361542396252243,1106.2671648295218,9.23864993756659,0.8116779719317584,1.0840462106907902,1.0874700246744236,52.080157132223775,6.806618727343797,2.815030804419646,269.79296104502504,50.955694210448335,75.4579547670929,255.55306763381577,1073.956119991885,1.0,3.772714970088486,763.7616992167407
2019-08-07,1.5025742223881418,232.27790435958298,18.315519967049763,9.505753690589406,1322.7990840456146,21.942870376958933,7.160078948801903,498.5245252184283,1.9201221899982075,45.72367621053479,3.9156498735293988,3.4984327104344803,413.6475462916274,48.02643239827015,107.58488853857756,1023.8230737027851,9948.435871544842,1.0,14.194029568151597,788.4909233435536
2019-08-10,2.036298050019837,150.6739529055318,7.426285155085723,0.3943663668924527,751.6256165149765,10.788413308413823,15.202227267583826,965.3444957359973,1.6756004857556874,54.500075016745434,6.893930499074625,3.146172779631158,331.1368843125838,59.730880870732264,117.0653360177118,202.85271164217488,4869.902541799159,1.0,7.964312199375738,702.7169484934135
2019-08-12,1.650847639434114,184.11536486099342,14.985614799641374,6.772572619334144,2241.863567572168,11.41852788356226,68.45650869028513,630.3615922286621,2.7589595046240882,35.3942150334697,6.430546962487157,5.095656875118177,961.4228317037946,51.48180381302984,114.20068391407729,1943.4455157029015,20336.134716878983,1.0,3.715690080776972,1014.2841515807119
2019-08-16,1.3964703706858013,459.8306597067247,10.288875152979408,4.062137567345891,2318.926404670384,11.742872906224846,10.128632689565752,604.977143725128,2.765877368421096,38.733749626580185,4.719952289429245,4.540525760412523,664.5232787624111,21.33282795321093,107.28951099944518,3240.626850531446,15327.87675163583,1.0,39.24231946871592,665.993275190997
2019-08-19,2.1317797198515915,263.63012408471633,10.438969730490571,6.992096396456771,1103.422330266542,8.590114304998478,13.095182091057211,1062.0536763109892,2.354231334928641,8.600582715140192,4.754759255914892,3.967493710817931,315.3741196785367,34.819833246206564,31.983585686259975,3129.3783118139254,9062.202370596182,1.0,8.56911374256424,866.7643119184263
2019-08-22,0.9762571515046685,262.39955647572407,18.908673274752548,2.4346580955016184,2888.8892906751776,7.384951216270542,23.87926736759895,253.1089028529985,3.096909379080861,19.789451150873887,2.15432110625079,6.0175486117824795,597.1809004399637,25.09902239505634,44.462787045978445,666.9805159239079,14604.548805127799,1.0,26.451358896943066,932.3423292724203
2019-08-25,1.7298448086707596,292.4807408373296,14.772673880370059,9.781837261351962,2852.6471302073064,9.89602996672838,14.965200326984611,346.39214979007875,2.58346026591191,49.43597430089999,7.931159253429587,7.279529902435982,589.1227076816307,85.1073387435633,77.2879884627322,1203.7335925905777,5447.9463068761115,1.0,32.740149570922675,2059.1152332701395
2019-08-28,1.4707979397169602,182.0436758867122,9.941970309777906,5.499529408698991,804.8329780609763,5.11314091231595,21.29218848853917,177.03476551959295,1.997512910038161,24.0795387478876,3.2272466372272586,3.285252851862287,272.4640922095498,31.535214003755527,16.48775049057384,440.65574561265834,2986.2811278720214,1.0,4.740875111968591,579.3729770578656
2019-08-31,2.1396863989916124,273.8491547027882,8.683214771404137,0.27625877633130486,2807.0514971879893,8.544076890778577,7.657131342596304,568.2485175484543,2.1257779345077696,23.01901005341101,5.445387726467764,3.297753629339184,214.4599117501632,37.1541852592005,83.0133626112683,507.7699636302575,20279.67319911329,1.0,3.217761588374632,722.3387581109333
2019-09-03,1.3835577394500844,255.32315678730257,6.27356586910582,4.695197862175718,2130.187056231821,5.55676847087895,12.258313614087761,268.4725428833198,1.8067707927203773,31.405247507317444,1.2278830313034652,4.294243195442984,277.1188398868694,22.63502653338189,4.4725223595717125,877.6667181856386,15304.306208213016,1.0,3.7784322016682785,577.8222087315562
2019-09-06,2.380607174037614,215.13574108515095,10.97458131767406,2.9467285763356377,476.1279412555468,6.60610245568589,14.677507824176864,117.96608635188043,2.674210541674278,35.01271054123807,5.590649416871079,2.523789690460547,439.43729922531764,41.40239762147653,28.71448907427682,541.6015511815712,6575.037906217795,1.0,26.60141545519064,581.9848592177883
2019-09-09,2.0211219228106083,275.6030437320841,11.512326175475742,1.2589518839953515,2354.240785264621,23.984175476824376,34.01801281590182,481.67099396163604,4.187563581957662,38.74864537765087,0.8969356770095638,7.47938639932518,784.3062110206856,60.51297798237081,57.84803864845179,2526.5097600522595,9799.985596038825,1.0,9.351172478258913,1450.9163381863393
2019-09-12,1.3095318517982262,112.71802910255471,6.165335667002988,2.0796066339625545,1426.279524415293,3.109073244149048,16.770737054667237,145.36558934675438,1.441757663178011,6.407643234462769,1.9613783328987806,3.0809799845260537,392.5321320526901,12.368110678012872,70.4426042992126,895.4047605857805,10613.63953024452,1.0,3.4016603838788044,624.4865314181056
2019-09-15,1.5395615424098168,86.83569683666227,10.241073093658477,3.563365915709506,543.2742934487302,3.5114108003191347,6.628391049140221,76.5519681964771,1.33106467531719,4.755271409403959,4.009015565799751,1.8929287894286315,186.20908508838772,28.623963249247495,21.40641113277635,625.7908408078956,3325.2886167098027,1.0,12.513666216210332,405.4923645660906
