date,inorganic_ions,organic_mass,elemental_C,geological_minerals,salt,trace_elements,others,residual
2019-04-03,1.6033646234132226,7.388605728543312,1.20849,2.8134031566661664,0.9812585777694679,0.0,0.10071619001588376,2.358116227029406
2019-04-06,1.6280739500541186,12.362635126945891,0.75512,3.51823544642804,0.9730615992961625,0.0,0.6115288682249772,2.358116227029406
2019-04-09,1.0825455903731531,13.640140397618348,1.56568,3.4347663046501355,0.29860758135050397,0.0,0.13426498219691738,2.358116227029406
2019-04-12,0.975786389575975,6.4267357002404975,0.66484,1.420918246294855,0.15924209503146644,0.0,0.07121936188083199,2.358116227029406
2019-04-15,0.9178633464084094,11.951098858175033,2.23804,2.5915135334460215,0.48366557797490095,0.0,0.06622009248951578,2.358116227029406
2019-04-18,0.8951011796432771,11.663863413383696,0.68007,1.9757387553030579,0.1737867533518289,0.0,0.21577965207382022,2.358116227029406
2019-04-21,1.6442665649234884,17.964607611384785,1.83729,2.276742653146279,0.7453949048257014,0.0,0.2598118375568549,2.358116227029406
2019-04-24,0.6810132861906013,7.015919087871971,0.91722,3.1804888932314483,0.20601513134173802,0.0,0.09260819666292673,2.358116227029406
2019-04-27,0.9297096809877026,10.29308306339453,0.82731,0.735521353763351,0.2959333951408884,0.0,0.12915218999555617,2.358116227029406
2019-04-30,0.7034482235438861,11.065435253139652,0.95999,2.2150078816248397,0.4043550245247414,0.0,0.09820953254066857,2.358116227029406
2019-05-03,1.0465297509913187,10.021261568270454,1.27499,2.1977059971963,0.2657427872027022,0.0,0.10503416013893616,2.358116227029406
2019-05-06,1.3383125433431662,6.193332170681501,1.64706,1.7804120009461601,0.5237880796269648,0.0,0.10450930695880128,2.358116227029406
2019-05-12,1.1735345581174499,9.8815108227458,0.63994,0.31931026676647256,0.2507765199763608,0.0,0.12309458753804245,2.358116227029406
2019-05-15,1.238406149376717,13.48837504488514,2.34796,1.2075933198279554,0.7777739915019504,0.0,0.011714361015806635,2.358116227029406
2019-05-18,1.1628430803168541,8.810843849825405,0.73274,1.406461583196982,0.243328177191159,0.0,0.1565621792696458,2.358116227029406
2019-05-24,4.769505262935987,11.046406129746462,0.64942,1.8825910417028509,0.984164588528679,0.0,0.20048003546967982,2.358116227029406
2019-05-27,12.964454324895932,24.56049971762291,2.11319,1.958244830893873,4.144825436408983,0.0,0.2369079949207106,0.6590767901998991
2019-05-30,4.977645644992193,7.757773151628674,1.16091,0.5283454832776017,1.4072319201995012,0.0,0.07684531745438435,0.6590767901998991
2019-06-02,13.4558533527501,12.118907668438226,0.57591,1.4927387938801526,1.920635910224442,0.0,0.21364838329420074,2.358116227029406
2019-06-11,2.5407818675652845,9.84681594654026,1.10637,1.5895820975140331,0.2804384568338424,0.0,0.22591009767705386,2.358116227029406
2019-06-14,1.6368939555191457,4.555154866546258,0.93762,1.3324956073904526,0.28207674197916116,0.0,0.09051246926035851,2.358116227029406
2019-06-17,0.7816507558400951,6.0912080094087875,0.47876,1.0991120946790094,0.22803257482438682,0.0,0.11390468931970761,2.358116227029406
2019-06-20,1.3274530166428835,7.531288182114362,1.12519,1.425519365154752,0.20169593320980422,0.0,0.11703174059598889,2.358116227029406
2019-06-23,5.798917423856558,20.29605463645633,1.2557,1.8890174090874818,0.8000068866329773,0.0,0.3388500076339068,0.6590767901998991
2019-06-26,0.7561238294868274,6.666020631831228,0.49392,1.2416652623860045,0.24962884527094562,0.0,0.11238832673610855,2.358116227029406
2019-06-29,0.7138605869225619,4.524488840662148,0.64151,0.23682791428408964,0.2585186638113618,0.0,0.10092050422412141,2.358116227029406
2019-07-08,0.9544068771486033,9.050452528316963,0.74781,1.4539183613056956,0.20443920975306362,0.0,0.23682583820027775,2.358116227029406
2019-07-11,2.786714121226874,19.210998568080512,1.56551,2.073370991885147,0.33304384571935136,0.0,0.38948303564918724,0.6590767901998991
2019-07-14,3.5586488908945793,14.54207335754245,1.2139,1.2280287374800316,0.40392074037764525,0.0,0.17821889812580702,0.6590767901998991
2019-07-17,0.8208754369242923,7.403516071920394,0.70801,1.2795481162320619,0.2285128561220964,0.0,0.10970008383788088,2.358116227029406
2019-07-21,0.6275586071160941,8.74769968344726,0.61384,3.140949018415159,0.2254121942662944,0.0,0.44416786543565956,0.6590767901998991
2019-07-23,0.7205695897047996,7.587008620934874,0.97474,2.058119271131928,0.3287074253625864,0.0,0.6636589631677149,2.358116227029406
