date,date,ws,temp,rh,pres,blh
2019-05-09 12:00:00,2019-05-09 23:30:00,2.5541666666666667,290.40000000000003,92.70833333333333,1003.2916666666666,475.2589057596265
2019-05-10 12:00:00,2019-05-10 23:30:00,2.9333333333333336,287.675,76.75,1008.7916666666666,835.0281658073396
2019-05-11 12:00:00,2019-05-11 23:30:00,1.6041666666666667,287.92083333333335,69.08333333333333,1015.0833333333334,328.3796942305837
2019-05-12 12:00:00,2019-05-12 23:30:00,1.8,290.90000000000003,60.25,1017.4583333333334,283.5387012064052
2019-05-13 12:00:00,2019-05-13 23:30:00,2.4208333333333334,288.96250000000003,64.16666666666667,1024.625,522.884613552891
2019-05-14 12:00:00,2019-05-14 23:30:00,2.1625,288.25416666666666,69.04166666666667,1025.8333333333333,550.828378178684
2019-05-15 12:00:00,2019-05-15 23:30:00,1.0374999999999999,288.20416666666665,81.08333333333333,1023.0416666666666,574.3320578835287
2019-05-16 12:00:00,2019-05-16 23:30:00,3.6260869565217395,292.5833333333333,73.56521739130434,1017.5833333333334,508.75492357960303
2019-05-17 12:00:00,2019-05-17 23:30:00,3.158333333333333,293.25416666666666,73.54166666666667,1012.5833333333334,506.3352061202664
2019-05-18 12:00:00,2019-05-18 23:30:00,1.7916666666666667,291.9291666666667,82.33333333333333,1013.2916666666666,343.97796161486235
2019-05-19 12:00:00,2019-05-19 23:30:00,1.9583333333333333,286.5541666666666,84.45833333333333,1015.6666666666666,516.9158340169937
2019-05-20 12:00:00,2019-05-20 23:30:00,3.7363636363636363,288.09999999999997,80.9090909090909,1014.1666666666666,842.9378722139026
2019-05-21 12:00:00,2019-05-21 23:30:00,2.8375,286.09999999999997,76.625,1019.625,694.615847789852
2019-05-22 12:00:00,2019-05-22 23:30:00,1.2333333333333334,285.72083333333336,72.625,1018.9166666666666,392.6106325744347
2019-05-23 12:00:00,2019-05-23 23:30:00,0.7374999999999999,285.2916666666667,62.166666666666664,1015.4583333333334,316.3755768258348
2019-05-24 12:00:00,2019-05-24 23:30:00,1.9416666666666667,288.33750000000003,60.75,1012.3333333333334,286.9439114020646
2019-05-25 12:00:00,2019-05-25 23:30:00,2.4499999999999997,288.90416666666664,70.0,1010.0,429.082451990366
2019-05-26 12:00:00,2019-05-26 23:30:00,0.8958333333333334,289.15833333333336,87.16666666666667,1008.7083333333334,255.3952615817495
2019-05-27 12:00:00,2019-05-27 23:30:00,1.0291666666666666,288.21250000000003,85.125,1010.1666666666666,234.22971170229755
2019-05-28 12:00:00,2019-05-28 23:30:00,1.05,285.7375,79.54166666666667,1015.3333333333334,274.2291227648041
2019-05-29 12:00:00,2019-05-29 23:30:00,1.9416666666666667,284.9875,70.45833333333333,1016.9583333333334,501.93591501629015
2019-05-30 12:00:00,2019-05-30 23:30:00,2.1791666666666667,285.2083333333333,75.375,1016.5,598.3424397360251
2019-05-31 12:00:00,2019-05-31 23:30:00,1.3916666666666666,287.33750000000003,79.16666666666667,1014.5833333333334,312.0192265818292
2019-06-01 12:00:00,2019-06-01 23:30:00,1.1583333333333334,287.7916666666667,82.875,1016.5,241.88821407803357
2019-06-02 12:00:00,2019-06-02 23:30:00,0.9874999999999999,289.1375,76.375,1020.3333333333334,246.83929523263043
2019-06-03 12:00:00,2019-06-03 23:30:00,1.7541666666666667,288.2875,73.79166666666667,1022.25,211.93481720562207
2019-06-04 12:00:00,2019-06-04 23:30:00,3.6625,289.16249999999997,70.41666666666667,1017.7083333333334,590.5529677373793
2019-06-05 12:00:00,2019-06-05 23:30:00,3.279166666666667,289.77500000000003,75.33333333333333,1011.5833333333334,603.8946929302089
