Filtro,Cl,NO3,SO4,Na,NH4,Mg,C Orgánico,C Elemental,C Total,P,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,As,Se,Br,Sr,Ba,Pb,Hg,Pb,Zn,Mn,Mo,Ni,Ti,Sb,OCPk1 C ,OCPk2 C ,OCPk3 C ,OCPk4 C ,OCPk5 C ,OCPk6 C ,OCPk7 C ,OCPk8 C ,Pyrol C ,ECPk1 C ,ECPk2 C ,ECPk3 C ,ECPk4 C ,ECPk5 C,ECPk6 C,PM2.5,23Na (KED),25Mg (KED),Al,39K (KED),43Ca (KED),48Ti (KED),51V (KED),52Cr (KED),55Mn (KED),56Fe (KED),59Co (KED),60Ni (KED),63Cu (KED),66Zn (KED),75As (KED),82Se (KED),95Mo (KED),107Ag (KED),111Cd (KED),121Sb (KED),135Ba (KED),201Hg (KED),208Pb (KED)
Unidad,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3,ug/m3
Método,C. Ionica y TXRF,C. Ionica,C. Ionica,C. Ionica,C. Ionica,C. Ionica,Método Niosh,Método Niosh,Método Niosh,TXRF,TXRF,TXRF e Ionica,TXRF,TXRF,TXRF e ICP-MS,TXRF,TXRF,TXRF e ICP-MS,TXRF,TXRF e ICP-MS,TXRF,TXRF e ICP-MS,TXRF,TXRF,TXRF,TXRF,TXRF,TXRF e ICP-MS,ICP-MS,ICP-MS y TXRF,ICP-MS y TXRF,ICP-MS y TXRF,ICP-MS,ICP-MS y TXRF,ICP-MS y TXRF,ICP-MS,Método Niosh,Método Niosh,Método Niosh,Método Niosh,Método Niosh,Método Niosh,Método Niosh,Método Niosh,Método Niosh,Método Niosh,Método Niosh,Método Niosh,Método Niosh,Método Niosh,Método Niosh,Gravimetría,,,,,,,,,,,,,,,,,,,,,,,
19,0.695866761386099,1.49487541476535,1.44522925837089,0.343185850655757,1.50726120958036,NA,10.4764869085217,2.14030395153845,12.6167908600601,NA,1.2400868000852,0.201884464328508,0.288072846298825,1.16168017738704,0.006231129758925,0.001150758416618,0.002561706231148,0.004630048203224,0.295913617729521,0.0013989278771,0.022676909986096,0.137565471278785,0.005288474344689,0.003324183873804,NA,0.00409170014619,NA,0.066243521307225,NA,0.064827420953708,0.143871459421215,0.006174498065502,0.000763397365292,0.002792179692115,0.010804010475469,0.014059233551754,3.11953549903013,1.80239914337149,0.738697209387677,1.24336010474797,0.037586125637195,0,0,0,3.53491151941818,0.298929064495977,0.720583828241211,3.62076893020899,0.966020589787252,0.026550984145032,0.017562595158618,38.9387293659755,,,,,,,,,,,,,,,,,,,,,,,
20,0.188558314085459,0.362583303143747,0.532472855684101,0.255412928480856,0.090534180199682,NA,3.23403198418468,1.18359612241371,4.41762810659839,NA,0.302877299354763,0.098456213598842,0.070082914799921,0.012851462844766,0.001590886948615,0.000604510677467,0.01183306132731,0.002536575698556,0.120729599802145,0.005191169353886,0.003263739620023,0.0492632802665,0.002170676094209,0.001326524279794,NA,0.000369504827745,NA,0.01423101779253,8.08369315014643E-06,0.029672690061785,0.0862778723109,0.005279161976596,0.00042033208488,0.012001752155774,0.003014608578463,0.004095539190489,1.1602629734916,0.447336103070578,0.262272979551681,0.477890449425934,0.00750278288722,0,0,0,0.878767021158879,0.072525514085584,0.210911355399356,1.18176254551402,0.555457837850727,0.016076328962107,0.00583836519555,12.5860206505143,,,,,,,,,,,,,,,,,,,,,,,
21,0.303600349510095,1.98678575809643,0.918728507897874,0.260116329146052,1.00995889058242,NA,6.64363640047414,0.597042373092481,7.24067877356662,NA,0.895929570908396,0.613432595940754,0.162054264020762,0.774524240777814,0.001282966816697,0.000920155651916,0.000927967447221,0.003022810585201,0.151275064070587,0.001524451971723,0.003604919444416,0.044181846957232,0.001991717630324,0.000569062180093,NA,0.002039998449161,NA,0.011710149613082,NA,0.016306560668471,0.046557021970625,0.004886799565365,0.00103874407515,0.001053097175296,0.001997185487255,0.004080510242174,1.84724522328745,1.11001692368272,0.544212265815909,0.820858492079955,0.017036211514467,0,0,0,2.30426662909888,0.30595954202755,0.685112808480199,1.61077703257037,0.255652584663393,0.012040864835884,0.008417851750434,29.1472678840472,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,
24,0.156603422484069,0.867166860865698,1.0427779925517,0.312953208189208,0.810413749576951,NA,5.31933297095023,1.12692845879937,6.4462614297496,NA,0.624689011499461,0.251390180780095,0.237931830253778,1.02571290387526,0.014419460625937,NA,0.002873193000845,0.005546153189355,0.131454035907702,0.001856869795931,0.00213315953551,0.045936233306006,0.001361883739145,0.000453961246382,NA,0.002738441197352,NA,0.002634931724888,NA,0.004773828925301,0.055720119962223,0.007087668702282,0.000404471811964,0.002037174913092,0.008723251037903,0.001210615842877,1.70723338623903,0.791506606040501,0.536711608777812,1.23348894598312,0.02777616853092,0,0,0,1.0226152218441,0.079668410832429,0.298818584975497,1.32629225758488,0.399840336412965,0.012338353674413,0.007751721605876,19.0770242949913,,,,,,,,,,,,,,,,,,,,,,,
25,0.158097594351083,0.543295957693767,0.69063509711048,0.28947703321135,0.263388266037428,NA,2.38502583589808,0.959913773675566,3.34493960957365,NA,0.653578057016602,0.109091563644228,0.082426993854986,0.720630828353475,0.003815309012155,NA,0.002899997497959,0.001166795973371,0.037107736647524,0.000664733676824,0.008126791761355,0.027408152669561,0.001985592605564,0.000992796302782,NA,0.002028185901409,NA,0.009545978815702,NA,0.016539632184789,0.037614309806272,0.001778530513212,0.000114210876203,NA,0.0002838545955,0.002276981617215,0.945353636602902,0.283436316054153,0.366793981566391,1.01085185794006,0.009738862283096,0,0,0,-0.231150153130872,0.011435146548866,0.048122549248958,0.382070491050475,0.255756514503453,0.006756900451819,0.001345797800601,11.9565093074041,,,,,,,,,,,,,,,,,,,,,,,
26,0.127510813314958,0.290227654833944,0.299566393949239,0.261217623805718,0.062045897127311,NA,3.24714803629057,0.495447939157941,3.74259597544851,NA,0.151795057246263,0.110598923674377,0.052472712361582,0.12998066695832,0.000899951901716,NA,0.000541224296891,0.001185235988759,0.01780233548559,0.000556769152441,-0.000325892059821,0.014948059502538,0.000536465166052,0.000134116291513,NA,0.000612921980769,NA,0.002844518535935,NA,0.005324515235505,0.024605806890184,0.001983305866223,0.000134871929954,0.001308623833452,0.001031251606328,0.001733927745471,0.874380985286491,0.592609765024039,0.394328578972299,0.615787273084159,0.009857816031105,0,0,0,0.760182849745326,0.068378942379903,0.177797896239275,0.676432571854599,0.28429504823663,0.016801268364684,0.009914525269077,6.01817380243621,,,,,,,,,,,,,,,,,,,,,,,
27,0.113258177839355,0.50506183342442,0.501400548628427,0.27000923560274,0.259292087667782,NA,4.05112123331711,1.15198949645898,5.20311072977609,NA,0.420598786126462,0.128490414220886,0.328463756940009,0.850004558436581,0.023572982589109,0.000840864042604,0.000721579587141,0.001291434629359,0.080031586431161,0.001381612237027,0.009609262544552,0.017689950080964,0.000750686434935,0.004954530470573,NA,0.002552810056161,NA,0.000810804840048,NA,0.00199842349651,0.004116327113421,0.002145685684269,0.000355110577363,0.000972541867681,0.009723001209151,0.000799208135633,1.35993129928261,0.641697666827496,0.419627839743619,0.787152503054646,0.017468885163138,0,0,0,0.825242457332553,0.057419894518912,0.215227004383561,1.10119427815042,0.550069903361871,0.017645716451201,0.01103488621063,12.5186744030249,,,,,,,,,,,,,,,,,,,,,,,
28,0.446435892257272,3.12157952664919,1.30496011882752,0.297995394822215,1.46073898039681,NA,8.6060249531563,1.27646811273264,9.88249306588893,NA,1.15590802138067,0.17525569981698,0.266936479745181,0.978683164264146,0.008588558585816,0.002438180223749,0.000248954854226,0.000438582563073,0.074363590282432,0.001788490490195,0.02043067707892,0.053183590343606,0.002176544593254,0.000621869883787,NA,0.003173787803832,NA,0.010798034268357,NA,0.015416929870871,0.047596902778071,0.002665349595541,0.000392896797236,0.002624534581656,0.006379277899689,0.004606076480918,2.4102160859997,1.37223018815183,0.69075871637247,1.02713196562163,0.02306618664108,0,0,0,3.0826205576793,0.296006128617291,0.726864543027904,2.60774785869804,0.668953389187325,0.021750505085334,0.012251728228542,31.8547220384613,,,,,,,,,,,,,,,,,,,,,,,
29,0.139553149995586,0.261968493178514,0.307274231404049,0.24678586272511,0.031098285135927,NA,3.55034063848412,0.512094502310738,4.06243514079486,NA,0.1681324858501,0.264890827789869,0.158279250304115,0.87448203726569,0.010064724253542,NA,0.003210723170561,0.004542498478,0.117358565001692,0.000463937769675,0.003999418003386,0.042229270069208,0.000594932232805,0.000148733058201,NA,0.001917155188568,NA,0.001842106645956,NA,0.002832157011353,0.045785507542923,0.006477255160873,0.000261826164216,0.000321945448319,0.011684018081265,0.001730709817152,1.04901455087991,0.69559868875148,0.344487161220085,0.555775985063551,0.011968889963408,0,0,0,0.893494009462782,0.086305769468447,0.205636826702442,0.802966273854008,0.262784921911341,0.015338019919954,0.008147247731487,9.14575854271645,,,,,,,,,,,,,,,,,,,,,,,
30,0.144408989765096,0.27014388078914,0.268273932665017,0.263510134709553,0.067174857247614,NA,2.36126075218594,0.659092295043297,3.02035304722924,NA,0.151003266283708,0.110496295116811,0.072767636728907,0.398535156849122,0.003009271415496,0.000761470442026,0.002687111375754,0.000581719280615,0.03590222860565,0.001202976635726,0.001563942819491,0.005480753207707,NA,0.000420639260744,NA,0.000862877384917,NA,0.00158261396103,NA,0.001729309208141,0.00324695746288,0.000806058726072,0.000281574478335,0.001271646985268,0.006429221638751,0.001346800003277,0.793592523173279,0.430945601652806,0.318169004413903,0.706114704469517,0.006115791487632,0,0,0,0.106321507145884,0.013110471881997,0.054057871765461,0.409478858655108,0.258450524023189,0.006175992878407,0.001128925211679,7.24389026685998,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001687942194353,0.012003302680356,0.004533714780251,0.000135672971969,0.000241279814585,0.012292825897891,0.001740865480838,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,
33,0.114850583248052,0.484060128505278,0.247322890286996,0.281597808099331,0.242888422292548,NA,4.90168965060394,0.771618213617301,5.67330786422124,NA,0.16698259489565,0.151920690570431,0.064308376071282,0.173479277298379,0.003691883519658,NA,NA,0.000118490260711,0.038938415582475,-8.75847159875823E-05,0.000819536435635,0.002051591271691,NA,NA,NA,0.000511217882447,NA,6.81623843262782E-05,NA,5.96221796536654E-05,-0.001021859309501,0.001668817373268,0.000107391241794,0.000292442696099,0.000211873757968,0.000264194867219,1.59977285948059,0.830833108715824,0.417830904108561,0.693549138894788,0.013477114934098,0,0,0,1.34622580188742,0.119450970436125,0.346780483528267,1.17556489561725,0.412962842614556,0.02472870414758,0.013055785742108,16.7257626628727,,,,,,,,,,,,,,,,,,,,,,,
34,0.186067605413727,1.37136306858702,0.750283692763937,0.264827456174745,1.31840569936757,NA,8.15127160370473,1.58875677465214,9.74002837835686,NA,0.757049516151507,0.368506738054226,0.180125297614711,0.861078298376718,0.006510454208495,0.001147862962895,0.001645266086543,0.003412857251498,0.101947530701694,0.002298574390111,0.006493363422571,0.049503220197478,0.001055668051332,0.000301619443238,NA,0.001667452330769,NA,0.00458575492294,NA,0.005207025151304,0.039086847244129,0.003869263761124,0.000510851311421,0.004121953587811,0.010287963087371,0.001167391010188,2.45386626695289,1.44195959441501,0.634063656547963,1.17706911729296,0.025486032949648,0,0,0,2.41882577372389,0.260364490988398,0.698793771784676,2.24651377601959,0.732576487990984,0.02715705446539,0.017426485071744,33.2753379884739,,,,,,,,,,,,,,,,,,,,,,,
35,0.226685207845076,1.90227703466481,0.828127040688418,0.247393796709229,2.61712263736668,NA,6.15656954524963,1.24084832001311,7.39741786526273,NA,1.06252931865191,0.190142169222391,0.216132066579381,1.07295640760781,0.009422146935769,0.002784602872347,0.001160114165544,0.003831508087433,0.127218213693884,0.00167422404806,0.005387027877856,0.05295032078188,0.0014975414884,0.00029950829768,NA,0.002541699049896,NA,0.004402222445178,NA,0.006283841295207,0.052233573611197,0.002595335048433,0.000412993791303,0.002341183883302,0.008107442054167,0.002512181389816,2.27143201247614,0.891458047234605,0.500090457255593,0.970178485486806,0.023487327230804,0,0,0,1.49992185001754,0.162531919715866,0.393701403021677,1.55058991681105,0.577452971141388,0.02303056399879,0.008886188411832,25.02966752117,,,,,,,,,,,,,,,,,,,,,,,
36,0.128199935790707,0.298592685096229,0.3223936305386,0.254435450811427,0.847105750902415,NA,3.97563863447899,0.730007113105836,4.70564574758482,NA,0.231959607278986,0.23709237886437,0.124219719936538,0.434406614968729,0.009305978395364,NA,0.001020641325408,0.003392184239327,0.076699336776905,0.000780497099082,0.000600378479619,0.018131629524834,0.00045029057739,NA,NA,0.00135086277527,NA,0.000510328126789,NA,0.001267043876654,0.021020827752415,0.00426201430292,0.000361654927391,0.001470420686713,0.00870088677372,0.000380063482779,1.32366483791997,0.711007131586428,0.391376636332618,0.813834987851868,0.016913308275805,0,0,0,0.718842680871968,0.061542428725669,0.174572229904108,0.770744622335587,0.384445357512747,0.024019659536121,0.008892028823313,11.8340939884131,,,,,,,,,,,,,,,,,,,,,,,
37,0.125365622612004,0.206196278994594,0.263200132555525,0.25636747398309,0.02449554572861,NA,3.775842164268,0.614010914343688,4.38985307861169,NA,0.21334016331194,0.159555131727183,0.170630610764104,0.449894503455779,0.014584901001106,NA,0.002529288874962,0.005351506314183,0.143866953503859,0.001684917732989,0.010973379545884,0.028543025382358,0.000601155332346,NA,NA,0.001655471894525,NA,0.001713598661262,NA,0.003553052820806,0.032139880934163,0.005403920485735,0.000167230520639,0.001791176118577,0.015889550030349,0.000637634816019,0.784035565520824,0.800495032685456,0.414688148972415,0.720451814043065,0.007383521364973,0,0,0,1.04878729238224,0.105646013304699,0.707806320777391,0.667913433731887,0.150703162135204,0.014548079726173,0.0161810738594,12.049238440198,4.8722798,0.43021406,0.4936687,0.6043236,1.37142061,0.01751902,0.00148851,0.00445414,0.00567944,0.23587342,0.00114457,0.00634316,0.02478069,0.08481328,0.0002997,NA,0.00203024,0.0025057,0.0003814,0.0010053,0.02031762,0.00039892,0.0109843
38,0.185279630943157,0.407380132611236,0.149158672331244,0.223256982955374,0.083489865937944,NA,4.27638644704226,0.988162156385078,5.26454860342733,NA,0.172579865948274,0.134355588961248,0.04568629572015,0.342221807796536,0.008254512169778,NA,NA,0.001821565799754,0.078455221006502,0.000196699512279,0.019191720500962,0.04717182481398,0.00214987445811,0.002402800864946,NA,0.00148687202241,NA,0.010256289714851,NA,0.022077902189119,0.079603383643107,0.003380501857388,0.000338495229371,0.000207941730909,0.005765046230528,0.004614001274562,1.03474311783241,0.652329364526768,0.296738972509677,0.476873311737803,0.006313830680188,0,0,0,1.80938883259179,0.125221087427185,0.931972167080075,1.50769242453704,0.20462217492217,0.013896699190154,0.014146408457847,8.9221009698218,4.39022657,0.39341297,0.35470685,0.72900461,1.17649993,0.01024936,0.00092435,0.00351747,0.00356423,0.15042671,0.0002626,0.00514727,0.04183357,0.14733163,0.00053221,0.000724,0.00125256,0.00242452,0.00071659,0.00490487,0.01878319,0.00034873,0.03701531
39,0.161951288019205,0.528823994134215,0.116201652874001,0.242761682480904,0.081417363604185,NA,3.43032747856323,0.682230281826963,4.11255776039019,NA,0.098829278111207,0.143228859398795,0.048656821468657,0.1883362815578,0.004259697845484,NA,0.001775659534745,0.000460435860564,0.045058682624005,0.000526519768074,0.004451495091985,0.017116145798566,0.000568424214404,0,NA,0.000472525591154,NA,0.002175646742357,NA,0.003882136808579,0.016852137984387,0.001944897723335,0.000162844674739,NA,0.002780283938901,0.002802990590793,0.858439681078114,0.560369497393568,0.287140575046434,0.551283850746019,0.005513773511579,0,0,0,1.16757919481565,0.081774376426797,0.661068092885488,0.916368428027941,0.17126875718878,0.009241532700768,0.010088326664002,18.3930121823976,4.56975919,0.3898646,0.30109715,0.33998295,1.31071998,0.00898317,0.00096419,0.00331671,0.00268152,0.13370708,NA,0.00349263,0.01542315,0.14041372,0.00062465,NA,0.00085906,0.00630971,0.00025185,0.00301208,0.0191498,0.00045103,0.01132967
40,0.283113171650609,0.924940434063133,0.398246265561974,0.278002445568203,0.459702871651446,NA,6.82082518135996,1.17338352312562,7.99420870448557,NA,0.568417411320883,0.450469336192776,0.322261290812502,0.729125910875071,0.010959585201835,0.000840727141293,0.0029729030474,0.003843220902894,0.088425567258668,0.001081063860431,0.007206039192926,0.064223559123739,0.001501201743232,0.000150120174323,NA,0.001951833091616,NA,0.006064891152711,NA,0.009492822809668,0.071552336022366,0.00510581430458,0.000426508200235,0.000375879378879,0.012045247955675,0.005847169248723,1.72200770509587,1.13054223939453,0.444763948297618,0.690593127395175,0.008404913538014,0,0,0,2.8245143018963,0.195640739071539,1.38937703886464,2.08290845786216,0.299195970128007,0.016955555725721,0.013820305727905,26.919638115147,4.88476795,0.44768498,0.39405644,0.76000206,1.30239937,0.01200974,0.00194498,0.00660409,0.00571492,0.17765864,0.00022531,0.00540436,0.02481053,0.12573602,0.00067147,0.0007716,0.0069821,0.00542157,0.00147071,0.00675338,0.02133921,0.00032743,0.02233553
41,0.12864958661513,0.130907596167137,0.071274444793493,0.234746052646704,0.015929073267734,NA,2.36089751503902,0.425500904034349,2.78639841907337,,,,,,,,,,,,,,,,,,,,NA,0.001597006486844,0.023288029259045,0.007561106231052,0.000114707302,8.02005900138932E-05,0.025673766298381,0.000978520126951,0.571392389029167,0.593578165416845,0.256442403905013,0.499726685280371,0.003859729009376,0,0,0,0.435898022152282,0.042115432921014,0.197654851538988,0.471679248118036,0.12569453527823,0.015906087975867,0.008348646940692,14.0317443781313,5.53558014,0.41695955,0.63516033,1.26697313,1.78585868,0.02740021,0.00152755,0.00512725,0.00944826,0.3335031,0.00034306,0.01034654,0.0277636,0.0906936,0.00026143,NA,0.0008312,0.00213519,0.00026329,0.00115153,0.02532881,0.0002833,0.00534592
42,0.110916578022652,0.268913949529664,0.122349919489669,0.290221141859544,0.02955672646072,NA,2.69036165610888,0.337806156164607,3.02816781227349,,,,,,,,,,,,,,,,,,,,NA,0.00103307151494,0.015211576810702,0.00310227997498,0.000171074040605,9.66241675990843E-05,0.012022075634555,0.000345260934301,0.578523196473438,0.626466154101338,0.283294621000978,0.547582555551279,0.004563331451054,0,0,0,0.649932368073595,0.049962243722351,0.389424888597077,0.405241111565223,0.123152635401944,0.012961431523685,0.00699664951159,9.9232804483968,6.56440446,0.59639802,0.53411992,2.09507341,1.96793229,0.01685613,0.00129126,0.00360785,0.00536002,0.16632251,0.00039603,0.01283835,0.03942253,0.11911405,0.00029265,NA,0.00069391,0.00326008,0.00037938,0.00058227,0.02070055,NA,0.0060668
43,0.297400683817526,0.392787801768798,0.461650410392934,0.302263653259685,0.152742198491171,NA,3.39788171636955,1.33873955228044,4.73662126864998,,,,,,,,,,,,,,,,,,,,NA,0.006281350649143,0.026074016024267,0.004181217418641,0.000379580253887,0.001475072782641,0.010790807727132,0.00311054735842,1.00780063626305,0.648069980355028,0.269583704363931,0.54531943030068,0.00477528665465,0,0,0,0.922333174385963,0.073912154143504,0.51886762943521,1.29839605600996,0.339996530473469,0.019103395593538,0.010797183448455,9.43081956243159,5.82049473,0.43532639,0.44862179,1.78799269,1.73162433,0.01566511,0.0035497,0.00422292,0.00620011,0.23327966,0.00091159,0.01614929,0.05079132,0.11571549,0.00069478,0.0006458,0.00103107,0.0020895,0.00043963,0.00349347,0.02830311,NA,0.02178216
44,0.123953185483706,0.495733261527776,0.11807167545605,0.321697649245301,0.045204132270769,NA,3.97380039045229,0.334619537930256,4.30841992838255,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921617485384354,1.13371147431384,0.381463203393196,0.625770797551574,0.00641370117715,0,0,0,0.904824184136221,0.083093646102255,0.594188654803948,0.432645783497033,0.092928185511838,0.024981317845791,0.011605927991444,9.1599364278017,6.65581911,0.57010192,0.53440781,1.97346807,1.2099827,0.01580537,0.0020646,0.00579291,0.00535254,0.20578551,0.00041321,0.01658135,0.0873131,0.10276601,0.00041551,NA,0.00076098,0.00274987,0.00023031,0.00170586,0.02238585,NA,0.00447338
45,0.366740742188272,0.487606299251365,0.2508035214485,0.390564030650276,0.195007441107641,NA,6.14832819339398,1.47883014856376,7.62715834195774,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73978054827924,0.998433285878983,0.433164351999263,0.651458062343512,0.007802777652257,0,0,0,2.31769026026128,0.152585560355868,1.17804819723366,2.05732590476379,0.364185703814661,0.023712883321669,0.020662002128281,17.1847896339622,6.41056266,0.56308432,0.49465256,1.42649819,1.66932223,0.01623579,0.00122641,0.01453387,0.00862329,0.31266351,0.00046349,0.01699614,0.06218476,0.14232764,0.00053809,0.00055,0.00234152,0.00453816,0.000728,0.00681464,0.02766374,NA,0.04002435
46,0.290809539602366,3.40166444146206,0.888013030381135,0.30923457380061,1.67929971288904,NA,16.7026265725186,1.36743372952638,18.070060302045,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45933325073652,3.50033209894217,1.23161366046336,1.28181983190099,0.012868174315657,0,0,0,7.21666022108918,0.701886030642364,4.99855999556256,2.66136316718205,0.168834444715268,0.023875211290779,0.029573562503302,51.2999152952233,4.64767914,0.42476519,0.38921524,1.19175903,1.30807715,0.01329411,0.00683257,0.00434248,0.00595225,0.24478719,0.00035787,0.01261756,0.04591865,0.08141788,0.00100899,0.0002765,0.00121512,0.00415223,0.00056537,0.00392876,0.02107678,NA,0.04990865
47,0.274369915174474,0.751487798215092,0.522677754555637,0.304228553567629,0.288623530004069,NA,2.96350654236101,0.948389207241212,3.91189574960222,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89098092944115,0.439638489336145,0.191217727680998,0.51521813438265,0.005299860084263,0,0,0,0.921151133004293,0.06715333189672,0.504140880013525,1.04153221228643,0.230499662364794,0.013049948955351,0.013164350028684,12.9718434475044,4.99837784,0.43003447,0.47753574,0.44078752,1.45496727,0.01383108,0.00192726,0.00476679,0.00577252,0.23242732,0.00029082,0.00595341,0.08426194,0.10584606,0.00064261,0.0016983,0.00064061,0.00370716,0.00029885,0.00263905,0.02117499,NA,0.05348085
48,0.356507791680243,1.34161584075436,0.532920930929182,0.298244111933885,0.597144994813717,NA,11.4071753935392,2.2027215611262,13.6098969546654,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63548911093127,1.89320562841706,0.676428559842704,0.790974101110731,0.01110754070396,0,0,0,5.39997381385448,0.430334096658642,3.26391307337872,3.56415976784574,0.301875499238466,0.021573808750834,0.020838400929981,35,4.74218245,0.35368271,0.36245296,0.85080042,1.19935914,0.01504286,0.00603181,0.0067253,0.00974526,0.3290629,0.00029362,0.00794893,0.0271856,0.1269549,0.00075116,NA,0.0014246,0.00228872,0.00091887,0.00482588,0.02761401,NA,0.01375671
49,0.137404666213697,0.682329591649044,0.495286252558912,0.251544548984592,0.335865824622045,NA,4.95299882394547,0.781965551842459,5.73496437578793,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15244227676216,1.01444756806642,0.390625813869213,0.638536232814904,0.007790045989172,0,0,0,1.74915622320114,0.189609412572295,1.29715167066964,0.90243412078122,0.120475476677216,0.010735963792276,0.010715037452063,15.0517811339134,4.51802597,0.34926048,0.28984073,0.77988969,1.15034071,0.00860867,0.00292167,0.00345063,0.00466055,0.1313509,0.00014623,0.00574502,0.01568384,0.10549692,0.00031118,NA,0.00052232,0.00143455,0.00033722,0.00080232,0.01671266,0.00013839,0.00932967
50,0.107614150646074,0.526546778546347,0.58132738476104,0.258326946466663,0.423323886768548,NA,8.59344138127396,0.730236829642759,9.32367821091672,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71288498758804,2.03027030216212,0.705656490304679,0.882515121061464,0.00848501276758,0,0,0,3.25363108861749,0.257903411958128,1.97159017663144,1.5343546458941,0.180427843232799,0.018564334106042,0.021026847354554,25.9859877546569,4.56132582,0.35758208,0.38223242,0.85500997,1.2799482,0.01324055,0.00118798,0.00559757,0.00479267,0.19916681,0.00017118,0.0041376,0.01777272,0.07603728,0.00043881,NA,0.0005473,0.00160835,0.00021556,0.00096922,0.01957284,NA,0.00784294
51,0.754776397066198,0.587262226555889,0.110676104931357,0.320469156824518,0.383850784263726,NA,11.4139881730058,0.803530578765114,12.2175187517709,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85130012571534,2.89841714936159,1.02946857408961,0.796136711872518,0.00951215453555,0,0,0,3.82915189580783,0.306602814799067,2.19253894482145,1.92620086280902,0.143407614126272,0.027958058125973,0.035973272687532,27.4796657034707,6.1296954,0.58123026,0.64564009,1.26757068,0.83715044,0.01910609,0.0013422,0.00491988,0.00758612,0.31948959,0.00046786,0.01656734,0.07404554,0.1364064,0.00107968,NA,0.00070461,0.00155977,0.00122968,0.00908391,0.02451314,0.00021557,0.01445341
52,0.484203325760694,0.405683381224004,0.078982456082633,0.321226028844827,0.11167942444282,NA,5.07726490984871,0.626949394344643,5.70421430419335,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12199973260815,0.902119979326787,0.445199709386101,0.575258841441613,0.00782643228166,0,0,0,2.02486193545383,0.164615316753825,1.39235869601279,0.911162078338092,0.140481895568907,0.021172685732752,0.022020440471543,19.2488943624114,5.01613203,0.34718337,0.42674298,1.16487928,1.44167315,0.01491936,0.00113167,0.00504217,0.00663035,0.20493803,0.00020092,0.00343937,0.02699155,0.08436489,0.00066471,NA,0.00060121,0.00199641,0.00061619,0.00462869,0.02042056,NA,0.01642302
53,0.329967098909742,0.541035021939748,0.696815577186387,0.311736129130117,0.267035037947025,NA,3.41962349996029,0.922926751239615,4.3425502511999,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924395569791919,0.6971422381663,0.283098936219228,0.587127533920389,0.005518867021618,0,0,0,0.922340356492651,0.087863858005396,0.668958555099876,0.912700357215805,0.159363140583643,0.009767777877855,0.006613671441595,17.6638871839114,5.09745791,0.43781626,0.47444303,1.0621625,1.22277883,0.0129206,0.00459513,0.00476902,0.00350222,0.23106127,0.00019447,0.00528364,0.01288113,0.07202784,0.00045599,NA,0.00077618,0.00145105,NA,0.00173604,0.02089865,0.00029707,0.00848864
