date[yyyymmddHHMM];wdir;wspd[m/s];clht[km];hzvs[km];tmpd[C];dptp[C];slvp[hPa];press[hPa];prcpPeriod[hours];prcp[mm];sky[octas];skyOpaque[octas]
202102030300;230;0.5;0.45;10;21.6;18.8;1014.9;9999.9;;;08;99
202102030400;140;3.6;0.45;10;21.6;18.9;1014.9;9999.9;;;08;99
202102030500;140;1;0.45;10;21.5;19;1014.7;9999.9;;;08;99
202102030600;140;1.5;0.45;10;21;19.1;1014.2;9999.9;;;08;99
202102030700;90;1.5;0.45;10;20.8;18.9;1014.1;9999.9;;;08;99
202102030800;140;2.6;3;10;20.7;19;1013.3;9999.9;;;08;99
202102030900;140;3.1;99.999;10;20.4;18.8;1014.4;9999.9;;;06;99
202102031000;140;1.5;99.999;10;20.2;18.4;1014.8;9999.9;;;07;99
202102031100;140;3.6;0.45;10;20.6;18.2;1015;9999.9;;;08;99
202102031200;90;3.6;0.45;10;21.3;18.6;1015;9999.9;;;08;99
202102031300;140;2.1;0.45;10;22.1;18.3;1014.8;9999.9;;;08;99
202102031400;140;3.6;0.45;10;23.7;18.5;1014.7;9999.9;;;08;99
202102031500;90;3.6;0.45;10;24;18.7;1014.3;9999.9;;;08;99
202102031600;140;4.1;3;10;24.2;19.2;1013.9;9999.9;;;08;99
202102031700;140;2.1;0.6;10;24.5;18.2;1013.4;9999.9;;;08;99
202102031800;140;2.6;3;10;24.8;17.5;1013.5;9999.9;;;08;99
202102031900;140;2.6;3;10;24.1;18;1013;9999.9;;;08;99
202102032000;140;2.1;3;10;25;16.1;1012.6;9999.9;;;08;99
202102032100;90;2.6;3;10;25.1;16.2;1012.6;9999.9;;;07;99
202102032200;90;3.6;3;10;24.6;16.6;1012.4;9999.9;;;06;99
202102032300;110;4.1;3;10;23.5;16.3;1013;9999.9;;;06;99
202102040000;160;3.1;0.6;9;22.7;16.4;1013.8;9999.9;06;999.9;08;99
202102040100;140;2.1;0.6;10;21.6;16.9;1014.9;9999.9;;;08;99
202102040200;90;1.5;0.6;10;21.5;16.3;1015.2;9999.9;;;08;99
202102040300;110;2.1;0.6;10;21.2;16.3;1015;9999.9;;;08;99
202102040400;140;3.6;3;10;20.8;16.9;1015.3;9999.9;;;08;99
202102040500;140;4.6;3;10;20.1;16.7;1015.1;9999.9;;;05;99
202102040600;160;2.6;3;10;19.4;16.1;1015.2;9999.9;06;0.3;05;99
202102040700;140;3.1;22;10;18.5;16.2;1015.3;9999.9;;;03;99
202102040800;140;3.6;22;10;18.1;15.2;1015.1;9999.9;;;03;99
202102040900;140;3.1;0.6;10;18;16.2;1015.6;9999.9;;;08;99
202102041000;160;2.6;0.45;10;18;16.2;1016.4;9999.9;;;08;99
202102041100;140;2.6;22;10;18.7;15.4;1017.4;9999.9;;;01;99
202102041200;140;3.1;22;10;19.6;15.2;1017.9;9999.9;;;01;99
202102041300;140;4.1;22;10;22;15.3;1018;9999.9;;;01;99
202102041400;140;4.6;22;10;23.5;14.2;1018.1;9999.9;;;01;99
202102041500;140;2.1;22;10;25;12.7;1018.1;9999.9;;;00;99
202102041600;140;4.1;99.999;10;26.8;11.9;1017.7;9999.9;;;;
202102041700;90;4.6;22;10;27.7;12;1017.3;9999.9;;;00;99
202102041800;140;3.6;22;10;28.2;11.9;1017;9999.9;01;999.9;00;99
202102041900;90;3.6;99.999;10;29;11.8;1016.7;9999.9;;;;
202102042000;140;3.1;22;10;29;10.9;1016.4;9999.9;;;00;99
202102042100;90;2.6;22;10;28.5;11.1;1016.1;9999.9;;;00;99
202102042200;90;1.5;22;10;27.5;11;1015.9;9999.9;;;00;99
202102042300;140;2.6;22;10;26.2;12.1;1015.8;9999.9;;;00;99
202102050000;180;1;99.999;10;25.3;13.3;1016;9999.9;;;;
202102050100;90;5.1;99.999;10;23.5;13.5;1016.7;9999.9;;;;
202102050200;90;1.5;99.999;10;23.2;13.1;1016.7;9999.9;;;;
202102050300;90;1.5;99.999;10;22.4;12.9;1016.7;9999.9;;;;
202102050400;90;3.6;99.999;10;21.9;12.3;1016.6;9999.9;;;;
202102050500;90;3.1;22;10;20.5;12.4;1016.3;9999.9;;;00;99
202102050600;90;1;99.999;10;19.3;12.6;1015.9;9999.9;;;;
202102050700;90;2.1;99.999;10;18.9;12.5;1015.4;9999.9;;;;
202102050800;140;1.5;22;10;17.6;13.4;1015.7;9999.9;;;00;99
202102050900;90;2.1;99.999;10;16.9;13.8;1015.9;9999.9;;;;
202102051000;90;1.5;22;10;16.6;13.6;1016.1;9999.9;;;00;99
202102051100;160;1;22;10;18.5;13.8;1016.7;9999.9;;;00;99
202102051200;160;1.5;22;10;18.7;13.6;1016.9;9999.9;;;00;99
202102051300;180;1;99.999;10;21.9;13.1;1016.7;9999.9;;;;
202102051400;140;3.1;22;10;23.7;12;1016.6;9999.9;;;00;99
202102051500;140;3.6;99.999;10;25.3;12;1016.2;9999.9;;;;
202102051600;180;2.1;22;10;26.6;9.1;1015.7;9999.9;;;00;99
202102051700;90;1.5;99.999;10;28.1;7;1014.8;9999.9;;;;
202102051800;90;3.6;99.999;10;29.1;10;1014.4;9999.9;;;;
202102051900;360;2.6;22;10;26.2;14.6;1013.6;9999.9;;;00;99
202102052000;20;2.1;99.999;10;26.6;14.2;1013.1;9999.9;;;;
202102052100;360;3.1;22;10;25.5;14.9;1013;9999.9;;;00;99
202102052200;110;4.1;22;10;24;15.6;1013.1;9999.9;;;00;99
202102052300;50;2.1;99.999;10;22.7;16;1013.4;9999.9;;;;
202102060000;50;1;99.999;10;22.1;16.4;1013.7;9999.9;;;;
202102060100;50;2.1;99.999;10;21.9;13.7;1013.9;9999.9;;;;
202102060200;50;0.5;99.999;10;21.4;14.5;1013.9;9999.9;;;;
202102060300;320;1.5;99.999;10;20.6;15.1;1014;9999.9;;;;
202102060400;320;0.5;99.999;10;19.7;15.5;1013.9;9999.9;;;;
202102060500;320;1;99.999;10;18.7;16.2;1013.7;9999.9;;;;
202102060600;999;0;99.999;10;18.1;15.6;1013.4;9999.9;;;;
202102060700;270;1;99.999;10;18;15.5;1013.4;9999.9;;;;
202102060800;270;1;99.999;10;18;14.4;1013.2;9999.9;;;;
202102060900;270;1.5;99.999;10;17.3;14.2;1013.4;9999.9;;;;
202102061000;999;0;99.999;10;17.7;13.3;1014.1;9999.9;;;;
202102061100;320;0.5;99.999;10;20.6;12.6;1014.6;9999.9;;;;
202102061200;270;1;22;10;22.2;12.2;1014.8;9999.9;;;00;99
202102061300;320;1;99.999;10;26.3;14.4;1014.9;9999.9;;;;
202102061400;230;2.1;99.999;10;28.9;15.4;1015.1;9999.9;;;;
202102061500;180;3.1;22;10;30.5;15.3;1014.7;9999.9;;;00;99
202102061600;230;1;22;10;31.2;14.7;1014.1;9999.9;;;00;99
202102061700;180;1.5;99.999;10;32.3;14.8;1013.6;9999.9;;;;
202102061800;360;2.1;22;10;32.5;14.5;1013.2;9999.9;01;999.9;00;99
202102061900;320;4.1;22;10;31.5;14.8;1012.7;9999.9;;;00;99
202102062000;360;4.1;22;10;31.5;16.2;1012.2;9999.9;;;00;99
202102062100;360;3.6;99.999;10;30.7;16.6;1012;9999.9;;;;
202102062200;320;3.6;99.999;10;29.6;17.3;1011.7;9999.9;;;;
202102062300;360;1.5;22;10;28.5;19.7;1011.8;9999.9;;;00;99
202102070000;270;2.6;22;10;27.6;17.6;1012;9999.9;01;999.9;00;99
202102070100;999;0;99.999;10;25.2;17.8;1012.6;9999.9;;;;
202102070200;90;1.5;99.999;10;24.1;17.8;1011.8;9999.9;;;;
202102070300;50;1.5;22;10;23.8;19;1013.4;9999.9;;;01;99
202102070400;90;2.1;22;10;23.2;20.5;1013.3;9999.9;;;02;99
202102070500;90;3.1;22;10;22.2;20.4;1013.2;9999.9;;;03;99
202102070600;50;2.6;22;10;22.8;20.4;1013.1;9999.9;;;03;99
202102070700;50;2.6;22;10;22.6;19.8;1012.9;9999.9;;;02;99
202102070800;360;1;99.999;10;22;19.8;1012.9;9999.9;;;;
202102070900;360;0.5;99.999;10;22;19.8;1012.9;9999.9;;;;
202102071000;90;0.5;99.999;10;21.4;19.5;1013.4;9999.9;;;;
202102071100;360;1;22;10;24;19.6;1013.9;9999.9;;;00;99
202102071200;340;1;99.999;10;24.8;18.1;1014.2;9999.9;;;;
202102071300;200;1.5;22;10;28.5;16.3;1014.3;9999.9;;;00;99
202102071400;270;1;99.999;10;29.4;16;1014.6;9999.9;;;;
202102071500;270;2.6;22;10;30.6;13.5;1014.4;9999.9;;;00;99
202102071600;290;2.1;22;10;31.6;12.4;1014.1;9999.9;;;01;99
202102071700;270;1;22;10;31.7;17.5;1014;9999.9;;;02;99
202102071800;290;2.1;22;10;31;16.6;1012.9;9999.9;01;999.9;02;99
202102071900;360;4.1;99.999;10;31.4;15.9;1012.4;9999.9;;;;
202102072000;320;3.1;99.999;10;30.8;17.1;1012;9999.9;;;;
202102072100;340;3.6;22;10;30.5;17.5;1011;9999.9;;;00;99
202102072200;360;4.1;22;10;30;16.9;1011.6;9999.9;;;00;99
202102072300;270;0.5;22;10;28.7;17.5;1012.2;9999.9;;;00;99
202102080000;320;1;22;10;26.1;18.5;1012.5;9999.9;01;999.9;00;99
202102080100;320;1;99.999;10;24.8;18.8;1013;9999.9;;;;
202102080200;90;5.1;99.999;10;24.9;21.5;1013.6;9999.9;;;;
202102080300;90;4.6;22;10;24.1;20.8;1014.3;9999.9;;;04;99
202102080400;90;3.1;22;10;23.5;20;1014.1;9999.9;;;03;99
202102080500;50;2.6;6;10;23.4;20.2;1013.9;9999.9;;;07;99
202102080600;90;3.1;0.45;10;23.3;20.3;1013.7;9999.9;;;07;99
202102080700;140;3.6;0.45;10;23;20.1;1013.7;9999.9;;;07;99
202102080800;90;4.1;0.6;10;22;18.9;1013.6;9999.9;;;07;99
202102080900;140;1.5;0.6;10;21.5;18;1014.1;9999.9;;;08;99
202102081000;140;1.5;0.45;10;21.2;18.4;1015.1;9999.9;;;08;99
202102081100;140;5.1;0.54;10;20.6;17.7;1016;9999.9;;;08;99
202102081200;140;2.1;0.54;10;20.6;18.7;1016.3;9999.9;06;999.9;08;99
202102081300;140;3.6;0.36;10;21.1;18.2;1016.9;9999.9;;;08;99
202102081400;140;5.1;0.54;10;20.8;17.9;1017.7;9999.9;;;08;99
202102081500;90;2.6;0.54;10;21.7;17.4;1017;9999.9;;;08;99
202102081600;90;4.1;0.54;10;21.7;17.3;1017.2;9999.9;;;08;99
202102081700;90;4.1;0.54;10;22.7;17.4;1016.9;9999.9;;;08;99
202102081800;90;2.6;3;10;24.1;17.6;1016.7;9999.9;01;999.9;08;99
202102081900;90;3.6;3;9;22.4;17.6;1016.5;9999.9;;;07;99
202102082000;90;2.1;3;10;23.7;17.6;1016.5;9999.9;;;05;99
202102082100;50;3.6;3;10;23.9;16.8;1016.2;9999.9;;;05;99
202102082200;50;3.6;22;10;23;16.6;1017;9999.9;;;04;99
202102082300;140;3.6;22;10;21.6;16.6;1017.6;9999.9;;;04;99
202102090000;90;3.1;22;10;20.8;16.6;1018.5;9999.9;06;0;02;99
202102090100;90;3.6;0.45;10;20.4;16.5;1019.1;9999.9;;;06;99
202102090200;90;6.2;0.45;10;20;16.6;1019.2;9999.9;;;07;99
202102090300;90;5.1;0.45;10;19.5;16.5;1019.2;9999.9;;;07;99
202102090400;90;3.6;0.75;10;19.9;16.3;1018.7;9999.9;;;08;99
202102090500;90;3.6;0.75;10;20;15.7;1018.4;9999.9;;;06;99
202102090600;140;2.1;0.75;10;19.6;15.2;1018.3;9999.9;06;0;05;99
202102090700;140;1.5;22;10;18.7;15.2;1018.7;9999.9;;;03;99
202102090800;140;1.5;22;10;18.5;14.9;1019;9999.9;;;03;99
202102091000;140;2.6;22;10;17.7;14.3;1020;9999.9;;;03;99
202102091200;140;2.1;22;10;20.5;15.3;1020.8;9999.9;;;01;99
202102091300;140;3.1;22;10;22.2;16.2;1020.9;9999.9;;;04;99
202102091400;140;4.1;22;10;23.5;15.7;1020.8;9999.9;;;04;99
202102091500;90;2.1;0.9;10;25.2;15.8;1020.2;9999.9;;;05;99
202102091600;90;3.6;99.999;10;23.1;16.8;1020.4;9999.9;;;06;99
202102091700;90;1.5;3;9;23.1;16.8;1020.3;9999.9;;;08;99
202102091800;90;3.1;0.54;8;22.4;17.6;1019.6;9999.9;06;0;08;99
202102091900;140;2.6;0.6;10;22.6;17.5;1019;9999.9;;;05;99
202102092000;90;1.5;3;10;21;18;1019;9999.9;;;07;99
202102092100;90;3.1;22;10;22.6;17;1018.4;9999.9;;;04;99
202102092200;90;8.2;22;10;22.2;16.5;1018.3;9999.9;;;04;99
202102092300;90;9.3;22;10;21.7;15.2;1018.8;9999.9;;;04;99
202102100000;90;8.2;0.6;10;21.4;15.4;1019.4;9999.9;06;0.6;05;99
202102100100;90;4.6;0.6;10;21;15.9;1019.7;9999.9;;;07;99
202102100200;140;3.1;1.5;8;20.8;16.4;1019.8;9999.9;;;08;99
202102100300;90;2.6;0.45;6;19.6;18;1019.9;9999.9;;;08;99
202102100400;90;5.1;1.5;7;19.2;18.2;1019.6;9999.9;;;08;99
202102100500;90;2.1;0.36;7;19.2;18.2;1018.9;9999.9;;;08;99
202102100600;90;2.1;0.36;7;19.4;18.4;1018.6;9999.9;06;2;08;99
202102100700;110;1.5;0.45;7;19.2;18.4;1018.3;9999.9;;;08;99
202102100800;110;3.1;0.36;8;19;18;1018.4;9999.9;;;08;99
202102100900;140;1.5;1.5;8;18.8;17.8;1018.6;9999.9;;;08;99
202102101000;90;2.6;0.36;6;18.8;17.8;1019.1;9999.9;;;08;99
202102101100;140;3.1;0.45;10;19.5;18.4;1019.2;9999.9;;;07;99
202102131000;340;1;22;10;20.2;19.3;1010.4;9999.9;;;03;99
202102131100;360;0.5;99.999;10;22.1;19.9;1010.7;9999.9;;;04;99
202102131200;320;1.5;22;10;22.7;20.1;1010.6;9999.9;;;03;99
202102131300;360;1.5;99.999;10;25;20.4;1010.6;9999.9;;;04;99
202102131400;50;0.5;22;10;26.7;20.8;1010.2;9999.9;;;04;99
202102131500;360;3.6;22;10;26.5;20.5;1009.6;9999.9;;;04;99
202102131600;360;3.6;22;10;27.5;19.9;1008.8;9999.9;;;04;99
202102131700;320;3.6;22;10;27.1;19.3;1008.3;9999.9;;;03;99
202102131800;320;5.1;22;10;27.9;20.2;1007.5;9999.9;;;02;99
202102131900;360;3.1;22;10;27;18.8;1006.8;9999.9;;;03;99
202102132000;360;0;22;10;26.1;18.9;1006.3;9999.9;;;04;99
202102132100;160;1.5;1.35;10;24.6;18;1006.1;9999.9;;;06;99
202102132200;999;0;0.6;10;23;18.5;1006.6;9999.9;;;08;99
202102132300;270;2.6;0.6;8;22;19.5;1007.2;9999.9;;;08;99
202102140000;140;2.1;0.6;8;21.9;20.2;1006.5;9999.9;06;3;08;99
202102140100;70;1;22;10;21.8;20.1;1007.2;9999.9;;;03;99
202102140200;90;1.5;22;10;21.6;20.1;1007.4;9999.9;;;02;99
202102140300;360;1;99.999;10;21;19.9;1007.5;9999.9;;;;
202102140400;90;1;22;10;21;19.9;1007.1;9999.9;;;01;99
202102140500;360;0.5;22;10;20.6;19.7;1006.4;9999.9;;;01;99
202102140600;360;1;22;10;20.4;19.3;1006.6;9999.9;06;0.5;02;99
202102140700;999;0;22;10;20.7;19.6;1005.7;9999.9;;;03;99
202102140800;320;2.1;6;10;20.6;20.1;1005.9;9999.9;;;05;99
202102140900;270;3.6;3;10;20.4;19;1006.2;9999.9;;;07;99
202102141000;270;2.1;1.5;9;20.3;18.7;1006.2;9999.9;;;07;99
202102141100;360;0;3;10;21;18.9;1006.9;9999.9;;;08;99
202102141200;230;1;3;10;21.7;19;1007.1;9999.9;06;999.9;08;99
202102141300;230;0.5;22;10;23.6;18.8;1006.9;9999.9;;;04;99
202102141400;290;2.1;22;10;26.2;18.2;1006.9;9999.9;;;02;99
202102141500;230;2.6;3;10;27.5;18.9;1006.6;9999.9;;;07;99
202102141600;320;2.6;3;10;28;18.4;1006.3;9999.9;;;06;99
202102141700;320;3.6;99.999;10;28.6;19.5;1005.7;9999.9;;;05;99
202102141800;360;1;1.02;10;27.3;19.4;1005;9999.9;;;06;99
202102141900;360;1.5;22;10;27.9;19.9;1004.5;9999.9;;;04;99
202102142000;360;3.1;3;10;28;19.7;1004;9999.9;;;05;99
202102142100;20;1.5;22;10;27.7;19.5;1003.9;9999.9;;;04;99
202102142200;50;2.1;3;9;27;19.4;1004.5;9999.9;;;07;99
202102142300;50;1.5;0.6;10;22.5;20.4;1005.8;9999.9;;;07;99
202102150000;360;0;6;10;22.2;20.5;1006.3;9999.9;06;0.4;05;99
202102150100;999;0;22;10;22;20.3;1006.5;9999.9;;;04;99
202102150200;230;1;99.999;10;22;20.5;1007.6;9999.9;;;05;99
202102150300;140;1.5;1.5;6;20.2;18.1;1008.4;9999.9;;;08;99
202102150400;140;3.1;3;10;20;18.4;1007.6;9999.9;;;08;99
202102150500;140;1;6;10;19.7;17.9;1007.3;9999.9;;;05;99
202102150600;140;1;22;10;19.3;17.5;1007.5;9999.9;06;2;03;99
202102150700;140;1.5;22;10;19.3;17.7;1007.4;9999.9;;;03;99
202102150800;230;1;22;10;19;17.5;1007.4;9999.9;;;03;99
202102150900;140;1;22;10;19;17.7;1008;9999.9;;;03;99
202102151000;140;1;22;10;19.5;17.5;1009;9999.9;;;02;99
202102151100;180;5.1;22;10;20.1;16.8;1009.9;9999.9;;;02;99
202102151200;140;3.6;22;10;20.8;17.1;1010.2;9999.9;24;2;02;99
202102151300;140;4.1;22;10;22.8;18.1;1010.2;9999.9;;;02;99
202102151400;140;1.5;22;10;23.2;18.2;1010.9;9999.9;;;02;99
202102151500;140;3.1;22;10;25.7;17.6;1010.4;9999.9;;;04;99
202102151600;140;5.1;99.999;10;26.8;18.1;1010.3;9999.9;;;05;99
202102151700;180;2.1;0.6;10;26.4;17.6;1010.1;9999.9;;;05;99
202102151800;180;1.5;22;10;27.8;17.5;1009.5;9999.9;;;04;99
202102151900;180;4.6;22;10;27.7;16.8;1008.6;9999.9;;;04;99
202102152000;180;3.1;22;10;27.1;15.2;1008.1;9999.9;;;04;99
202102152100;180;2.6;22;10;26.4;15.5;1007.9;9999.9;;;03;99
202102152200;180;3.6;99.999;10;26.2;15.9;1008;9999.9;;;06;99
202102152300;180;3.6;6;10;25.2;15.4;1008.8;9999.9;;;06;99
202102160000;180;2.6;22;10;24.2;15.3;1009.8;9999.9;01;999.9;03;99
202102160100;180;5.7;22;10;23.3;16;1010.2;9999.9;;;03;99
202102160200;140;6.2;6;10;22.2;15.8;1010.4;9999.9;;;05;99
202102160300;180;5.7;6;10;21.4;15.6;1010.3;9999.9;;;06;99
202102160400;180;6.2;6;10;20.6;15.4;1010.5;9999.9;;;06;99
202102160500;180;4.6;6;10;19.8;14.9;1010.3;9999.9;;;06;99
202102160600;180;5.7;6;10;18.9;15.2;1009.7;9999.9;;;05;99
202102160700;180;5.1;22;10;18.2;15.2;1009.5;9999.9;;;02;99
202102160800;180;2.1;22;10;17.6;14.5;1009.4;9999.9;;;03;99
202102160900;180;4.1;22;10;17.7;14.6;1009.6;9999.9;;;04;99
202102161000;180;1.5;0.36;10;17.2;14.8;1009.9;9999.9;;;07;99
202102161100;230;2.6;0.36;10;18.2;15;1009.9;9999.9;;;08;99
202102161200;230;3.1;0.36;10;18.6;15.2;1010.1;9999.9;;;08;99
202102161300;230;2.6;0.36;10;19.3;15.3;1010.3;9999.9;;;08;99
202102161400;230;4.1;0.36;10;20;15.3;1010.6;9999.9;;;08;99
202102161500;230;5.1;99.999;10;22.7;15.9;1010.1;9999.9;;;05;99
202102161600;230;1.5;99.999;10;23.7;16.2;1009.5;9999.9;;;06;99
202102161700;230;3.1;0.54;10;23.2;16;1009.3;9999.9;;;08;99
202102161800;230;4.1;99.999;10;23.7;16.4;1008.9;9999.9;01;999.9;06;99
202102161900;230;4.1;0.75;10;23.6;16.1;1008.4;9999.9;;;08;99
202102162000;230;2.1;99.999;10;24.8;16.3;1007.8;9999.9;;;05;99
202102162100;230;3.1;0.75;10;23.8;16.2;1007.6;9999.9;;;07;99
202102162200;230;2.1;3;10;23.3;16;1007.8;9999.9;;;07;99
202102162300;230;1.5;3;10;23;16.1;1008.1;9999.9;;;06;99
202102170000;140;1.5;3;10;22.7;16.4;1008.3;9999.9;;;06;99
202102170100;230;1;3;10;22.7;16.2;1008.6;9999.9;;;06;99
202102170200;140;1.5;3;10;21.6;16.7;1008.8;9999.9;;;06;99
202102170300;230;3.6;3;10;21;16.8;1008.7;9999.9;;;05;99
202102170400;140;1;99.999;10;20.2;16.8;1008.5;9999.9;;;;
202102170500;140;1;99.999;10;19.8;16.9;1008.5;9999.9;;;;
202102170600;180;5.1;0.6;10;19.1;16.3;1008.3;9999.9;;;05;99
202102170700;180;2.6;0.6;10;18.6;16.3;1008.3;9999.9;;;08;99
202102170800;140;1.5;0.6;10;18.4;16.1;1008.3;9999.9;;;08;99
202102170900;180;2.1;0.6;10;18.2;16.1;1008.5;9999.9;;;08;99
202102171000;140;2.6;0.45;10;18.6;16.3;1009.3;9999.9;;;08;99
202102171100;90;1.5;0.45;10;18.8;16.2;1009.5;9999.9;;;08;99
202102171200;230;2.1;0.6;10;19.5;16.3;1009.8;9999.9;;;07;99
202102171300;180;1.5;0.6;10;20.5;16.4;1010;9999.9;;;05;99
202102171400;230;2.1;0.6;10;22;16.7;1010.2;9999.9;;;06;99
202102171500;180;2.1;22;10;22.8;16.3;1009.9;9999.9;;;04;99
202102171600;200;2.6;22;10;24.2;17.1;1009.5;9999.9;;;02;99
202102171700;180;2.1;0.6;10;25;17.2;1009.2;9999.9;;;06;99
202102171800;180;2.6;0.6;10;25.3;17.4;1008.9;9999.9;;;06;99
202102171900;180;2.6;22;10;25.6;17.2;1008.4;9999.9;;;04;99
202102172000;140;4.1;22;10;26.2;18.4;1007.9;9999.9;;;03;99
202102172100;160;3.1;22;10;26.6;16.6;1007.7;9999.9;;;03;99
202102172200;160;1.5;22;10;25.8;16.9;1007.7;9999.9;;;02;99
202102172300;140;1.5;22;10;24.7;16.8;1008.2;9999.9;;;03;99
202102180000;140;1.5;99.999;10;23.7;17.2;1008.3;9999.9;;;;
202102180100;140;1;99.999;10;22.7;17.4;1008.8;9999.9;;;;
202102180200;999;0;99.999;10;21.6;18.1;1008.8;9999.9;;;;
202102180300;999;0;99.999;10;20.6;17.2;1008.6;9999.9;;;;
202102180400;999;0;99.999;10;20.2;17.5;1008.7;9999.9;;;;
202102180500;999;0;99.999;10;19.4;17.5;1008.6;9999.9;;;;
202102180600;999;0;99.999;10;19;17;1008.8;9999.9;;;;
202102180700;999;0;99.999;10;17;15.7;1008.6;9999.9;;;;
202102180800;999;0;99.999;10;17.4;16.1;1008.6;9999.9;;;;
202102180900;999;0;99.999;10;17.6;16.3;1009.3;9999.9;;;;
202102181000;999;0;99.999;10;17.2;15.9;1009.7;9999.9;;;;
202102181100;360;0;22;10;19.6;16.7;1009.8;9999.9;;;00;99
202102181200;230;0.5;99.999;10;21.8;15;1010;9999.9;;;;
202102181300;320;2.6;22;10;25.2;14.4;1009.9;9999.9;;;00;99
202102181400;270;1.5;99.999;10;27.8;15.1;1009.8;9999.9;;;;
202102181500;999;0;99.999;10;29.6;14.7;1009.4;9999.9;;;;
202102181600;270;1;22;10;31.5;15.4;1008.9;9999.9;;;00;99
202102181700;270;1.5;22;10;31.2;17.6;1007.9;9999.9;;;00;99
202102181800;320;3.1;22;10;31.7;17.8;1007.3;9999.9;01;999.9;01;99
202102181900;320;2.6;22;10;31.9;18.5;1006.7;9999.9;;;01;99
202102182000;320;3.1;22;10;30.7;19.6;1006.5;9999.9;;;01;99
202102182100;320;2.6;22;10;30.5;17.5;1006.7;9999.9;;;02;99
202102182200;360;2.1;22;10;29.7;19.8;1006.6;9999.9;;;01;99
