,temp,pres,rh,ws,PBLH,VentCoef
2018-02-03,298.4916666666667,1010.2916666666666,60.875,2.625,540.5,2132.2999999999997
2018-02-04,299.9166666666667,1010.0,64.25,2.3875,438.25,1329.0625
2018-02-05,300.77916666666664,1009.25,62.5,1.7375,358.2857142857143,860.8571428571429
2018-02-06,301.51666666666665,1008.4583333333334,61.5,2.0,351.625,774.575
2018-02-07,303.3,1007.9166666666666,53.75,1.85,291.0,676.875
2018-02-08,302.8333333333333,1006.7916666666666,55.625,3.0124999999999997,680.875,2380.9874999999997
2018-02-09,297.0416666666667,1008.75,71.0,2.5125,587.125,1638.15
2018-02-10,294.825,1010.9166666666666,62.875,2.4375,570.0,2141.15
2018-02-11,291.47083333333336,1013.1666666666666,50.125,2.4875,762.8571428571429,2959.942857142857
2018-02-12,292.5833333333333,1012.7916666666666,53.5,1.4125,306.2857142857143,616.1857142857143
2018-02-13,295.84583333333336,1012.875,50.75,2.0625,388.25,1052.275
2018-02-14,298.10833333333335,1012.2916666666666,55.625,3.0875,558.0,2065.5625
2018-02-15,298.8541666666667,1011.9583333333334,63.125,3.075,555.25,2165.5874999999996
2018-02-16,299.925,1011.25,62.875,3.15,587.625,2688.5125
2018-02-17,300.81666666666666,1009.2083333333334,61.875,2.25,398.0,1167.7625
2018-02-18,300.97499999999997,1007.1666666666666,63.5,3.0125,793.125,2900.2375
2018-02-19,298.1666666666667,1007.3333333333334,72.375,1.5375,543.8333333333334,1533.4166666666667
2018-02-20,296.7708333333333,1009.25,65.75,3.8625,1208.5,5424.5125
2018-02-21,294.65833333333336,1010.6666666666666,64.5,2.4875,639.0,2208.6875
2018-02-22,296.27916666666664,1011.3333333333334,59.5,2.125,413.625,940.9250000000001
2018-02-23,296.4291666666667,1011.9166666666666,63.5,2.6375,521.375,1689.0375
2018-02-24,296.27500000000003,1012.1666666666666,64.0,2.2375,411.75,1196.6875
2018-02-25,296.33750000000003,1011.875,66.125,2.3375,426.125,1303.7375
2018-02-26,296.9791666666667,1010.5833333333334,62.625,2.8875,574.875,2257.9125
2018-02-27,298.1166666666667,1009.8333333333334,67.125,2.5,430.5,1399.35
2018-02-28,297.21666666666664,1010.2083333333334,71.375,2.5,469.0,1525.6374999999998
2018-03-01,299.78749999999997,1010.5833333333334,64.5,1.4,196.0,380.4714285714286
2018-03-02,300.46250000000003,1010.2916666666666,58.625,2.25,395.375,1040.075
2018-03-03,300.4166666666667,1009.3333333333334,62.125,2.075,320.42857142857144,857.2428571428572
2018-03-04,300.28749999999997,1008.5,63.125,1.5375,269.375,505.7375
2018-03-05,294.27916666666664,1010.7083333333334,57.75,3.9749999999999996,1228.5,5058.724999999999
2018-03-06,294.06666666666666,1011.5833333333334,53.125,2.4375,535.75,1840.7499999999998
2018-03-07,296.20416666666665,1010.75,52.0,1.5375,197.5,394.2375
2018-03-08,297.6958333333333,1009.9166666666666,52.625,2.0999999999999996,455.0,1581.4999999999998
2018-03-09,299.8208333333333,1008.5833333333334,52.0,2.1375,428.875,1123.0625
2018-03-10,297.4291666666667,1008.3333333333334,61.75,2.3125,584.25,1912.4499999999998
2018-03-11,292.83750000000003,1010.25,57.0,1.725,477.14285714285717,1222.8285714285714
2018-03-12,295.3208333333333,1009.0,50.75,2.1125,363.0,977.725
2018-03-13,297.0125,1008.9166666666666,53.0,1.7875,322.0,743.8000000000001
2018-03-14,293.6791666666667,1007.7916666666666,72.875,4.7375,1570.875,10150.5
2018-03-15,292.15833333333336,1010.25,55.25,2.5125,703.375,3272.8
2018-03-16,294.95416666666665,1009.125,57.5,2.125,516.0,1611.642857142857
2018-03-17,296.79583333333335,1006.4583333333334,82.0,2.6999999999999997,488.25,1662.8374999999999
2018-03-18,290.8666666666667,1008.25,72.125,3.1625,1366.5,7324.683333333333
2018-03-19,293.44166666666666,1009.5416666666666,55.25,1.5375,454.6666666666667,1240.7
2018-03-20,291.55,1011.9166666666666,59.625,3.475,985.25,3940.2125
2018-03-21,291.375,1011.25,65.25,2.8875,573.375,2389.35
2018-03-22,294.2375,1008.8333333333334,69.125,1.65,353.0,1241.3875
2018-03-23,295.2,1008.1666666666666,72.0,1.1625,603.5,1473.6
2018-03-24,290.71666666666664,1010.375,69.125,2.25,545.125,1647.0875
2018-03-25,287.51666666666665,1012.8333333333334,66.0,1.4125,413.5,1077.9666666666667
2018-03-26,291.3625,1012.9583333333334,65.75,1.7875,251.625,706.8499999999999
2018-03-27,293.80833333333334,1011.7916666666666,76.0,1.2,165.0,252.0
2018-03-28,295.44166666666666,1010.7083333333334,79.375,1.4,239.125,384.0625
2018-03-29,297.27916666666664,1010.5833333333334,72.25,1.425,370.6,832.4799999999999
2018-03-30,298.2375,1010.0,72.0,0.875,103.66666666666667,143.83333333333334
2018-03-31,296.9458333333333,1010.125,74.375,3.5375,759.875,2883.9874999999997
2018-04-01,294.2916666666667,1011.0416666666666,76.125,2.5,537.875,1910.1374999999998
2018-04-02,292.7416666666666,1010.5833333333334,81.0,1.475,257.625,507.25
2018-04-03,294.15000000000003,1009.875,79.875,1.2875,188.33333333333334,368.93333333333334
2018-04-04,296.0541666666667,1009.25,68.625,1.6,266.75,617.7125000000001
2018-04-05,295.9583333333333,1010.0833333333334,71.375,2.5625,758.1428571428571,2820.1857142857143
2018-04-06,290.3541666666667,1010.3333333333334,95.5,2.05,495.0,1450.8714285714286
2018-04-07,292.175,1011.1666666666666,93.5,0.75,121.6,174.4
2018-04-08,293.55,1011.3333333333334,93.0,1.65,232.375,645.1
2018-04-09,297.6666666666667,1009.25,76.625,2.1875,552.1428571428571,1663.7285714285715
2018-04-10,446.075,1008.2083333333334,61.57142857142857,2.3428571428571425,482.14285714285717,1928.6714285714284
2018-04-11,469.77500000000003,1009.5,73.33333333333333,4.216666666666667,1364.8333333333333,6916.016666666666
2018-04-12,288.02916666666664,1014.0,57.875,2.9625,824.75,3311.725
2018-04-13,290.5416666666667,1014.9166666666666,59.5,2.075,360.2857142857143,955.0714285714286
2018-04-14,292.6666666666667,1015.0833333333334,72.0,2.325,296.5,827.7249999999999
2018-04-15,294.1333333333333,1014.1666666666666,75.375,3.4875,601.375,2423.625
2018-04-16,295.5416666666667,1012.5,73.0,3.225,549.375,1843.625
2018-04-17,296.58750000000003,1011.625,76.25,1.1375,199.0,329.7714285714286
2018-04-18,297.425,1010.875,76.875,1.9375,343.57142857142856,879.2
2018-04-19,297.87916666666666,1010.125,78.71428571428571,2.125,318.0,885.45
2018-04-20,294.51666666666665,1009.5416666666666,93.875,1.725,325.57142857142856,985.9857142857143
2018-04-21,295.5833333333333,1009.4583333333334,86.375,1.0875,252.5,645.5500000000001
2018-04-22,295.34583333333336,1009.7083333333334,86.0,2.0625,484.42857142857144,1545.314285714286
2018-04-23,292.575,1012.2083333333334,83.625,1.9875,354.625,876.375
2018-04-24,294.25,1012.125,89.625,1.8375,296.625,837.925
2018-04-25,296.175,1011.6666666666666,84.5,1.6625,283.57142857142856,701.6999999999999
2018-04-26,298.12916666666666,1009.8333333333334,81.875,2.2375,411.75,1185.1
2018-04-27,296.8041666666667,1010.5,81.25,2.5,608.5,2073.0375
2018-04-28,293.4458333333333,1010.9166666666666,97.625,2.125,334.125,823.5375
2018-04-29,292.2916666666667,1010.3333333333334,97.625,1.6125,610.8,1730.48
2018-04-30,289.7708333333333,1012.875,69.625,2.9,604.0,2143.35
2018-05-01,290.24583333333334,1012.5,79.125,2.2375,337.25,918.2625
2018-05-02,290.5833333333333,1010.625,98.125,1.9125,395.57142857142856,1710.2714285714285
2018-05-03,292.2375,1010.8333333333334,84.5,0.6875,126.2,139.4
2018-05-04,291.0208333333333,1011.9166666666666,95.25,1.675,222.25,425.975
2018-05-05,292.23333333333335,1013.5,90.0,2.3875,438.0,1337.0625
2018-05-06,293.5208333333333,1013.4166666666666,86.625,1.9875,277.25,751.4375
2018-05-07,293.8,1012.1666666666666,84.5,3.0125,481.75,1775.2875
2018-05-08,292.03749999999997,1011.2083333333334,97.875,1.075,217.28571428571428,529.2571428571429
2018-05-09,292.1333333333333,1010.5416666666666,94.625,0.8875,189.66666666666666,383.48333333333335
2018-05-10,290.73333333333335,1008.4583333333334,95.5,3.35,800.625,2813.9375
2018-05-11,288.81666666666666,1010.5833333333334,87.0,1.3375,358.8333333333333,1002.5166666666668
2018-05-12,288.825,1011.625,83.25,0.5625,199.25,264.5
2018-05-13,291.46250000000003,1010.6666666666666,74.375,2.2625,333.75,773.7
2018-05-14,291.175,1009.75,79.0,1.9875,546.1428571428571,1623.2428571428572
2018-05-15,286.8666666666667,1012.2083333333334,61.5,2.8249999999999997,805.125,3117.9375
2018-05-16,285.5083333333333,1012.875,72.75,1.4,417.5,1505.8499999999997
2018-05-17,283.6875,1011.5,89.375,1.3625,387.6,870.9200000000001
2018-05-18,286.3,1011.6666666666666,83.0,1.8499999999999999,401.25,1291.35
2018-05-19,284.27916666666664,1012.375,87.625,1.975,486.625,1407.0
2018-05-20,286.425,1011.4166666666666,80.75,0.825,137.66666666666666,208.51666666666665
2018-05-21,284.7916666666667,1012.25,76.125,1.725,344.375,878.1
2018-05-22,285.3625,1012.9583333333334,68.25,1.2875,220.75,404.40000000000003
2018-05-23,287.6958333333333,1013.6666666666666,70.375,1.2,248.71428571428572,567.2
2018-05-24,288.2333333333333,1013.7083333333334,68.75,1.275,232.0,530.3833333333333
2018-05-25,288.0208333333333,1012.3333333333334,72.125,2.575,652.0,2140.842857142857
2018-05-26,289.8125,1011.0833333333334,83.0,1.35,153.71428571428572,268.8285714285714
2018-05-27,292.71666666666664,1010.625,81.0,1.7999999999999998,298.5,875.7875
2018-05-28,295.55833333333334,1009.375,78.0,1.9875,420.875,1194.6125000000002
2018-05-29,293.0625,1009.625,77.875,3.275,883.75,3324.9874999999997
2018-05-30,286.2416666666667,1011.8333333333334,84.0,3.475,994.5,3900.825
2018-05-31,283.325,1012.5,87.875,3.15,903.625,3419.7625
2018-06-01,281.75,1013.7916666666666,78.375,2.625,683.75,2270.125
2018-06-02,281.78749999999997,1015.9583333333334,76.125,1.2625,276.14285714285717,500.95714285714286
2018-06-03,283.28333333333336,1016.25,77.125,0.875,149.0,214.16666666666666
2018-06-04,282.2083333333333,1014.4583333333334,92.0,1.075,195.57142857142858,281.0285714285714
2018-06-05,342.81666666666666,1011.6666666666666,83.125,1.475,281.0,596.75
2018-06-06,373.6041666666667,1010.3333333333334,71.14285714285714,2.4285714285714284,578.5714285714286,2773.3857142857146
2018-06-07,282.23333333333335,1011.4583333333334,68.5,2.25,678.2857142857143,2418.2999999999997
2018-06-08,285.39166666666665,1010.2916666666666,74.875,2.3,507.5,1758.975
2018-06-09,287.78749999999997,1008.25,81.375,2.45,400.25,1148.5875
2018-06-10,287.44166666666666,1007.875,88.625,1.8,329.5,838.8375000000001
2018-06-11,285.62916666666666,1008.7916666666666,92.25,1.6625,383.14285714285717,936.4142857142857
2018-06-12,281.64166666666665,1010.9583333333334,90.5,4.2375,1409.875,7786.275000000001
2018-06-13,280.5625,1014.6666666666666,84.375,1.9875,417.125,1080.075
2018-06-14,279.8041666666667,1016.0,80.875,1.275,297.42857142857144,570.9285714285714
2018-06-15,279.3625,1016.9166666666666,82.0,0.7,168.4,319.32000000000005
2018-06-16,281.84166666666664,1015.6666666666666,70.5,2.45,545.75,1594.775
2018-06-17,284.1375,1014.6666666666666,66.125,3.075,765.5,2841.6499999999996
2018-06-18,286.23333333333335,1013.25,65.0,2.8375,637.5,1951.8
2018-06-19,286.6875,1011.5833333333334,76.125,1.725,285.0,579.4625000000001
2018-06-20,289.6333333333333,1010.0416666666666,75.625,2.2,575.5714285714286,1761.1714285714286
2018-06-21,283.2416666666667,1012.0833333333334,64.5,2.2375,909.8333333333334,3798.6666666666665
2018-06-22,286.1125,1009.75,62.875,2.175,488.75,1684.4374999999998
2018-06-23,280.43333333333334,1013.0833333333334,57.25,3.975,1592.857142857143,7753.457142857143
2018-06-24,279.1125,1012.5416666666666,53.75,1.3375,234.85714285714286,459.54285714285714
2018-06-25,282.95416666666665,1010.7083333333334,64.0,1.725,288.625,699.225
2018-06-26,284.9583333333333,1010.125,61.0,2.4375,503.625,1619.8874999999998
2018-06-27,286.0625,1010.5,77.0,1.525,478.0,1985.75
2018-06-28,287.28333333333336,1010.7916666666666,81.875,1.475,273.25,626.1875
2018-06-29,286.34999999999997,1010.9583333333334,86.625,1.0125,161.42857142857142,266.75714285714287
2018-06-30,285.87916666666666,1010.1666666666666,95.375,1.3375,178.71428571428572,340.12857142857143
2018-07-01,435.2833333333333,1009.3333333333334,96.57142857142857,1.6142857142857143,464.8333333333333,1419.3999999999999
2018-07-02,700.3375,1011.5416666666666,80.25,2.7,774.75,2528.475
2018-07-03,280.5,1014.3333333333334,68.125,1.675,324.7142857142857,790.0142857142857
2018-07-04,282.3625,1012.75,74.25,1.9375,241.375,549.1500000000001
2018-07-05,283.08750000000003,1013.0416666666666,75.875,3.525,722.375,2909.5375
2018-07-06,284.15416666666664,1011.75,91.75,2.9625,602.75,2325.8125
2018-07-07,283.39166666666665,1012.4166666666666,95.625,4.0375,1247.0,6239.1625
2018-07-08,283.4791666666667,1016.1666666666666,81.125,1.275,290.0,561.2714285714286
2018-07-09,281.0416666666667,1016.9166666666666,79.75,1.4125,317.42857142857144,756.6857142857143
2018-07-10,282.5,1015.1666666666666,83.5,2.6374999999999997,565.0,1778.5625
2018-07-11,284.9916666666667,1013.6666666666666,82.5,2.8375,587.375,2169.0625
2018-07-12,285.40416666666664,1011.5,78.75,1.9125,391.5,1312.025
2018-07-13,287.62083333333334,1010.0833333333334,75.25,1.9125,477.57142857142856,1580.7142857142858
2018-07-14,288.59583333333336,1008.8333333333334,73.0,2.175,637.0,2202.6428571428573
2018-07-15,284.9583333333333,1012.875,71.5,2.7125,549.125,1683.8625000000002
2018-07-16,283.0083333333333,1014.1666666666666,79.0,4.4375,1096.125,5330.4625
2018-07-17,285.5125,1011.5,93.375,3.6625,845.875,3730.3875
2018-07-18,286.53333333333336,1009.125,98.75,1.1375,189.25,307.375
2018-07-19,283.72499999999997,1009.0416666666666,92.625,2.5250000000000004,658.75,2842.7250000000004
2018-07-20,279.6875,1010.5833333333334,82.25,3.4625,944.0,3732.7374999999997
2018-07-21,283.825,1011.5833333333334,62.0,2.7,611.0,1923.85
2018-07-22,281.075,1013.4166666666666,76.125,1.525,389.0,895.7714285714285
2018-07-23,278.84999999999997,1016.8333333333334,72.25,1.6,487.7142857142857,1512.8428571428572
2018-07-24,282.52500000000003,1016.625,76.625,2.7625,578.5,1930.1125
2018-07-25,284.425,1014.0,93.75,4.1375,985.375,4764.5125
2018-07-26,285.32916666666665,1012.3333333333334,99.75,2.65,487.25,1441.5
2018-07-27,285.2,1011.2083333333334,99.125,1.1625,265.8,573.28
2018-07-28,284.96666666666664,1009.125,98.375,1.7125,423.7142857142857,1349.4714285714285
2018-07-29,282.28749999999997,1010.4166666666666,90.75,2.5125,606.625,2554.3375
2018-07-30,282.45,1013.3333333333334,72.0,1.7874999999999999,609.1428571428571,2257.6857142857143
2018-07-31,280.9791666666667,1014.625,65.75,1.65,308.25,768.3375000000001
2018-08-01,281.6458333333333,1014.0416666666666,75.625,1.675,369.8333333333333,876.25
2018-08-02,432.3875,1012.75,77.85714285714286,2.0571428571428574,327.2857142857143,831.8857142857142
2018-08-03,284.17083333333335,1012.2916666666666,88.0,1.3375,260.125,554.75
2018-08-04,283.7708333333333,1011.9583333333334,86.625,0.7,480.6666666666667,1185.9333333333334
2018-08-05,287.32916666666665,1012.0416666666666,66.25,2.175,490.57142857142856,1626.357142857143
2018-08-06,288.57916666666665,1010.7916666666666,64.0,3.8125,894.75,4837.1625
2018-08-07,288.6041666666667,1009.9166666666666,72.625,2.5125,521.5,1686.8249999999998
2018-08-08,282.70416666666665,1011.8333333333334,82.75,3.9875,1321.125,6315.8625
2018-08-09,282.12083333333334,1013.625,66.0,2.775,746.5,2390.0875
2018-08-10,284.9375,1013.4166666666666,81.0,1.1625,364.8333333333333,826.3166666666666
2018-08-11,287.33750000000003,1012.9166666666666,79.375,2.3625,484.75,1744.6749999999997
2018-08-12,288.2083333333333,1011.7916666666666,79.25,1.9125,314.375,776.0875000000001
2018-08-13,287.03749999999997,1011.0833333333334,84.75,2.375,500.0,1556.3125
2018-08-14,284.7416666666667,1013.9583333333334,68.5,2.3625,739.0,3557.9375
2018-08-15,285.6333333333333,1014.6666666666666,69.0,2.5,486.75,1601.55
2018-08-16,287.6458333333333,1013.75,74.375,2.7875,453.75,1410.875
2018-08-17,290.7375,1011.375,80.25,2.65,538.25,1592.8375
2018-08-18,285.70416666666665,1013.125,76.5,3.5374999999999996,1071.125,4871.0125
2018-08-19,280.57916666666665,1016.2083333333334,69.75,3.6125000000000003,1180.375,5592.125
2018-08-20,280.3666666666667,1015.9166666666666,65.125,1.4124999999999999,676.2,2599.5799999999995
2018-08-21,283.15416666666664,1014.625,63.5,1.9375,438.2857142857143,1348.5714285714287
2018-08-22,285.95,1011.6666666666666,68.75,4.8625,1202.125,6182.025
2018-08-23,285.37916666666666,1010.25,79.25,2.5625,536.0,2024.1875
2018-08-24,282.21666666666664,1012.2916666666666,72.25,1.9874999999999998,492.75,1347.1374999999998
2018-08-25,283.62083333333334,1014.0416666666666,47.75,3.15,991.625,4621.5
2018-08-26,288.44166666666666,1012.2916666666666,46.0,3.4124999999999996,842.5,3073.5625
2018-08-27,289.875,1011.5,45.5,3.9749999999999996,1061.625,4399.974999999999
2018-08-28,290.24583333333334,1010.4583333333334,59.625,1.9875,342.42857142857144,1020.7142857142857
2018-08-29,291.96250000000003,1009.1666666666666,72.375,2.45,823.5,3970.6666666666665
2018-08-30,281.77500000000003,1012.5,74.25,3.35,938.0,4033.6625
2018-08-31,282.3666666666667,1013.9583333333334,71.0,4.0625,1127.0,5758.7875
2018-09-01,284.6375,1014.3333333333334,75.25,2.6375,587.625,1780.9875
2018-09-02,286.8125,1013.5,77.25,1.8624999999999998,429.0,1300.6000000000001
2018-09-03,286.33750000000003,1013.5,81.125,1.275,351.5,711.25
2018-09-04,289.71666666666664,1012.0,61.125,3.225,676.75,2489.7375
2018-09-05,291.1458333333333,1010.8333333333334,60.125,3.4125,852.25,3521.2125
2018-09-06,292.0875,1011.0833333333334,64.25,1.5125,240.5,463.76250000000005
2018-09-07,290.9583333333333,1012.8333333333334,45.625,2.8375,533.875,1875.0
2018-09-08,288.5541666666667,1013.8333333333334,61.0,3.0875,655.125,2490.8624999999997
2018-09-09,288.19166666666666,1014.0833333333334,74.75,3.35,676.375,2490.3875
2018-09-10,287.90416666666664,1013.9583333333334,78.75,3.075,593.75,2626.8875
2018-09-11,290.2416666666667,1012.5833333333334,66.0,3.275,596.875,2337.6124999999997
2018-09-12,288.6375,1012.1666666666666,75.25,1.8,261.125,521.2875
2018-09-13,289.4291666666667,1011.875,79.75,2.25,430.125,1219.625
2018-09-14,289.7,1011.0833333333334,83.375,1.8,297.125,664.6750000000001
2018-09-15,615.1166666666667,1010.3333333333334,90.2,1.8399999999999999,282.4,620.04
2018-09-16,851.7458333333334,46380.083333333336,81.66666666666667,1.1666666666666667,120.66666666666667,130.66666666666666
2018-09-17,910.7708333333334,54628.916666666664,82.0,4.1,1359.0,5571.9
2018-09-18,290.40833333333336,1008.375,82.25,2.9499999999999997,587.5714285714286,2299.6428571428573
2018-09-19,704.9499999999999,1010.0833333333334,39.25,3.1,941.0,3310.475
2018-09-20,292.77500000000003,1010.25,46.625,3.2874999999999996,621.875,2170.8125
2018-09-21,296.5541666666667,1008.7083333333334,69.375,2.1125,485.7142857142857,1759.4428571428568
2018-09-22,297.15000000000003,1006.9583333333334,57.125,2.5875,534.875,1549.2625
2018-09-23,292.09166666666664,1010.3333333333334,45.75,2.375,475.2857142857143,1684.3285714285714
2018-09-24,292.3666666666667,1011.7916666666666,46.75,1.775,259.125,631.1875
2018-09-25,293.51666666666665,1010.5,63.75,2.775,629.2857142857143,2267.5
2018-09-26,291.2916666666667,1011.25,71.625,4.6875,1177.5,6401.0875
2018-09-27,290.05,1011.0833333333334,81.75,4.05,911.75,4444.1125
2018-09-28,292.84999999999997,1008.0,86.5,3.65,764.25,3999.9625
2018-09-29,291.34999999999997,1007.4583333333334,86.25,2.2375,415.625,1381.0
2018-09-30,288.82916666666665,1009.2083333333334,77.125,3.275,786.375,2976.4874999999997
2018-10-01,284.4291666666667,1012.1666666666666,54.25,1.7874999999999999,690.6666666666666,2361.5166666666664
2018-10-02,288.325,1011.8333333333334,48.0,1.9875,384.625,1016.6625
2018-10-03,290.67083333333335,1012.25,47.25,1.525,351.14285714285717,920.7857142857143
2018-10-04,288.59999999999997,1014.0833333333334,54.125,1.2,187.5,292.8375
2018-10-05,288.18333333333334,1013.2916666666666,65.875,2.05,308.125,730.7125000000001
2018-10-06,291.625,1010.9583333333334,57.75,2.65,501.125,1598.2749999999999
2018-10-07,294.875,1009.0833333333334,64.375,2.325,348.125,970.8375
2018-10-08,295.96250000000003,1007.875,71.375,2.625,655.125,2516.1125
2018-10-09,291.325,1011.4166666666666,37.25,2.5125,683.125,2228.15
2018-10-10,289.12083333333334,1014.0416666666666,36.5,3.5875,985.0,4634.15
2018-10-11,286.1166666666667,1013.125,71.875,1.6125,215.375,370.025
2018-10-12,286.62916666666666,1012.0833333333334,82.0,0.95,284.6,522.82
2018-10-13,292.4458333333333,1012.0416666666666,55.875,2.3,512.125,1723.6875
2018-10-14,294.1333333333333,1010.4583333333334,52.625,3.0124999999999997,700.0,2467.5125
2018-10-15,706.3874999999999,1009.5,48.5,2.2,585.25,1493.55
2018-10-16,296.22499999999997,1008.2083333333334,65.0,1.9125,268.75,719.0250000000001
2018-10-17,296.1166666666667,1009.3333333333334,65.875,3.4,855.375,4393.05
2018-10-18,291.16249999999997,1012.8333333333334,67.0,3.65,887.375,3655.8124999999995
2018-10-19,290.3041666666667,1013.9166666666666,65.0,4.0375,881.0,3638.7875
2018-10-20,289.3333333333333,1012.6666666666666,67.25,3.0124999999999997,592.125,2468.1749999999997
2018-10-21,289.9291666666667,1010.9166666666666,83.0,1.525,431.57142857142856,1367.9285714285713
2018-10-22,586.9291666666667,1011.5833333333334,57.0,2.3833333333333333,512.1666666666666,1678.2166666666665
2018-10-23,288.2583333333333,1013.5416666666666,64.875,3.2875,633.0,2227.8
2018-10-24,436.3125,1012.0833333333334,74.71428571428571,2.4285714285714284,491.0,1601.4857142857143
2018-10-25,290.4916666666667,1011.875,75.625,1.725,345.125,830.7625
2018-10-26,290.25416666666666,1011.5416666666666,74.875,1.9875,341.875,840.475
2018-10-27,291.66249999999997,1011.4166666666666,65.875,1.4125,215.875,508.40000000000003
2018-10-28,294.33750000000003,1010.5,61.0,2.1875,323.5,1013.9124999999999
2018-10-29,295.6875,1009.1666666666666,58.0,3.0875,766.5,2806.15
2018-10-30,291.04583333333335,1009.4166666666666,85.875,1.6625,435.2857142857143,1063.5142857142857
2018-10-31,287.45,1012.0833333333334,67.0,2.575,640.5,2094.7999999999997
2018-11-01,288.68333333333334,1011.25,60.0,3.1625,544.0,1887.7125
2018-11-02,290.9625,1009.0833333333334,73.875,3.0875,722.8571428571429,3273.942857142857
2018-11-03,294.70416666666665,1010.0833333333334,68.0,1.7875,298.0,729.95
2018-11-04,296.52916666666664,1010.25,52.375,3.4,840.375,4145.15
2018-11-05,295.825,1011.0,70.625,1.7375,241.875,528.125
2018-11-06,293.27500000000003,1013.7916666666666,52.625,2.9125,606.625,1847.725
2018-11-07,293.21250000000003,1013.3333333333334,61.375,3.725,741.375,3035.7625
2018-11-08,298.50416666666666,1009.9583333333334,57.125,2.8375,596.375,1986.2
2018-11-09,300.2375,1008.125,66.125,3.15,676.0,3012.4
2018-11-10,293.7291666666667,1008.0,94.125,3.075,641.625,2508.6375
2018-11-11,296.59583333333336,1008.4583333333334,80.0,2.5,597.0,2503.1428571428573
2018-11-12,297.02916666666664,1007.2083333333334,80.75,2.7625,593.25,2695.5375
2018-11-13,294.45,1006.5416666666666,76.125,2.625,676.625,3120.1125
2018-11-14,296.02500000000003,1007.8333333333334,55.25,2.0,543.5714285714286,1696.8714285714286
2018-11-15,293.3958333333333,1010.75,50.125,3.35,950.75,4504.675
2018-11-16,292.6125,1010.2083333333334,64.5,4.5625,1030.875,6648.4
2018-11-17,291.6958333333333,1009.3333333333334,72.0,2.3125,543.25,1885.0625
2018-11-18,293.875,1011.2916666666666,46.25,1.9249999999999998,576.0,1967.2571428571428
2018-11-19,297.18333333333334,1010.5833333333334,39.75,3.975,1168.125,5622.2875
2018-11-20,299.76666666666665,1009.6666666666666,41.5,3.4,907.375,3442.9125
2018-11-21,301.90833333333336,1008.25,44.125,3.3499999999999996,842.5,3348.875
2018-11-22,291.1375,1010.2916666666666,75.0,4.2375,1301.25,6640.5375
2018-11-23,291.0416666666667,1010.7916666666666,71.5,3.0749999999999997,722.125,2630.6875
2018-11-24,292.0625,1010.7916666666666,57.875,1.4625,353.85714285714283,883.2571428571429
2018-11-25,295.80833333333334,1011.5833333333334,46.625,2.05,497.2857142857143,1710.185714285714
2018-11-26,296.4875,1011.9583333333334,46.375,2.7,390.125,1269.8875
2018-11-27,294.69166666666666,1011.2916666666666,59.5,3.3375,659.25,2425.225
2018-11-28,293.87083333333334,1010.7916666666666,73.5,3.4125,839.0,3634.025
2018-11-29,293.6333333333333,1009.9166666666666,77.5,1.9249999999999998,324.375,882.55
2018-11-30,292.8208333333333,1009.7083333333334,71.5,3.4625000000000004,1189.0,7546.575000000001
2018-12-01,288.2916666666667,1012.75,56.5,3.6,1102.875,5899.7
2018-12-02,290.6958333333333,1011.4166666666666,52.75,2.175,473.5,1539.8999999999999
2018-12-03,295.1791666666667,1008.3333333333334,47.75,3.15,814.75,2980.9375
2018-12-04,292.14166666666665,1009.0833333333334,65.125,2.375,554.4285714285714,2065.7285714285713
2018-12-05,292.0083333333333,1012.25,61.25,2.65,569.5,1592.5625
2018-12-06,289.7291666666667,1013.9166666666666,58.125,2.6375,513.875,1871.225
2018-12-07,292.80833333333334,1013.0,53.625,2.45,526.5714285714286,1771.5714285714287
2018-12-08,296.78749999999997,1010.125,45.625,2.5,522.75,1834.875
2018-12-09,294.6958333333333,1010.0416666666666,71.125,2.1624999999999996,681.8571428571429,2855.9285714285716
2018-12-10,299.21250000000003,1009.75,52.5,2.7,607.125,2349.375
2018-12-11,295.24583333333334,1009.2083333333334,84.875,2.425,526.625,2646.2625000000003
2018-12-12,297.15833333333336,1010.3333333333334,48.125,2.525,388.0,1039.2125
2018-12-13,290.99583333333334,1007.4166666666666,89.0,4.8875,1273.375,10226.15
2018-12-14,293.90000000000003,1010.0,63.75,2.0125,516.2857142857143,1458.5857142857144
2018-12-15,296.9458333333333,1011.0,46.5,2.625,535.0,1746.6875
2018-12-16,299.2625,1008.625,70.125,2.8375,671.625,2325.5625
2018-12-17,292.15833333333336,1011.0833333333334,75.25,2.9,621.375,2118.8125
2018-12-18,293.85833333333335,1011.5,75.5,2.525,471.25,1353.025
2018-12-19,297.4916666666667,1008.875,74.375,3.0875,602.375,2100.6125
2018-12-20,296.09999999999997,1007.875,82.375,1.925,396.875,1056.15
2018-12-21,296.46666666666664,1008.5,67.25,2.25,529.625,1425.7875
2018-12-22,297.2916666666667,1010.0416666666666,61.625,1.7875,319.625,742.1625
2018-12-23,299.5875,1010.75,54.625,2.45,443.125,1181.6625
2018-12-24,300.03749999999997,1010.3333333333334,58.125,3.0875,579.375,1913.25
2018-12-25,300.7291666666667,1009.4583333333334,58.625,2.45,353.75,1195.9125
2018-12-26,301.1333333333333,1008.375,65.625,2.975,538.625,1714.1750000000002
2018-12-27,300.06666666666666,1008.1666666666666,69.375,1.0125,253.33333333333334,406.1666666666667
