date,Ag,Al,As,Ba,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,Pb,Sb,Se,Ti,V,Zn
2019-05-24,1.2249757542271256,1.0858018559800673,233.54527607812264,5.172437503674465,6.5010821588807275,1.379154037558198,0.1256746925904984,16.091229606459727,199.48861874241382,1.9359804459325407,5.1373595048356995,4.618441414846641,5.9052344930094,107.93895713067745,72.67243353424155,0.0,460.91510845795165,14719.893914611015,0.0,1.0,24.690469788405707,165.37957490887035
2019-05-27,0.9504555899940401,1.2567219848571407,554.2881058015108,9.66478012858109,2.9524925231446484,8.759133543709181,4.612605287457656,61.85398209220903,576.9029920321573,2.2919469299874877,5.772129476863352,6.6229258778053826,3.8037818014580016,224.3124098420121,75.60933737206561,0.0,3888.693529606721,30387.53839101275,108.80135441330303,1.0,15.75212735916738,1011.0965398926547
2019-05-30,0.751123445547366,1.3135159368520606,1006.9399181922589,14.878955209154844,0.0,3.575077478945397,39.769547904749835,47.76370071970633,629.9906390396087,3.848222954431702,7.857484284312733,4.757947676913556,4.680367152782217,250.04121746205527,202.4243071947752,0.0,3300.040910515373,27726.76448466996,7.168661248891306,1.0,33.83486719588393,1565.6089967212713
2019-06-02,0.3436952109519154,1.3782241547946819,361.24939032707226,5.147158399761455,5.498995973061234,2.309919573674443,0.16183860180215703,36.131065714709514,135.28323936556166,1.531510571511844,6.521599852192228,8.574391800526625,4.347275634699409,421.3714459587741,85.5499254573643,0.0,623.4460844844642,11001.715636350953,0.0,1.0,24.543350369576704,315.43450967900594
2019-06-11,0.3394082896326977,1.2494112735965928,273.6951519961081,7.809256725593988,5.970242567765325,1.2959633178312424,0.15981998376434253,3.3456821938168537,135.42498760870808,1.939377717832303,6.694570251969296,6.78667859333916,6.309156589423588,112.32325959633883,91.65143237459334,0.0,303.694969683455,4102.85934575412,0.0,1.0,23.53201022293745,329.55572410183953
2019-06-14,2.362628780248157,1.2146026421972564,119.84823967121714,5.220313559759813,5.355621405428946,0.020875847349792594,0.1544024936060127,15.084580690217216,195.48169502219235,0.6078318334030335,2.6278750915140483,8.25920084884827,1.4623845244935507,155.60995304216334,89.94957730466685,0.0,1163.7942285676556,7164.836048257793,0.0,1.0,1.196369676395683,234.94855647205264
2019-06-17,0.600589158327301,2.1262508729766645,385.71891389813896,5.392958587055903,5.5388568177892505,16.359702277142116,0.282804375923713,67.03318146843935,219.67381991452638,1.3441848733294632,6.290131239560502,14.124725395905237,3.4698884332306346,135.93172122189534,158.59668362662853,0.0,946.686194697587,10496.911773960437,36.153870649309866,1.0,3.0367325692387794,265.01498552889933
2019-06-20,0.0,1.2589074243573555,141.7259530527172,8.49343307475811,10.180135143751986,0.027570760506605636,0.20391958714319644,19.823614901759047,67.07660827339762,1.7746138302296797,4.841290341106332,6.524788098699109,2.260743702016823,134.00290807886586,114.6410810258049,0.0,204.45482468703386,3523.8415919837407,0.0,1.0,31.947369153199233,33.74396041675858
2019-06-23,0.9591287099810044,1.9061525100545649,541.5921801484639,7.464980515081874,6.444416991361372,4.391147680552056,0.18316642266673172,20.925161434443265,813.3363668617116,1.594344713967334,9.957303154404032,8.642701184941581,2.3129229126188084,164.54393781983006,104.8265243902234,0.0,1062.245279708343,16306.313275275375,0.0,1.0,24.946790161040493,404.4163301822747
2019-06-26,0.3407409401945776,1.0163865127876524,141.79693220166524,4.214576987461723,4.351672819659738,1.9006046798109648,0.16044749993783936,6.303397367173463,67.75517573947224,1.6403847661066597,3.895876408280419,1.4784132811950752,5.781030592697155,81.86467167925639,78.17407177074475,0.0,241.4101188457377,5653.080876010224,0.0,1.0,3.6230041868567366,295.1306846000974
2019-06-29,0.0,1.5788512540897077,313.2742787401677,12.940605431087537,0.0,0.12030209371789334,0.8897815233474363,237.82714129069322,718.2541748714859,1.4389480983504501,15.148690895298165,13.74148994489867,2.1915052060821454,1426.2692642452016,482.1798664662533,0.0,634.2269870373451,25998.921160141752,0.0,1.0,11.716285701982095,0.0
2019-07-08,0.0,1.2510826347465347,119.74448489338279,6.19927574093703,6.20469636868698,0.023315762193173644,0.17244865622120872,2.651949845918616,51.72860690341897,1.4199968840624877,6.918148484384569,8.008187043680683,2.107915001248004,92.39765225398142,94.33334274733163,0.0,60.540454500851375,1730.349194345803,0.0,1.0,13.424571859716739,0.0
2019-07-11,0.5362565659952232,1.4516996290868303,300.1665176665371,6.002021754398367,7.238414643517281,1.663570438910045,6.287851454904216,11.775083443224904,207.78909144521566,1.5291920558276302,8.928702350235747,8.989705775799736,2.8836096473186665,106.04189832119484,78.53989510550723,0.0,497.1913587836305,3492.668236120763,0.0,1.0,28.189859041082965,414.18668703066527
2019-07-14,0.0,1.2554745809238796,308.3258564710661,5.844409404075545,2.517277155609242,2.389285183914991,0.1743682477866342,0.3913047979619297,186.85899789489238,1.7813125972645376,5.916040487445244,7.577467032596106,2.0464694002006136,134.77345446961235,89.81872547058373,0.0,382.8048860800489,8880.659469878823,0.0,1.0,49.137395841002764,337.04981453538926
2019-07-17,0.16644602804687098,0.5506985206999799,38.743660388266775,1.37770490015656,1.6918555910175983,0.5298370881763699,0.07837581553732195,0.0,77.8433693334294,0.7599574371995685,1.8338196315590773,2.636526949852222,1.9950808138299774,66.38813514847152,38.99499598455877,0.0,57.19567635045568,1053.973195393401,0.0,1.0,4.307287588058294,57.64581909636843
2019-07-21,12.159562097402503,0.8174037614668542,34.94261938422075,2.7087972668738365,3.025583696513862,0.7280135015709069,26.636685663235873,8.259187451770222,218.15389929985807,1.3929683005574907,4.327417711167143,2.1964943368374654,2.0653354334070038,292.8479771338008,5.90986107497666,34.16272030817597,133.0728667991496,1136.5207982627014,0.0,1.0,4.47822508969052,185.84090509561332
2019-07-23,25.105269991914376,1.0649458564708238,161.0695719673245,6.467867952632603,5.812359552361461,3.434223033490825,10.717142737630507,11.309928739151482,833.4799415092864,1.7692272679233922,11.903113542309846,5.178396084353838,2.628969941059077,363.9053192521861,15.88272707436312,56.13945878205903,971.0907180392692,12745.348532858616,31.875788737674203,1.0,5.130606113329894,897.3619623358833
2019-07-26,97.43617673374315,0.8212923258115506,280.7910628044328,7.951214510014666,9.340953199855768,1.2965408985235507,0.0,4.60391126180494,397.99771089557214,2.146850437251599,6.406937104775886,5.527412245210665,2.6403570955997018,318.5650290084448,16.534446050831065,3.8656655254172936,431.6195531718247,11397.065778917718,0.0,1.0,7.5377770553982035,1211.7606736932134
2019-07-29,48.85778940619149,0.9374225167831248,176.95165540433243,5.829303361905397,4.52175181540472,6.395984974159265,7.038569138280689,43.16342449712863,400.9060434082649,1.7995465970250615,10.47353474237648,4.640417852813164,3.817321213580876,2040.095393464011,11.115050697475455,41.41332565924353,502.53133839447264,15167.596317346506,29.00039386360948,1.0,11.683751528012248,603.5915165797085
2019-08-01,5.7507984705146455,0.6778657918466702,15.510767300450256,2.5730772779735926,3.3433695405652117,0.23212153654421128,3.7147954049830534,6.550057055796264,137.3827834574405,1.154713789263772,5.658490459278813,0.9075903407446074,2.013075013252992,51.43856339063632,5.364638539575244,45.391944840531465,35.13406069126095,731.9488773569802,0.0,1.0,2.5370197937361794,111.74458538221842
2019-08-04,17.4326732819685,0.9752269560832892,35.846847926355764,2.623253679990146,8.039938531305289,0.7737551424857249,8.710044508467645,0.5332995610348243,396.61137420740397,0.9646407953373715,19.160875008528922,5.32597591990425,2.0984645672667437,75.29042263701551,19.427027619224134,122.2042069698085,78.85853636789062,662.3840636695525,0.0,1.0,3.8803631311327518,326.2972170255966
2019-08-07,11.579621858963227,0.8246321533229066,115.82389263872528,7.662914158430367,7.437584371836609,1.018706224852353,24.005800173642864,9.156353040203806,547.2891228765668,1.5930871022939506,17.034883926754294,3.0183222947129087,2.6309721775789296,149.04951867578805,18.51459832908405,181.42191856118288,305.9950749685939,4843.373208223089,14.957681606391564,1.0,15.001268377046504,343.94524631868427
2019-08-10,16.186427634334542,1.0795164154845165,64.2523999453227,3.8306809359944074,1.2971212520185056,0.39759394836596235,10.14028691670551,19.406734351967504,1014.2247661662883,1.4050635867907786,19.85933077736452,5.298613977202036,2.314562313123071,96.68495418456929,22.473998554951297,191.34186443755476,63.14637137860768,2421.3786535074505,0.0,1.0,8.16527221399616,291.3556579248906
2019-08-13,25.64643528821812,0.8972179640209096,84.77527909245356,6.496163128949629,5.750614881462438,1.8358018275350898,11.118150249196466,90.32651633248331,678.015183109356,2.2157432515680666,13.32583421129367,4.985474534484648,3.7676478130126965,394.2987203955392,19.537318646514276,188.75641225452108,568.9252505658677,9617.530688263678,12.35678528299724,1.0,3.7995154101162414,438.5518387334912
2019-08-16,30.504444153350242,0.7805394692078638,229.11392480301149,4.923013823461188,4.198897735786196,1.803245281769969,10.7767341860895,12.45247966555918,643.2683017108524,2.1989973544151993,14.351270960478766,3.4549723776395393,3.2820872287957794,239.35996304166827,7.901006641385006,170.34999136700137,923.8561061190371,7148.954017104418,7.041543941386378,1.0,39.944503941386884,266.8778635953197
2019-08-19,24.950243937010388,1.12501835045625,127.48518114665413,4.890427710427601,5.9267330450762135,0.737334164547526,7.6804340899155195,16.692829308586624,1114.5543928181514,1.9096984102980525,4.060044972728198,3.587811636960626,2.921419155145805,90.92098922000905,13.137603858324406,44.70371181187419,908.3156205338586,4361.144223860059,50.636536714799895,1.0,8.818796865799161,367.5184075171091
2019-08-22,13.281084188581229,0.5706346209681383,132.6357462172331,7.880744353603948,2.827842728889455,2.52311894119134,6.802169865531502,31.67515863431709,292.3987383695708,2.485680035022989,7.8971840554919925,1.55838030542623,4.510084821225229,235.08925188398686,9.667353208959469,69.53697741915856,200.56414132712973,7036.499290304521,0.0,1.0,27.995525845173326,410.3391526487335
2019-08-25,19.456112992573022,0.9371637015778173,112.2547638788811,6.762979847051599,8.154928617697271,1.8739011875102332,6.287425278311587,16.630667324068128,376.5114402330952,1.9989508490860841,17.175557553336663,5.285185137583056,4.797780353417386,147.24591003055858,28.728787296076643,100.98373421007321,319.14007119088444,2557.8923300731517,0.0,1.0,30.293612925286673,791.1833416994772
2019-08-28,10.872726562754426,0.8111235660030758,84.34496898023187,4.670122659357295,4.910750476170955,0.48194706152330824,3.8603292432412766,27.802059406945897,214.31426468666922,1.6475588551908518,9.402306055071374,2.3913565860218253,2.442510425734664,75.72357799465787,12.004271671159552,18.795232410881187,132.72370881574014,1554.9972523506456,0.0,1.0,4.888656864591145,240.7026347513596
2019-08-31,6.615097876360143,1.1360103634724912,145.17708523253503,4.042390248496387,0.0,2.5465625003160586,8.71938312387442,10.118409438659048,626.3160822619349,1.7579776226388515,9.03581203093943,4.410889568907534,2.527134452069529,65.01358789038458,14.607570912338536,142.4013028942848,156.02986231789126,9885.250770647472,0.0,1.0,3.423272521415673,323.8115867952957
2019-09-03,12.366642811164839,0.7716517949450261,122.12196486327362,3.4200772382708964,4.479204440799122,1.6940024867861705,4.114775173348687,15.531914905655723,307.83805745883586,1.5022869227749458,11.916686899607877,0.7251727426520026,3.152202782723142,71.81260987045549,8.516796544764013,0.0,257.4795713885105,7229.236347001916,0.0,1.0,3.825948732938892,234.6352517587591
2019-09-06,10.761170663385622,1.2369364228999509,95.49459446384896,5.171100552002502,3.5141124951615668,0.0,4.910836804293543,18.305758838205616,157.55995744944747,2.130656812638044,13.084191640970396,4.135600156764674,1.8308554163509418,136.22995359006447,15.306831795677185,36.48866051586354,158.561032012296,3176.029218921442,0.0,1.0,26.995305642339726,228.50618975927188
2019-09-09,47.71993814463816,1.0528150505144647,85.1536128058813,5.998967183445054,1.9714841579146942,1.166488835170846,17.9877930654989,35.92476434163251,484.0065239385809,2.937556189240379,13.51914179563465,0.0,4.58053274621106,178.59478802251908,18.937254827401766,59.28761557577763,615.4642089768616,4143.1241037036825,2.674762407451549,1.0,7.863928946821229,487.38816715389686
2019-09-12,5.776230011411548,0.723847988134468,54.79766737130171,3.0206927274766797,2.276225954169683,1.2384571324900056,2.449334242045274,23.019141824443132,176.96610882984317,1.2271523759767606,2.988198939448959,1.5200400706023884,2.3910864768027738,158.67922304232272,4.927005691627548,122.4500941896779,275.77870408533425,5281.8534746038185,0.0,1.0,3.6801181365315903,283.99390355294196
2019-09-15,1.505323804962886,0.8416476741615639,34.83768141917262,4.681118956973377,3.493659814676074,0.2884369739358876,2.4083459790709307,8.539628025498205,107.69416726428176,1.1445279001138207,2.55054974789875,3.1350260982897376,1.4405388917190276,45.38040120109467,11.118075827070792,29.738575148603577,189.69113783763856,1718.8864681635691,0.0,1.0,13.321695158765136,168.62307771783628
2019-09-18,0.9911623210875495,0.35443968116863694,36.29278054808456,2.5038558710151455,0.3115577992615882,0.3293592690473527,2.778043328013011,6.956801493381663,77.24692573311998,1.6208579212196341,5.521554412676736,0.0,3.0005541979247687,34.790756337585016,1.3423178718535018,14.138574329428172,78.28878600456738,1292.9856319879768,0.0,1.0,7.54797485290348,66.61686427240733
2019-09-21,5.399479446844473,0.6395327915050412,18.60709885382723,2.1281831429518068,1.874452589022709,0.0,1.5846569735581584,3.1271719375552802,29.81241931137822,1.0735225249507039,10.846876644345716,0.21543375883863514,1.6496943917211075,10.300021732019038,3.438605868825844,0.0,29.07850766881053,760.6308413589534,0.0,1.0,3.561268661222255,4.844235244161247
2019-09-24,0.2667020285307484,0.5957057071433357,73.31208254876066,3.5910993802859363,1.73585399209454,0.5589086328507823,2.357453577351309,23.486326966355783,111.6209232637606,1.7130265223063728,3.611669356195667,0.3614930722231964,3.1123978640037357,119.92173224609105,7.297693113870731,5.492553113955817,218.6727975035993,6276.4558003189095,0.0,1.0,20.878313097854125,99.34144947703267
2019-09-27,0.2192563957263287,0.6604769975782339,0.0,4.793724034361934,2.337201295179184,0.0,8.17401824227333,8.650433136891632,85.06267200522687,1.4013500134168324,3.606977609737702,3.043857019931294,1.6366800890736581,54.317164777445576,24.657294506289674,0.0,28.652038192476983,2507.011945376937,0.0,1.0,17.24371544865314,0.0
2019-09-30,2.834923994968756,0.6626466965976564,112.93693880052022,2.6201123986843715,1.8344568886018362,1.2957009772598151,0.0,8.392457086313778,112.51500915919273,1.3673592878857228,3.674634314876018,0.31138972334059595,2.45359061102676,42.99371088454758,0.8567189286957343,0.0,487.26006733903444,4834.2555182038295,0.0,1.0,10.339954004415544,40.384930752446756
2019-10-03,1.0592282236981647,0.533087626356746,62.72208900223998,3.639774074352016,1.9985818569834481,0.9038018216065726,3.7896840149739273,9.045537287912152,63.0941519616321,1.4658450350796188,2.4948126448779875,1.0776269480464173,1.7702159934444124,47.12356728891901,4.861733279113087,51.04607612475845,161.00181027937563,1258.547986914488,0.0,1.0,20.320521140571834,0.0
2019-10-06,1.2119345664787053,0.12676420936332666,64.96355668757111,1.422686468047727,0.0,0.0,0.0,2.330290734522148,72.40820735383738,1.7034361884348657,4.60853698458996,0.0,2.6257161725359337,34.22419550222919,1.2340335288412523,49.796123973689376,70.98323370211646,932.0273660538941,0.0,1.0,14.578621795094376,6.369423842109186
2019-10-09,1.1617540258302506,0.5079478603500714,63.75644263737712,3.3031573632264046,0.142112432402052,0.0,6.615455948117041,3.1100439374694706,90.82934746370167,1.404342774532545,3.4890644030602287,0.0,3.045609594532103,68.61296985001675,1.0869583617595715,56.94866232206297,101.01867717148197,1753.2158454206199,0.0,1.0,8.490362738253038,663.2846818688813
2019-10-15,9.972401051394645,0.0,694.8586821289554,16.85565606840082,0.0,0.0,48.72286995597399,19.31664854964063,1017.0179437557811,4.241567806979816,20.326231614927696,0.0,8.484755337121898,413.62368494598564,9.443036834131737,80.71351591316798,1757.6358011612938,23057.034521995218,0.0,1.0,65.12595372692556,344.5739904079948
2019-10-18,0.9210963361477331,0.34304348760015313,125.97998439445037,6.8734793137231005,1.0993592373039536,2.3573023905467934,3.952647884363311,40.68941220122301,488.1131704071657,2.848903494192001,3.8439734143372517,0.0,4.196520940652751,136.15058379611764,0.8200282106598894,9.966098148653385,566.2756113188176,15015.162634391418,0.0,1.0,4.210117025347359,307.0110586978442
2019-10-21,0.5274995350922727,0.718632875707975,52.67375072011805,4.281831157844511,5.293620392588037,0.0,0.0,35.005072785150645,182.64377104411065,1.67665331618496,3.4809770788346466,2.3858108167328607,2.9851061885762284,137.29471741029786,1.1184890955256401,0.0,310.9207308483913,4663.338824104385,0.0,1.0,16.59869630208776,99.81878400976714
2019-10-24,0.19242448296269146,0.7983771700868817,43.57599493676114,3.3421007871380777,4.096120736974697,0.5415890293332617,0.0,2.8540481425415725,34.582738943252814,1.7980554983115808,2.851496541874818,3.044284194285544,2.0077453722758007,36.52635154980754,9.604622335250966,81.20710626981631,199.4460119518024,2538.1532924628546,15.884469619581857,1.0,4.419277397978459,187.25810336650449
2019-10-27,0.6548336170840834,1.0789577579530039,201.1327647439859,3.886722319980634,8.349415628307188,0.7605720263355362,0.0,10.49775136154178,62.54967747455322,1.90844185734363,6.042566748629592,6.935814852791476,2.4064786025425486,93.74619974526748,26.91043095010915,321.15164738806226,258.0008416394491,4649.520786592094,119.43773276880661,1.0,72.54207642851648,357.75797141940217
2019-10-30,0.36325426377766806,0.9618858253535403,117.79522290034609,3.1261114522115285,6.378565446211566,0.0,0.0,9.162678539590168,67.5316426304508,1.4794386342148869,2.21813689977127,5.539195962407107,1.7520976713690313,59.39525015460687,19.15646157047424,565.3359254912921,190.87383547565256,3054.901394138431,78.50882727440802,1.0,11.97610574256517,363.44351866035845
2019-11-02,0.11482811167489007,1.1122024963803767,38.86665000188297,2.724607581593429,6.784144477821907,0.7330076527620186,0.0,24.951590034197462,71.89190137292476,1.170143754756149,1.9790127722113946,4.398928200905603,1.6002751905354853,61.21060088651264,7.911630260940345,1649.881100663489,154.87525909379863,2858.957716306645,37.40915143184862,1.0,3.952083345958513,385.4441404692206
2019-11-05,0.0,0.9820696234307968,56.78320354428429,2.996934437347524,4.895851627411319,0.504767398849337,0.0,6.533166354180929,54.11067843381923,1.3626323696041216,1.9143596489410604,3.9727168144544933,2.2532674516459,67.9308957988555,9.161339716096892,748.877380802554,104.20608397508839,2096.8508884723865,22.45772021949557,1.0,7.813557278207471,236.24141615324385
2019-11-08,0.16840489794167543,1.1459794940956296,65.752236025368,2.3312864128387605,4.561790906403445,0.0,0.0,0.619332267967442,33.75206455284935,1.436473022444138,1.9444002262756184,6.699401927622961,1.788731255132984,50.83341289482099,17.663391374971134,1135.1859785374054,122.05975921705766,1810.4865269362151,64.48159855558585,1.0,17.141979808118,227.27501862918652
2019-11-11,0.0,1.3997863486930673,0.0,2.4468319953557707,5.7578445875837225,0.0,0.0,0.6831643048904508,47.91541057646859,1.58826237929543,2.3373326856209,9.521673717256814,1.5831947133376771,75.01598448096644,24.875999067096057,1481.320265206964,9.512154023340853,1197.4309596734163,60.30570088438182,1.0,11.090776599294182,273.596738223638
2019-11-14,0.0,1.0605707771635775,0.0,2.523579714864307,4.6038521589033135,0.3212055472977491,0.0,3.3028359674374967,23.929789372621453,1.2051281919199286,1.4286642285515854,4.476297555536475,1.7147683078721159,44.85357990197182,10.759624985239684,1464.4052039682151,37.1159521534041,626.9840956680142,38.140566682739724,1.0,5.793384758800853,359.80550220091817
2019-11-17,0.6998601769694023,1.0305826921062973,158.042132569747,4.144574401687456,4.879569341331736,0.7797902657167478,10.920978063085672,0.0,29.797889715163944,1.7329616789527995,5.140543523753216,5.665531850327186,1.9471629072183865,172.24336561114927,117.97142095182805,1188.7486066893873,254.66221359814256,4234.667485233653,53.03126052106075,1.0,10.213378204011565,307.69881038611766
2019-11-20,0.0,1.0539295590657276,60.20529108423706,3.314342011282409,4.837904082538704,0.0,5.554614171851588,9.621184258788835,34.436274433714274,1.0245842317439,1.741823152699639,6.719630959764761,1.4089328011319346,80.74509503095106,60.20699303161027,709.9100819450567,76.05874125204018,1573.056977824117,5.260030770902748,1.0,10.25562153218068,186.12080021663132
2019-11-23,0.0,0.7457153378646393,0.0,4.028714581986421,6.9550444001608485,0.0,0.0,1.5552059943694103,2.2014746013529796,1.5822313842149274,0.0,4.3785141408474955,2.06144188187989,155.20692270334737,124.29086958976679,2017.4644791549185,19.24035040020204,1216.2279016035936,25.735941885211744,1.0,14.193960082486445,319.4179123279913
2019-11-26,0.13676473532138833,1.159743750361232,69.92964459847417,3.6609730415218746,7.880459906160487,1.8956231344955954,0.0,0.5024505154675464,150.64815163141324,1.7064321189685563,1.7750285833665713,7.304043877150762,2.166879724485728,79.43882348152007,41.73222909147054,509.26439425822105,338.79486001069154,5955.576845767671,0.0,1.0,0.864671585700937,372.89564943945993
2019-11-29,0.0,0.7872175443758097,72.15094967663562,2.261103696232978,3.3300466179029415,0.752039692181735,2.4491765598373774,2.0765692466394317,121.11919405885547,1.3575750202138066,1.3671379232307168,1.8568989000235085,2.0691091681922797,36.046724155903085,18.4078506594169,328.6540075870682,106.18462832239668,8615.518199980193,0.0,1.0,1.5335623389164683,168.6782457292508
2019-12-02,0.0,0.9087485194619738,23.717960922364064,2.9327104120466374,4.848872751761268,0.0,0.0,1.5860282913354107,20.179234629687507,1.059845988958162,1.265418208851988,4.520870900604932,1.8169990294131313,73.29075537912404,20.331545144004362,302.2339166067924,69.36236976777897,1189.6519022286811,1.1471044211115369,1.0,3.3064724692494947,201.55002990463564
2019-12-05,0.0,1.1001747166079319,30.045787365723083,2.964385245478798,4.700182847411808,0.37865397917441584,3.5287474955496414,4.659607247993613,59.54864703974731,1.1703382198643513,1.906029720199053,5.477147746004853,1.8254574559161263,63.387820883510244,25.445343385993176,522.3167601964111,155.08084239318185,6148.944835150126,0.0,1.0,2.279229364084553,212.86755477714738
2019-12-08,0.25855877997165094,0.720958916217402,40.08413741856248,2.088971361808364,3.2997502578593014,0.3523836722353837,3.033969551127631,18.662185324243534,38.64357393430775,1.231909850293017,1.7755549090409126,1.1928866578333803,1.8509390475784486,53.614961183961796,1.781210215142502,229.67632063190658,103.02117860513074,2722.1349348751955,0.0,1.0,4.958348845401326,149.46787300152033
2019-12-11,0.0,0.7761675238287025,15.172166585521463,1.2636752560865265,2.8128391897396425,0.16976202133760607,1.6251422594948175,1.7705686408545658,12.50784156819596,0.9071788053590197,0.9958660753900791,2.0767771648989073,1.3634576028909224,16.682694995634716,10.842831033810448,105.5096858224305,34.19196597819685,766.8878878703796,2.613863867622754,1.0,1.271225864043777,50.55416546026318
