date,t2,rh2,slp,wspd,wdir,site
2019-02-02 07:00:00,  21.20,73,1018.10,   2.50,140,BUENOS AIRES
2019-02-02 08:00:00,  22.50,61,1018.80,   3.06,140,BUENOS AIRES
2019-02-02 09:00:00,  22.90,48,1019.80,   7.78,140,BUENOS AIRES
2019-02-02 10:00:00,  24.20,49,1020.80,   5.56,140,BUENOS AIRES
2019-02-02 11:00:00,  25.10,46,1021.50,   6.67,110,BUENOS AIRES
2019-02-02 12:00:00,  26.00,49,1021.90,   7.22,140,BUENOS AIRES
2019-02-02 13:00:00,  26.00,45,1022.50,   3.06,140,BUENOS AIRES
2019-02-02 14:00:00,  26.40,46,1022.40,   3.61,140,BUENOS AIRES
2019-02-02 15:00:00,  26.40,42,1022.30,   4.17,90,BUENOS AIRES
2019-02-02 16:00:00,  25.70,43,1022.00,   3.61,140,BUENOS AIRES
2019-02-02 17:00:00,  25.00,46,1022.10,   2.50,90,BUENOS AIRES
2019-02-02 18:00:00,  23.90,44,1022.10,   3.61,140,BUENOS AIRES
2019-02-02 19:00:00,  23.30,41,1022.30,   5.28,140,BUENOS AIRES
2019-02-02 20:00:00,  21.70,53,1023.30,   4.17,90,BUENOS AIRES
2019-02-02 21:00:00,  20.50,56,1023.80,   5.28,90,BUENOS AIRES
2019-02-02 22:00:00,  19.40,57,1024.60,   1.67,90,BUENOS AIRES
2019-02-02 23:00:00,  18.60,61,1025.00,   3.61,90,BUENOS AIRES
2019-02-03 00:00:00,  18.20,62,1025.80,   3.61,90,BUENOS AIRES
2019-02-03 01:00:00,  17.50,63,1026.00,   3.61,140,BUENOS AIRES
2019-02-03 02:00:00,  16.90,65,1026.00,   2.50,140,BUENOS AIRES
2019-02-03 03:00:00,  16.30,67,1026.00,   4.17,90,BUENOS AIRES
2019-02-03 04:00:00,  15.80,70,1025.70,   4.17,140,BUENOS AIRES
2019-02-03 05:00:00,  15.60,68,1025.70,   3.61,140,BUENOS AIRES
2019-02-03 06:00:00,  15.30,69,1025.90,   3.61,140,BUENOS AIRES
2019-02-03 07:00:00,  15.40,70,1026.30,   1.94,140,BUENOS AIRES
2019-02-03 08:00:00,  17.10,66,1026.80,   1.94,140,BUENOS AIRES
2019-02-03 09:00:00,  18.30,64,1027.20,   4.17,90,BUENOS AIRES
2019-02-03 10:00:00,  21.40,58,1027.20,   2.50,140,BUENOS AIRES
2019-02-03 11:00:00,  22.20,52,1027.00,   3.06,140,BUENOS AIRES
2019-02-03 12:00:00,  23.80,50,1026.60,   2.50,90,BUENOS AIRES
2019-02-03 13:00:00,  23.80,45,1026.10,   2.50,140,BUENOS AIRES
2019-02-03 14:00:00,  24.60,45,1025.60,   3.06,360,BUENOS AIRES
2019-02-03 15:00:00,  24.30,46,1025.20,   1.67,50,BUENOS AIRES
2019-02-03 16:00:00,  24.40,47,1024.70,   1.94,50,BUENOS AIRES
2019-02-03 17:00:00,  24.60,49,1024.40,   1.67,70,BUENOS AIRES
2019-02-03 18:00:00,  23.60,54,1023.90,   2.50,50,BUENOS AIRES
2019-02-03 19:00:00,  22.80,56,1023.80,   2.50,20,BUENOS AIRES
2019-02-03 20:00:00,  22.00,58,1023.80,   2.50,50,BUENOS AIRES
2019-02-03 21:00:00,  21.60,56,1023.80,   1.94,50,BUENOS AIRES
2019-02-03 22:00:00,  21.40,59,1024.60,   1.67,50,BUENOS AIRES
2019-02-03 23:00:00,  20.60,66,1024.70,   1.94,50,BUENOS AIRES
2019-02-04 00:00:00,  20.00,66,1024.80,   1.94,50,BUENOS AIRES
2019-02-04 01:00:00,  19.80,69,1024.60,   1.67,50,BUENOS AIRES
2019-02-04 02:00:00,  19.20,73,1024.40,   1.11,50,BUENOS AIRES
2019-02-04 03:00:00,  18.80,76,1023.80,   0.56,50,BUENOS AIRES
2019-02-04 04:00:00,  20.10,81,1023.40,   1.67,50,BUENOS AIRES
2019-02-04 05:00:00,  20.10,79,1023.30,   1.94,360,BUENOS AIRES
2019-02-04 06:00:00,  19.70,72,1023.60,   1.67,360,BUENOS AIRES
2019-02-04 07:00:00,  19.80,70,1023.90,   1.94,360,BUENOS AIRES
2019-02-04 08:00:00,  20.80,68,1024.50,   1.11,360,BUENOS AIRES
2019-02-04 09:00:00,  21.80,61,1024.70,   1.94,270,BUENOS AIRES
2019-02-04 10:00:00,  22.40,63,1024.70,   1.11,320,BUENOS AIRES
2019-02-04 11:00:00,  23.40,54,1025.30,   1.94,320,BUENOS AIRES
2019-02-04 12:00:00,  24.20,54,1024.60,   0.00,0,BUENOS AIRES
2019-02-04 13:00:00,  24.40,52,1024.40,   1.67,50,BUENOS AIRES
2019-02-04 14:00:00,  25.20,51,1023.70,   5.28,320,BUENOS AIRES
2019-02-04 15:00:00,  25.20,51,1023.10,   1.67,320,BUENOS AIRES
2019-02-04 16:00:00,  24.80,52,1022.50,   2.50,360,BUENOS AIRES
2019-02-04 17:00:00,  24.90,56,1022.00,   1.67,50,BUENOS AIRES
2019-02-04 18:00:00,  24.40,55,1021.50,   1.67,50,BUENOS AIRES
2019-02-04 19:00:00,  23.60,59,1021.70,   5.28,50,BUENOS AIRES
2019-02-04 20:00:00,  22.80,62,1021.60,   1.94,90,BUENOS AIRES
2019-02-04 21:00:00,  22.50,62,1021.60,   1.11,50,BUENOS AIRES
2019-02-04 22:00:00,  22.10,63,1022.00,   2.50,50,BUENOS AIRES
2019-02-04 23:00:00,  21.90,63,1022.00,   1.11,50,BUENOS AIRES
2019-02-05 00:00:00,  21.80,63,1022.10,   1.94,50,BUENOS AIRES
2019-02-05 01:00:00,  21.20,68,1022.00,   1.11,50,BUENOS AIRES
2019-02-05 02:00:00,  21.20,74,1021.70,   1.67,50,BUENOS AIRES
2019-02-05 03:00:00,  21.20,74,1021.40,   1.11,50,BUENOS AIRES
2019-02-05 04:00:00,  21.10,75,1020.90,   1.67,50,BUENOS AIRES
2019-02-05 05:00:00,  20.40,76,1020.90,   1.11,50,BUENOS AIRES
2019-02-05 06:00:00,  19.40,78,1020.90,   1.11,360,BUENOS AIRES
2019-02-05 07:00:00,  18.70,84,1021.10,   1.11,360,BUENOS AIRES
2019-02-05 08:00:00,  21.70,69,1021.10,   2.50,320,BUENOS AIRES
2019-02-05 09:00:00,  22.40,67,1021.30,   1.67,320,BUENOS AIRES
2019-02-05 10:00:00,  24.40,57,1021.30,   1.67,320,BUENOS AIRES
2019-02-05 11:00:00,  25.40,47,1021.40,   1.94,20,BUENOS AIRES
2019-02-05 12:00:00,  26.60,39,1021.10,   2.50,360,BUENOS AIRES
2019-02-05 13:00:00,  26.70,39,1020.60,   1.94,360,BUENOS AIRES
2019-02-05 14:00:00,  27.00,42,1020.00,   1.67,360,BUENOS AIRES
2019-02-05 15:00:00,  26.70,48,1019.40,   3.61,360,BUENOS AIRES
2019-02-05 16:00:00,  27.10,48,1018.50,   3.06,320,BUENOS AIRES
2019-02-05 17:00:00,  26.90,49,1017.60,   1.67,20,BUENOS AIRES
2019-02-05 18:00:00,  26.80,52,1017.10,   2.50,20,BUENOS AIRES
2019-02-05 19:00:00,  25.80,57,1016.90,   2.50,360,BUENOS AIRES
2019-02-05 20:00:00,  24.80,66,1016.70,   2.50,360,BUENOS AIRES
2019-02-05 21:00:00,  24.70,69,1016.70,   1.67,360,BUENOS AIRES
2019-02-05 22:00:00,  24.90,68,1017.10,   1.67,50,BUENOS AIRES
2019-02-05 23:00:00,  24.60,67,1017.10,   1.11,50,BUENOS AIRES
2019-02-06 00:00:00,  24.10,63,1017.10,   1.11,320,BUENOS AIRES
2019-02-06 01:00:00,  23.30,65,1017.10,   1.11,320,BUENOS AIRES
2019-02-06 02:00:00,  21.40,75,1016.20,   1.11,360,BUENOS AIRES
2019-02-06 03:00:00,  20.70,79,1015.60,   0.00,0,BUENOS AIRES
2019-02-06 04:00:00,  20.20,81,1015.40,   0.00,0,BUENOS AIRES
2019-02-06 05:00:00,  19.80,82,1015.30,   1.67,50,BUENOS AIRES
2019-02-06 06:00:00,  22.70,72,1015.80,   1.94,360,BUENOS AIRES
2019-02-06 07:00:00,  22.70,74,1016.40,   1.11,320,BUENOS AIRES
2019-02-06 08:00:00,  23.00,70,1016.90,   1.67,320,BUENOS AIRES
2019-02-06 09:00:00,  23.80,69,1016.80,   3.06,320,BUENOS AIRES
2019-02-06 10:00:00,  25.40,66,1016.70,   3.06,340,BUENOS AIRES
2019-02-06 11:00:00,  26.60,62,1016.40,   3.06,320,BUENOS AIRES
2019-02-06 12:00:00,  27.50,55,1015.80,   3.61,320,BUENOS AIRES
2019-02-06 13:00:00,  28.00,52,1015.30,   3.61,360,BUENOS AIRES
2019-02-06 14:00:00,  28.70,48,1014.70,   4.17,360,BUENOS AIRES
2019-02-06 15:00:00,  28.90,47,1013.80,   4.72,360,BUENOS AIRES
2019-02-06 16:00:00,  29.00,46,1012.80,   3.61,360,BUENOS AIRES
2019-02-06 17:00:00,  28.90,46,1012.10,   1.94,360,BUENOS AIRES
2019-02-06 18:00:00,  28.10,49,1011.50,   3.61,360,BUENOS AIRES
2019-02-06 19:00:00,  27.10,57,1011.10,   3.61,360,BUENOS AIRES
2019-02-06 20:00:00,  26.10,57,1011.00,   3.06,50,BUENOS AIRES
2019-02-06 21:00:00,  25.70,68,1011.00,   1.67,50,BUENOS AIRES
2019-02-06 22:00:00,  25.30,68,1011.30,   1.94,50,BUENOS AIRES
2019-02-06 23:00:00,  25.80,61,1011.50,   6.11,360,BUENOS AIRES
2019-02-07 00:00:00,  25.90,57,1011.10,   1.11,360,BUENOS AIRES
2019-02-07 01:00:00,  25.60,59,1011.60,   1.94,320,BUENOS AIRES
2019-02-07 02:00:00,  25.50,61,1010.80,   1.11,360,BUENOS AIRES
2019-02-07 03:00:00,  23.10,76,1010.60,   1.67,360,BUENOS AIRES
2019-02-07 04:00:00,  22.70,79,1009.80,   1.11,360,BUENOS AIRES
2019-02-07 05:00:00,  22.30,80,1010.20,   2.50,360,BUENOS AIRES
2019-02-07 06:00:00,  23.50,81,1010.80,   1.94,360,BUENOS AIRES
2019-02-07 07:00:00,  23.30,84,1010.80,   1.94,360,BUENOS AIRES
2019-02-07 08:00:00,  24.30,80,1010.90,   3.06,360,BUENOS AIRES
2019-02-07 09:00:00,  24.70,78,1011.10,   3.61,360,BUENOS AIRES
2019-02-07 10:00:00,  26.70,66,1011.00,   3.61,360,BUENOS AIRES
2019-02-07 11:00:00,  28.80,55,1010.80,   3.06,320,BUENOS AIRES
2019-02-07 12:00:00,  29.80,44,1010.50,   2.50,320,BUENOS AIRES
2019-02-07 13:00:00,  29.80,49,1010.00,   2.50,360,BUENOS AIRES
2019-02-07 14:00:00,  30.70,48,1009.50,   3.06,320,BUENOS AIRES
2019-02-07 15:00:00,  30.50,48,1008.80,   3.61,320,BUENOS AIRES
2019-02-07 16:00:00,  31.00,46,1008.30,   3.06,360,BUENOS AIRES
2019-02-07 17:00:00,  30.90,43,1007.80,   2.50,340,BUENOS AIRES
2019-02-07 18:00:00,  30.60,45,1007.40,   3.06,360,BUENOS AIRES
2019-02-07 19:00:00,  29.50,53,1007.00,   3.06,50,BUENOS AIRES
2019-02-07 20:00:00,  28.30,60,1007.10,   3.61,360,BUENOS AIRES
2019-02-07 21:00:00,  27.30,64,1007.70,   1.11,360,BUENOS AIRES
2019-02-07 22:00:00,  26.90,66,1009.10,   3.06,50,BUENOS AIRES
2019-02-07 23:00:00,  26.40,72,1009.30,   3.06,50,BUENOS AIRES
2019-02-08 00:00:00,  26.20,76,1008.60,   1.94,360,BUENOS AIRES
2019-02-08 01:00:00,  26.10,77,1008.90,   0.00,0,BUENOS AIRES
2019-02-08 02:00:00,  25.70,80,1009.00,   0.00,0,BUENOS AIRES
2019-02-08 03:00:00,  24.70,85,1009.20,   1.11,140,BUENOS AIRES
2019-02-08 04:00:00,  24.30,87,1008.90,   1.11,50,BUENOS AIRES
2019-02-08 05:00:00,  24.10,80,1008.20,   1.94,340,BUENOS AIRES
2019-02-08 06:00:00,  24.80,76,1008.40,   1.67,320,BUENOS AIRES
2019-02-08 07:00:00,  25.10,70,1008.70,   2.50,320,BUENOS AIRES
2019-02-08 08:00:00,  25.80,63,1009.20,   1.67,320,BUENOS AIRES
2019-02-08 09:00:00,  27.20,59,1009.30,   3.61,320,BUENOS AIRES
2019-02-08 10:00:00,  28.30,57,1009.10,   3.06,320,BUENOS AIRES
2019-02-08 11:00:00,  31.20,49,1008.90,   1.67,320,BUENOS AIRES
2019-02-08 12:00:00,  32.20,50,1008.90,   1.11,320,BUENOS AIRES
2019-02-08 13:00:00,  33.20,41,1008.60,   1.11,320,BUENOS AIRES
2019-02-08 14:00:00,  34.30,41,1008.50,   1.11,320,BUENOS AIRES
2019-02-08 15:00:00,  32.80,45,1007.90,   4.17,320,BUENOS AIRES
2019-02-08 16:00:00,  32.20,51,1007.50,   1.67,360,BUENOS AIRES
2019-02-08 17:00:00,  31.80,45,1006.80,   5.28,320,BUENOS AIRES
2019-02-08 18:00:00,  31.80,49,1006.60,   3.06,320,BUENOS AIRES
2019-02-08 19:00:00,  31.60,49,1006.20,   5.28,320,BUENOS AIRES
2019-02-08 20:00:00,  30.70,53,1006.50,   2.50,270,BUENOS AIRES
2019-02-08 21:00:00,  27.40,65,1008.50,   6.67,230,BUENOS AIRES
2019-02-08 22:00:00,  25.50,82,1009.20,   2.50,230,BUENOS AIRES
2019-02-08 23:00:00,  25.40,79,1008.50,   1.67,50,BUENOS AIRES
2019-02-09 00:00:00,  25.20,75,1008.50,   1.67,90,BUENOS AIRES
2019-02-09 01:00:00,  24.90,78,1009.00,   1.11,360,BUENOS AIRES
2019-02-09 02:00:00,  25.10,82,1008.20,   0.00,0,BUENOS AIRES
2019-02-09 03:00:00,  25.10,83,1006.90,   0.56,180,BUENOS AIRES
2019-02-09 04:00:00,  24.80,83,1007.30,   1.11,180,BUENOS AIRES
2019-02-09 05:00:00,  24.50,83,1007.30,   0.56,90,BUENOS AIRES
2019-02-09 06:00:00,  24.40,89,1008.20,   0.56,50,BUENOS AIRES
2019-02-09 07:00:00,  24.50,89,1008.40,   0.56,90,BUENOS AIRES
2019-02-09 08:00:00,  25.20,84,1009.00,   1.11,50,BUENOS AIRES
2019-02-09 09:00:00,  26.30,80,1008.40,   1.11,90,BUENOS AIRES
2019-02-09 10:00:00,  27.20,75,1008.10,   1.11,180,BUENOS AIRES
2019-02-09 11:00:00,  30.20,60,1008.00,   0.00,0,BUENOS AIRES
2019-02-09 12:00:00,  31.30,57,1008.30,   0.00,0,BUENOS AIRES
2019-02-09 13:00:00,  33.60,44,1008.30,   3.06,230,BUENOS AIRES
2019-02-09 14:00:00,  34.40,40,1007.50,   2.50,230,BUENOS AIRES
2019-02-09 15:00:00,  35.20,38,1007.00,   0.00,0,BUENOS AIRES
2019-02-09 16:00:00,  35.20,36,1006.30,   2.50,230,BUENOS AIRES
2019-02-09 17:00:00,  34.30,37,1006.00,   1.94,230,BUENOS AIRES
2019-02-09 18:00:00,  33.40,39,1005.50,   3.06,230,BUENOS AIRES
2019-02-09 19:00:00,  29.20,54,1005.70,   1.67,230,BUENOS AIRES
2019-02-09 20:00:00,  28.90,49,1005.70,   1.11,230,BUENOS AIRES
2019-02-09 21:00:00,  27.30,61,1005.90,   0.56,230,BUENOS AIRES
2019-02-09 22:00:00,  26.40,68,1006.70,   1.11,180,BUENOS AIRES
2019-02-09 23:00:00,  25.50,73,1007.40,   0.00,0,BUENOS AIRES
2019-02-10 00:00:00,  24.50,76,1007.30,   0.00,0,BUENOS AIRES
2019-02-10 01:00:00,  23.60,79,1007.20,   0.00,0,BUENOS AIRES
2019-02-10 02:00:00,  23.10,81,1006.80,   0.00,0,BUENOS AIRES
2019-02-10 03:00:00,  23.10,85,1006.40,   0.00,0,BUENOS AIRES
2019-02-10 04:00:00,  22.70,86,1005.80,   0.00,0,BUENOS AIRES
2019-02-10 05:00:00,  22.50,87,1005.60,   0.00,0,BUENOS AIRES
2019-02-10 06:00:00,  22.30,89,1006.00,   0.00,0,BUENOS AIRES
2019-02-10 07:00:00,  22.40,90,1006.20,   0.00,0,BUENOS AIRES
2019-02-10 08:00:00,  26.40,79,1006.20,   1.11,320,BUENOS AIRES
2019-02-10 09:00:00,  28.00,67,1005.90,   1.94,320,BUENOS AIRES
2019-02-10 10:00:00,  30.90,51,1005.60,   2.50,270,BUENOS AIRES
2019-02-10 11:00:00,  32.50,42,1005.40,   1.67,320,BUENOS AIRES
2019-02-10 12:00:00,  33.70,38,1004.70,   3.06,290,BUENOS AIRES
2019-02-10 13:00:00,  34.60,38,1003.80,   1.94,230,BUENOS AIRES
2019-02-10 14:00:00,  35.10,37,1003.30,   4.72,270,BUENOS AIRES
2019-02-10 15:00:00,  35.00,42,1002.40,   4.17,320,BUENOS AIRES
2019-02-10 16:00:00,  35.00,41,1001.50,   3.06,320,BUENOS AIRES
2019-02-10 17:00:00,  33.80,46,1001.00,   1.67,270,BUENOS AIRES
2019-02-10 18:00:00,  33.70,46,1000.10,   1.94,270,BUENOS AIRES
2019-02-10 19:00:00,  32.80,49,1000.30,   3.06,270,BUENOS AIRES
2019-02-10 20:00:00,  31.50,52,1000.50,   3.61,270,BUENOS AIRES
2019-02-10 21:00:00,  31.00,57,1001.10,   1.11,270,BUENOS AIRES
2019-02-10 22:00:00,  30.00,59,1001.90,   0.00,0,BUENOS AIRES
2019-02-10 23:00:00,  29.50,63,1002.20,   0.00,0,BUENOS AIRES
2019-02-11 00:00:00,  28.20,72,1001.90,   0.00,0,BUENOS AIRES
2019-02-11 01:00:00,  28.00,70,1002.00,   0.00,0,BUENOS AIRES
2019-02-11 02:00:00,  27.70,74,1001.50,   0.00,0,BUENOS AIRES
2019-02-11 03:00:00,  28.10,61,1000.90,   1.67,140,BUENOS AIRES
2019-02-11 04:00:00,  26.40,68,1001.70,   0.56,50,BUENOS AIRES
2019-02-11 05:00:00,  25.20,75,1001.30,   1.67,90,BUENOS AIRES
2019-02-11 06:00:00,  23.80,82,1001.30,   2.50,140,BUENOS AIRES
2019-02-11 07:00:00,  22.00,88,1005.40,   3.06,180,BUENOS AIRES
2019-02-11 08:00:00,  21.80,91,1006.80,   2.50,140,BUENOS AIRES
2019-02-11 09:00:00,  20.20,92,1008.20,   2.50,180,BUENOS AIRES
2019-02-11 10:00:00,  18.60,90,1008.10,   3.61,140,BUENOS AIRES
2019-02-11 11:00:00,  18.60,88,1007.50,   4.17,140,BUENOS AIRES
2019-02-11 12:00:00,  21.60,79,1008.70,   1.67,140,BUENOS AIRES
2019-02-11 13:00:00,  21.10,75,1010.50,   6.67,140,BUENOS AIRES
2019-02-11 14:00:00,  24.00,66,1010.80,   3.61,140,BUENOS AIRES
2019-02-11 15:00:00,  24.50,61,1011.50,   3.61,140,BUENOS AIRES
2019-02-11 16:00:00,  25.50,54,1011.80,   2.50,140,BUENOS AIRES
2019-02-11 17:00:00,  24.60,49,1012.80,   7.22,140,BUENOS AIRES
2019-02-11 18:00:00,  23.10,47,1014.20,   7.78,140,BUENOS AIRES
2019-02-11 19:00:00,  22.00,47,1014.70,   6.67,140,BUENOS AIRES
2019-02-11 20:00:00,  19.90,63,1016.00,   5.56,140,BUENOS AIRES
2019-02-11 21:00:00,  19.00,59,1018.40,   3.61,140,BUENOS AIRES
2019-02-11 22:00:00,  18.10,56,1020.20,   3.06,140,BUENOS AIRES
2019-02-11 23:00:00,  17.40,62,1021.30,   4.17,140,BUENOS AIRES
2019-02-12 00:00:00,  17.00,63,1022.30,   3.61,140,BUENOS AIRES
2019-02-12 01:00:00,  16.20,68,1023.10,   3.06,140,BUENOS AIRES
2019-02-12 02:00:00,  15.60,69,1023.30,   3.61,140,BUENOS AIRES
2019-02-12 03:00:00,  14.90,70,1023.60,   4.72,140,BUENOS AIRES
2019-02-12 04:00:00,  13.90,75,1023.50,   5.28,140,BUENOS AIRES
2019-02-12 05:00:00,  13.50,72,1024.10,   7.22,140,BUENOS AIRES
2019-02-12 06:00:00,  13.20,70,1024.60,   4.72,140,BUENOS AIRES
2019-02-12 07:00:00,  12.80,72,1025.20,   2.50,140,BUENOS AIRES
2019-02-12 08:00:00,  14.40,62,1026.20,   3.06,140,BUENOS AIRES
2019-02-12 09:00:00,  16.20,53,1026.90,   3.06,140,BUENOS AIRES
2019-02-12 10:00:00,  18.10,46,1027.40,   5.28,90,BUENOS AIRES
2019-02-12 11:00:00,  19.70,44,1027.90,   5.56,140,BUENOS AIRES
2019-02-12 12:00:00,  20.00,45,1027.90,   4.17,140,BUENOS AIRES
2019-02-12 13:00:00,  21.60,43,1027.50,   3.61,180,BUENOS AIRES
2019-02-12 14:00:00,  21.90,39,1027.30,   5.28,140,BUENOS AIRES
2019-02-12 15:00:00,  22.40,37,1026.20,   1.67,140,BUENOS AIRES
2019-02-12 16:00:00,  23.00,33,1025.60,   4.17,140,BUENOS AIRES
2019-02-12 17:00:00,  23.20,35,1024.70,   1.67,140,BUENOS AIRES
2019-02-12 18:00:00,  22.20,38,1024.20,   2.50,140,BUENOS AIRES
2019-02-12 19:00:00,  20.60,42,1024.20,   2.50,90,BUENOS AIRES
2019-02-12 20:00:00,  19.80,44,1024.10,   1.67,140,BUENOS AIRES
2019-02-12 21:00:00,  19.40,44,1024.10,   0.00,0,BUENOS AIRES
2019-02-12 22:00:00,  18.60,50,1024.30,   1.11,140,BUENOS AIRES
2019-02-12 23:00:00,  17.80,56,1024.30,   0.56,90,BUENOS AIRES
2019-02-13 00:00:00,  17.00,61,1023.90,   1.67,90,BUENOS AIRES
2019-02-13 01:00:00,  16.90,65,1023.60,   0.00,0,BUENOS AIRES
2019-02-13 02:00:00,  18.20,65,1023.10,   0.00,0,BUENOS AIRES
2019-02-13 03:00:00,  17.90,65,1022.80,   1.67,270,BUENOS AIRES
2019-02-13 04:00:00,  17.80,64,1022.50,   2.50,270,BUENOS AIRES
2019-02-13 05:00:00,  17.90,65,1022.40,   1.67,320,BUENOS AIRES
2019-02-13 06:00:00,  17.60,67,1022.40,   0.56,320,BUENOS AIRES
2019-02-13 07:00:00,  16.50,71,1022.50,   0.00,0,BUENOS AIRES
2019-02-13 08:00:00,  17.40,69,1022.70,   1.11,360,BUENOS AIRES
2019-02-13 09:00:00,  19.00,62,1022.60,   4.17,360,BUENOS AIRES
2019-02-13 10:00:00,  20.80,53,1022.40,   4.17,360,BUENOS AIRES
2019-02-13 11:00:00,  21.90,50,1022.30,   2.50,360,BUENOS AIRES
2019-02-13 12:00:00,  22.30,43,1021.90,   3.06,340,BUENOS AIRES
2019-02-13 13:00:00,  23.00,44,1021.10,   4.17,360,BUENOS AIRES
2019-02-13 14:00:00,  23.30,38,1020.40,   3.06,340,BUENOS AIRES
2019-02-13 15:00:00,  23.60,37,1019.50,   3.61,360,BUENOS AIRES
2019-02-13 16:00:00,  23.90,35,1018.70,   2.50,320,BUENOS AIRES
2019-02-13 17:00:00,  23.50,35,1018.20,   1.67,320,BUENOS AIRES
2019-02-13 18:00:00,  23.70,41,1018.00,   2.50,320,BUENOS AIRES
2019-02-13 19:00:00,  22.50,47,1018.30,   3.06,360,BUENOS AIRES
2019-02-13 20:00:00,  21.10,55,1018.30,   1.11,50,BUENOS AIRES
2019-02-13 21:00:00,  21.40,55,1018.50,   0.56,360,BUENOS AIRES
2019-02-13 22:00:00,  21.40,56,1018.60,   2.50,360,BUENOS AIRES
2019-02-13 23:00:00,  21.50,56,1017.80,   1.67,90,BUENOS AIRES
2019-02-14 00:00:00,  21.70,58,1017.50,   1.67,50,BUENOS AIRES
2019-02-14 01:00:00,  21.50,59,1017.20,   1.94,360,BUENOS AIRES
2019-02-14 02:00:00,  21.30,59,1016.00,   4.17,50,BUENOS AIRES
2019-02-14 03:00:00,  21.20,65,1015.80,   1.11,320,BUENOS AIRES
2019-02-14 04:00:00,  20.90,63,1016.30,   0.56,360,BUENOS AIRES
2019-02-14 05:00:00,  20.60,65,1015.10,   1.94,320,BUENOS AIRES
2019-02-14 06:00:00,  20.10,82,1016.60,   0.00,0,BUENOS AIRES
2019-02-14 07:00:00,  19.30,89,1017.10,   0.00,0,BUENOS AIRES
2019-02-14 08:00:00,  17.80,88,1017.50,   1.67,200,BUENOS AIRES
2019-02-14 09:00:00,  17.60,90,1018.40,   1.67,230,BUENOS AIRES
2019-02-14 10:00:00,  17.20,90,1018.20,   0.00,0,BUENOS AIRES
2019-02-14 11:00:00,  17.70,90,1018.20,   1.11,270,BUENOS AIRES
2019-02-14 12:00:00,  18.70,83,1018.30,   1.11,230,BUENOS AIRES
2019-02-14 13:00:00,  19.10,86,1018.30,   0.56,180,BUENOS AIRES
2019-02-14 14:00:00,  20.00,79,1017.80,   1.94,140,BUENOS AIRES
2019-02-14 15:00:00,  21.30,64,1017.00,   1.67,50,BUENOS AIRES
2019-02-14 16:00:00,  23.70,53,1016.10,   1.11,50,BUENOS AIRES
2019-02-14 17:00:00,  23.40,56,1015.50,   2.50,50,BUENOS AIRES
2019-02-14 18:00:00,  22.30,60,1015.30,   1.94,50,BUENOS AIRES
2019-02-14 19:00:00,  21.40,56,1015.60,   1.67,90,BUENOS AIRES
2019-02-14 20:00:00,  20.70,64,1015.80,   1.11,90,BUENOS AIRES
2019-02-14 21:00:00,  19.60,76,1016.20,   0.56,90,BUENOS AIRES
2019-02-14 22:00:00,  18.90,80,1016.50,   1.11,90,BUENOS AIRES
2019-02-14 23:00:00,  18.30,84,1016.80,   1.94,50,BUENOS AIRES
2019-02-15 00:00:00,  17.70,86,1017.00,   0.00,0,BUENOS AIRES
2019-02-15 01:00:00,  17.20,88,1017.00,   0.00,0,BUENOS AIRES
2019-02-15 02:00:00,  17.00,90,1016.40,   0.00,0,BUENOS AIRES
2019-02-15 03:00:00,  16.80,90,1016.00,   0.00,0,BUENOS AIRES
2019-02-15 04:00:00,  16.80,92,1015.90,   0.00,0,BUENOS AIRES
2019-02-15 05:00:00,  16.70,91,1016.30,   0.00,0,BUENOS AIRES
2019-02-15 06:00:00,  16.20,91,1016.40,   0.00,0,BUENOS AIRES
2019-02-15 07:00:00,  16.00,90,1016.70,   1.11,180,BUENOS AIRES
2019-02-15 08:00:00,  18.40,88,1016.90,   0.00,0,BUENOS AIRES
2019-02-15 09:00:00,  20.40,76,1017.10,   0.00,0,BUENOS AIRES
2019-02-15 10:00:00,  23.60,66,1017.20,   1.67,90,BUENOS AIRES
2019-02-15 11:00:00,  24.60,51,1016.90,   0.00,0,BUENOS AIRES
2019-02-15 12:00:00,  26.40,47,1016.90,   1.11,140,BUENOS AIRES
2019-02-15 13:00:00,  28.00,48,1016.60,   1.11,140,BUENOS AIRES
2019-02-15 14:00:00,  28.20,44,1016.10,   1.94,140,BUENOS AIRES
2019-02-15 15:00:00,  27.40,48,1015.80,   2.50,360,BUENOS AIRES
2019-02-15 16:00:00,  27.40,49,1015.30,   2.50,360,BUENOS AIRES
2019-02-15 17:00:00,  27.20,49,1015.20,   2.50,360,BUENOS AIRES
2019-02-15 18:00:00,  25.80,55,1015.30,   1.94,360,BUENOS AIRES
2019-02-15 19:00:00,  25.40,54,1015.50,   1.94,360,BUENOS AIRES
2019-02-15 20:00:00,  24.50,57,1015.80,   3.06,50,BUENOS AIRES
2019-02-15 21:00:00,  23.70,65,1016.00,   1.11,50,BUENOS AIRES
2019-02-15 22:00:00,  23.30,69,1016.60,   1.11,50,BUENOS AIRES
2019-02-15 23:00:00,  22.70,72,1016.70,   0.00,0,BUENOS AIRES
2019-02-16 00:00:00,  20.90,83,1016.70,   0.00,0,BUENOS AIRES
2019-02-16 01:00:00,  19.90,87,1016.70,   0.00,0,BUENOS AIRES
2019-02-16 02:00:00,  19.20,89,1016.40,   0.56,320,BUENOS AIRES
