date,t2,rh2,slp,wspd,wdir,site
2019-01-01 00:00:00,  24.90,78,1011.10,   1.67,50,BUENOS AIRES
2019-01-01 01:00:00,  25.30,67,1010.30,   1.67,320,BUENOS AIRES
2019-01-01 02:00:00,  25.30,64,1010.20,   1.67,360,BUENOS AIRES
2019-01-01 03:00:00,  24.90,66,1010.20,   3.61,360,BUENOS AIRES
2019-01-01 04:00:00,  24.20,72,1009.90,   1.11,50,BUENOS AIRES
2019-01-01 05:00:00,  24.00,76,1010.50,   1.94,320,BUENOS AIRES
2019-01-01 06:00:00,  23.60,80,1010.60,   1.67,360,BUENOS AIRES
2019-01-01 07:00:00,  23.90,82,1010.90,   3.61,360,BUENOS AIRES
2019-01-01 08:00:00,  24.80,81,1011.20,   1.67,360,BUENOS AIRES
2019-01-01 09:00:00,  25.80,79,1011.20,   2.50,360,BUENOS AIRES
2019-01-01 10:00:00,  27.20,75,1010.70,   1.94,360,BUENOS AIRES
2019-01-01 11:00:00,  27.80,73,1010.50,   3.61,360,BUENOS AIRES
2019-01-01 12:00:00,  29.00,71,1010.10,   3.61,360,BUENOS AIRES
2019-01-01 13:00:00,  30.60,66,1009.30,   2.50,360,BUENOS AIRES
2019-01-01 14:00:00,  30.70,68,1008.50,   3.61,320,BUENOS AIRES
2019-01-01 15:00:00,  31.20,69,1007.70,   1.94,50,BUENOS AIRES
2019-01-01 16:00:00,  32.70,65,1006.30,   4.72,360,BUENOS AIRES
2019-01-01 17:00:00,  32.10,65,1005.80,   3.61,320,BUENOS AIRES
2019-01-01 18:00:00,  29.50,80,1005.60,   1.67,320,BUENOS AIRES
2019-01-01 19:00:00,  29.60,74,1005.50,   3.06,320,BUENOS AIRES
2019-01-01 20:00:00,  29.20,76,1005.30,   1.67,360,BUENOS AIRES
2019-01-01 21:00:00,  28.70,78,1006.60,   1.67,360,BUENOS AIRES
2019-01-01 22:00:00,  28.70,78,1007.30,   1.94,320,BUENOS AIRES
2019-01-01 23:00:00,  28.60,80,1007.30,   4.17,320,BUENOS AIRES
2019-01-02 00:00:00,  27.90,80,1007.80,   3.06,320,BUENOS AIRES
2019-01-02 01:00:00,  27.50,82,1006.20,   3.61,320,BUENOS AIRES
2019-01-02 02:00:00,  27.10,84,1005.30,   1.94,320,BUENOS AIRES
2019-01-02 03:00:00,  26.90,78,1004.90,   3.06,270,BUENOS AIRES
2019-01-02 04:00:00,  26.60,78,1005.50,   2.50,320,BUENOS AIRES
2019-01-02 05:00:00,  26.20,80,1005.50,   1.11,320,BUENOS AIRES
2019-01-02 06:00:00,  26.10,82,1005.50,   1.67,360,BUENOS AIRES
2019-01-02 07:00:00,  26.30,83,1005.50,   1.67,320,BUENOS AIRES
2019-01-02 08:00:00,  27.40,80,1005.20,   1.67,270,BUENOS AIRES
2019-01-02 09:00:00,  28.20,79,1004.60,   1.67,320,BUENOS AIRES
2019-01-02 10:00:00,  29.00,80,1004.10,   2.50,320,BUENOS AIRES
2019-01-02 11:00:00,  30.30,74,1004.30,   4.17,270,BUENOS AIRES
2019-01-02 12:00:00,  32.10,69,1002.80,   1.67,270,BUENOS AIRES
2019-01-02 13:00:00,  30.80,75,1002.80,   1.11,270,BUENOS AIRES
2019-01-02 14:00:00,  25.20,92,1003.80,   1.94,180,BUENOS AIRES
2019-01-02 15:00:00,  25.00,90,1002.00,   3.06,320,BUENOS AIRES
2019-01-02 16:00:00,  25.10,89,1003.00,   1.94,90,BUENOS AIRES
2019-01-02 17:00:00,  25.00,91,1002.30,   0.56,90,BUENOS AIRES
2019-01-02 18:00:00,  24.80,90,1003.30,   0.56,140,BUENOS AIRES
2019-01-02 19:00:00,  24.60,88,1003.00,   1.11,180,BUENOS AIRES
2019-01-02 20:00:00,  24.30,88,1005.20,   1.67,180,BUENOS AIRES
2019-01-02 21:00:00,  24.40,86,1005.30,   3.61,140,BUENOS AIRES
2019-01-02 22:00:00,  24.60,86,1006.50,   1.94,140,BUENOS AIRES
2019-01-02 23:00:00,  24.60,83,1007.20,   2.50,180,BUENOS AIRES
2019-01-03 00:00:00,  24.00,82,1007.80,   5.28,180,BUENOS AIRES
2019-01-03 01:00:00,  22.20,68,1008.60,   6.67,140,BUENOS AIRES
2019-01-03 02:00:00,  21.20,71,1009.00,   4.72,140,BUENOS AIRES
2019-01-03 03:00:00,  20.00,59,1010.00,   4.72,140,BUENOS AIRES
2019-01-03 04:00:00,  19.20,64,1010.20,   4.17,140,BUENOS AIRES
2019-01-03 05:00:00,  18.40,57,1010.80,   4.72,140,BUENOS AIRES
2019-01-03 06:00:00,  17.50,67,1012.00,   3.61,140,BUENOS AIRES
2019-01-03 07:00:00,  17.40,67,1012.80,   1.67,140,BUENOS AIRES
2019-01-03 08:00:00,  17.60,65,1012.80,   2.50,140,BUENOS AIRES
2019-01-03 09:00:00,  17.80,53,1013.40,   3.06,140,BUENOS AIRES
2019-01-03 10:00:00,  19.50,51,1013.70,   4.72,140,BUENOS AIRES
2019-01-03 11:00:00,  22.10,40,1013.80,   2.50,140,BUENOS AIRES
2019-01-03 12:00:00,  23.20,37,1013.80,   1.94,140,BUENOS AIRES
2019-01-03 13:00:00,  24.80,35,1013.30,   3.61,90,BUENOS AIRES
2019-01-03 14:00:00,  24.60,32,1013.30,   1.94,140,BUENOS AIRES
2019-01-03 15:00:00,  25.90,32,1012.80,   2.50,180,BUENOS AIRES
2019-01-03 16:00:00,  26.10,37,1012.20,   1.67,230,BUENOS AIRES
2019-01-03 17:00:00,  23.80,43,1011.60,   1.67,320,BUENOS AIRES
2019-01-03 18:00:00,  23.70,45,1011.30,   1.11,50,BUENOS AIRES
2019-01-03 19:00:00,  22.70,47,1011.10,   1.67,360,BUENOS AIRES
2019-01-03 20:00:00,  22.00,50,1011.70,   1.11,320,BUENOS AIRES
2019-01-03 21:00:00,  21.30,55,1012.30,   1.94,360,BUENOS AIRES
2019-01-03 22:00:00,  20.70,57,1012.90,   1.11,360,BUENOS AIRES
2019-01-03 23:00:00,  19.90,63,1013.30,   1.11,50,BUENOS AIRES
2019-01-04 00:00:00,  19.10,70,1013.40,   0.56,360,BUENOS AIRES
2019-01-04 01:00:00,  20.90,57,1013.40,   4.72,360,BUENOS AIRES
2019-01-04 02:00:00,  20.50,54,1012.80,   4.72,320,BUENOS AIRES
2019-01-04 03:00:00,  20.30,56,1012.50,   3.06,320,BUENOS AIRES
2019-01-04 04:00:00,  20.00,57,1012.60,   3.61,320,BUENOS AIRES
2019-01-04 05:00:00,  19.30,60,1013.40,   1.94,320,BUENOS AIRES
2019-01-04 06:00:00,  18.70,68,1014.20,   1.94,320,BUENOS AIRES
2019-01-04 07:00:00,  18.70,65,1015.00,   1.67,270,BUENOS AIRES
2019-01-04 08:00:00,  20.50,56,1015.30,   3.61,270,BUENOS AIRES
2019-01-04 09:00:00,  22.00,49,1015.50,   2.50,320,BUENOS AIRES
2019-01-04 10:00:00,  24.00,46,1015.30,   2.50,270,BUENOS AIRES
2019-01-04 11:00:00,  25.50,44,1015.50,   1.94,320,BUENOS AIRES
2019-01-04 12:00:00,  26.60,43,1015.30,   3.61,320,BUENOS AIRES
2019-01-04 13:00:00,  27.90,42,1014.80,   1.11,270,BUENOS AIRES
2019-01-04 14:00:00,  28.60,39,1014.20,   1.11,320,BUENOS AIRES
2019-01-04 15:00:00,  28.90,45,1013.50,   2.50,360,BUENOS AIRES
2019-01-04 16:00:00,  28.80,44,1013.00,   3.06,320,BUENOS AIRES
2019-01-04 17:00:00,  28.10,47,1012.50,   4.72,320,BUENOS AIRES
2019-01-04 18:00:00,  28.00,39,1012.10,   3.06,360,BUENOS AIRES
2019-01-04 19:00:00,  27.60,36,1012.20,   1.67,320,BUENOS AIRES
2019-01-04 20:00:00,  26.50,40,1012.70,   1.94,320,BUENOS AIRES
2019-01-04 21:00:00,  25.50,47,1013.20,   1.94,360,BUENOS AIRES
2019-01-04 22:00:00,  23.80,54,1013.60,   1.67,360,BUENOS AIRES
2019-01-04 23:00:00,  23.50,55,1013.90,   2.50,320,BUENOS AIRES
2019-01-05 00:00:00,  24.30,61,1014.10,   1.11,360,BUENOS AIRES
2019-01-05 01:00:00,  24.90,60,1014.30,   3.61,360,BUENOS AIRES
2019-01-05 02:00:00,  24.40,61,1013.90,   1.67,320,BUENOS AIRES
2019-01-05 03:00:00,  23.90,63,1013.60,   1.94,360,BUENOS AIRES
2019-01-05 04:00:00,  23.70,63,1013.40,   0.56,320,BUENOS AIRES
2019-01-05 05:00:00,  23.10,65,1013.40,   1.67,320,BUENOS AIRES
2019-01-05 06:00:00,  22.50,68,1013.70,   1.94,320,BUENOS AIRES
2019-01-05 07:00:00,  23.40,63,1013.90,   2.50,360,BUENOS AIRES
2019-01-05 08:00:00,  24.10,54,1014.50,   2.50,360,BUENOS AIRES
2019-01-05 09:00:00,  24.80,50,1014.50,   4.17,320,BUENOS AIRES
2019-01-05 10:00:00,  25.40,52,1014.40,   5.28,320,BUENOS AIRES
2019-01-05 11:00:00,  26.10,51,1014.10,   3.06,360,BUENOS AIRES
2019-01-05 12:00:00,  27.40,46,1013.80,   5.28,360,BUENOS AIRES
2019-01-05 13:00:00,  28.20,41,1012.80,   4.72,360,BUENOS AIRES
2019-01-05 14:00:00,  28.80,40,1012.10,   4.72,360,BUENOS AIRES
2019-01-05 15:00:00,  29.60,39,1011.20,   2.50,50,BUENOS AIRES
2019-01-05 16:00:00,  29.80,37,1010.50,   1.94,360,BUENOS AIRES
2019-01-05 17:00:00,  29.80,36,1009.20,   1.67,50,BUENOS AIRES
2019-01-05 18:00:00,  29.70,38,1008.30,   1.67,50,BUENOS AIRES
2019-01-05 19:00:00,  29.20,42,1007.90,   1.94,360,BUENOS AIRES
2019-01-05 20:00:00,  27.50,52,1007.90,   1.94,50,BUENOS AIRES
2019-01-05 21:00:00,  26.60,60,1008.00,   1.11,50,BUENOS AIRES
2019-01-05 22:00:00,  27.30,62,1008.70,   2.50,320,BUENOS AIRES
2019-01-05 23:00:00,  27.10,61,1009.20,   2.50,320,BUENOS AIRES
2019-01-06 00:00:00,  26.60,59,1009.30,   3.61,320,BUENOS AIRES
2019-01-06 01:00:00,  26.10,62,1009.30,   3.06,320,BUENOS AIRES
2019-01-06 02:00:00,  26.00,61,1008.30,   2.50,320,BUENOS AIRES
2019-01-06 03:00:00,  25.90,61,1008.60,   1.94,320,BUENOS AIRES
2019-01-06 04:00:00,  25.00,64,1008.70,   1.94,320,BUENOS AIRES
2019-01-06 05:00:00,  24.60,63,1008.10,   1.94,270,BUENOS AIRES
2019-01-06 06:00:00,  22.80,81,1009.00,   1.11,230,BUENOS AIRES
2019-01-06 07:00:00,  23.10,79,1008.30,   3.61,320,BUENOS AIRES
2019-01-06 08:00:00,  23.50,79,1006.80,   3.06,320,BUENOS AIRES
2019-01-06 09:00:00,  23.40,79,1008.60,   4.72,270,BUENOS AIRES
2019-01-06 10:00:00,  21.60,84,1008.40,   2.50,270,BUENOS AIRES
2019-01-06 11:00:00,  22.40,80,1006.60,   4.17,320,BUENOS AIRES
2019-01-06 12:00:00,  23.60,68,1004.50,   1.11,320,BUENOS AIRES
2019-01-06 13:00:00,  25.80,63,1003.80,   1.94,320,BUENOS AIRES
2019-01-06 14:00:00,  25.60,69,1005.00,   1.94,180,BUENOS AIRES
2019-01-06 15:00:00,  26.60,66,1003.90,   3.61,180,BUENOS AIRES
2019-01-06 16:00:00,  27.80,58,1004.10,   1.67,180,BUENOS AIRES
2019-01-06 17:00:00,  27.80,58,1002.90,   1.67,180,BUENOS AIRES
2019-01-06 18:00:00,  28.20,57,1002.60,   1.67,180,BUENOS AIRES
2019-01-06 19:00:00,  27.80,56,1003.20,   3.06,180,BUENOS AIRES
2019-01-06 20:00:00,  26.10,60,1002.60,   3.06,180,BUENOS AIRES
2019-01-06 21:00:00,  25.50,66,1003.90,   3.06,180,BUENOS AIRES
2019-01-06 22:00:00,  25.20,68,1004.10,   1.67,180,BUENOS AIRES
2019-01-06 23:00:00,  24.50,71,1003.10,   0.00,0,BUENOS AIRES
2019-01-07 00:00:00,  23.50,89,1003.10,   1.11,90,BUENOS AIRES
2019-01-07 01:00:00,  23.20,91,1001.70,   1.67,50,BUENOS AIRES
2019-01-07 02:00:00,  23.10,90,1001.20,   1.67,180,BUENOS AIRES
2019-01-07 03:00:00,  22.40,90,1001.50,   1.11,180,BUENOS AIRES
2019-01-07 04:00:00,  22.30,90,1000.20,   0.56,360,BUENOS AIRES
2019-01-07 05:00:00,  22.20,90, 999.70,   0.56,90,BUENOS AIRES
2019-01-07 06:00:00,  21.90,91, 998.20,   1.67,140,BUENOS AIRES
2019-01-07 07:00:00,  22.20,87, 999.30,   3.61,180,BUENOS AIRES
2019-01-07 08:00:00,  22.80,83, 999.40,   1.67,90,BUENOS AIRES
2019-01-07 09:00:00,  23.20,81, 999.40,   2.50,180,BUENOS AIRES
2019-01-07 10:00:00,  23.10,82,1000.10,   4.72,180,BUENOS AIRES
2019-01-07 11:00:00,  23.70,79, 999.90,   1.67,180,BUENOS AIRES
2019-01-07 12:00:00,  24.60,78, 999.90,   1.67,180,BUENOS AIRES
2019-01-07 13:00:00,  25.90,70, 999.40,   1.94,180,BUENOS AIRES
2019-01-07 14:00:00,  25.70,71, 999.10,   3.06,230,BUENOS AIRES
2019-01-07 15:00:00,  25.50,73, 999.40,   1.11,180,BUENOS AIRES
2019-01-07 16:00:00,  26.70,71, 999.60,   3.61,230,BUENOS AIRES
2019-01-07 17:00:00,  28.50,63, 999.40,   1.94,230,BUENOS AIRES
2019-01-07 18:00:00,  27.60,66, 999.80,   1.67,230,BUENOS AIRES
2019-01-07 19:00:00,  27.20,67,1000.40,   1.11,230,BUENOS AIRES
2019-01-07 20:00:00,  26.60,71,1000.90,   1.11,230,BUENOS AIRES
2019-01-07 21:00:00,  25.40,76,1001.70,   0.00,0,BUENOS AIRES
2019-01-07 22:00:00,  24.50,81,1002.50,   1.94,270,BUENOS AIRES
2019-01-07 23:00:00,  23.70,83,1003.00,   1.67,270,BUENOS AIRES
2019-01-08 00:00:00,  24.10,82,1003.50,   1.67,270,BUENOS AIRES
2019-01-08 01:00:00,  24.40,79,1003.80,   1.11,270,BUENOS AIRES
2019-01-08 02:00:00,  24.20,81,1004.00,   2.50,270,BUENOS AIRES
2019-01-08 03:00:00,  23.50,84,1004.50,   3.61,270,BUENOS AIRES
2019-01-08 04:00:00,  22.90,87,1005.20,   1.11,320,BUENOS AIRES
2019-01-08 05:00:00,  22.70,87,1006.00,   1.67,320,BUENOS AIRES
2019-01-08 06:00:00,  22.60,89,1006.70,   1.67,270,BUENOS AIRES
2019-01-08 07:00:00,  22.90,89,1007.70,   1.11,270,BUENOS AIRES
2019-01-08 08:00:00,  25.50,77,1008.80,   1.67,230,BUENOS AIRES
2019-01-08 09:00:00,  27.20,69,1009.20,   2.50,230,BUENOS AIRES
2019-01-08 10:00:00,  28.90,60,1010.10,   2.50,270,BUENOS AIRES
2019-01-08 11:00:00,  30.20,58,1010.30,   1.67,230,BUENOS AIRES
2019-01-08 12:00:00,  30.70,53,1009.70,   2.50,180,BUENOS AIRES
2019-01-08 13:00:00,  31.00,55,1009.40,   1.67,140,BUENOS AIRES
2019-01-08 14:00:00,  30.80,56,1009.60,   1.67,90,BUENOS AIRES
2019-01-08 15:00:00,  30.50,53,1009.80,   1.67,320,BUENOS AIRES
2019-01-08 16:00:00,  31.00,52,1009.40,   4.17,360,BUENOS AIRES
2019-01-08 17:00:00,  30.60,54,1007.90,   4.17,360,BUENOS AIRES
2019-01-08 18:00:00,  30.60,50,1007.00,   4.17,360,BUENOS AIRES
2019-01-08 19:00:00,  30.00,51,1007.50,   2.50,50,BUENOS AIRES
2019-01-08 20:00:00,  28.90,58,1007.90,   1.94,50,BUENOS AIRES
2019-01-08 21:00:00,  28.20,61,1007.40,   1.67,360,BUENOS AIRES
2019-01-08 22:00:00,  27.90,66,1007.10,   3.61,50,BUENOS AIRES
2019-01-08 23:00:00,  27.90,67,1007.50,   2.50,360,BUENOS AIRES
2019-01-09 00:00:00,  27.50,69,1007.30,   1.67,50,BUENOS AIRES
2019-01-09 01:00:00,  27.70,69,1006.20,   1.67,320,BUENOS AIRES
2019-01-09 02:00:00,  27.60,69,1005.70,   3.06,360,BUENOS AIRES
2019-01-09 03:00:00,  27.20,72,1004.70,   3.06,320,BUENOS AIRES
2019-01-09 04:00:00,  26.80,72,1004.50,   1.67,320,BUENOS AIRES
2019-01-09 05:00:00,  26.20,77,1005.00,   5.28,320,BUENOS AIRES
2019-01-09 06:00:00,  25.90,78,1005.70,   1.11,270,BUENOS AIRES
2019-01-09 07:00:00,  25.40,80,1006.60,   6.67,230,BUENOS AIRES
2019-01-09 08:00:00,  23.20,70,1006.50,   2.50,140,BUENOS AIRES
2019-01-09 09:00:00,  25.20,64,1005.40,   1.11,180,BUENOS AIRES
2019-01-09 10:00:00,  27.40,52,1005.70,   2.50,180,BUENOS AIRES
2019-01-09 11:00:00,  29.60,47,1006.80,   4.72,230,BUENOS AIRES
2019-01-09 12:00:00,  29.80,47,1006.30,   1.67,140,BUENOS AIRES
2019-01-09 13:00:00,  29.70,50,1006.90,   4.17,140,BUENOS AIRES
2019-01-09 14:00:00,  29.00,54,1006.60,   5.28,160,BUENOS AIRES
2019-01-09 15:00:00,  29.10,53,1005.20,   1.94,140,BUENOS AIRES
2019-01-09 16:00:00,  28.50,53,1005.20,   3.06,140,BUENOS AIRES
2019-01-09 17:00:00,  28.00,56,1006.40,   1.67,140,BUENOS AIRES
2019-01-09 18:00:00,  26.90,58,1006.90,   1.67,90,BUENOS AIRES
2019-01-09 19:00:00,  26.70,61,1007.10,   1.94,140,BUENOS AIRES
2019-01-09 20:00:00,  25.80,65,1008.00,   1.94,90,BUENOS AIRES
2019-01-09 21:00:00,  25.10,66,1009.30,   3.06,140,BUENOS AIRES
2019-01-09 22:00:00,  24.70,66,1009.60,   3.06,140,BUENOS AIRES
2019-01-09 23:00:00,  24.20,67,1010.50,   2.50,90,BUENOS AIRES
2019-01-10 00:00:00,  23.60,74,1009.50,   1.67,90,BUENOS AIRES
2019-01-10 01:00:00,  22.90,78,1009.70,   3.61,90,BUENOS AIRES
2019-01-10 02:00:00,  22.00,76,1009.70,   4.17,90,BUENOS AIRES
2019-01-10 03:00:00,  21.40,71,1009.90,   4.17,90,BUENOS AIRES
2019-01-10 04:00:00,  20.60,74,1010.20,   3.06,90,BUENOS AIRES
2019-01-10 05:00:00,  20.40,74,1011.20,   1.94,140,BUENOS AIRES
2019-01-10 06:00:00,  20.40,75,1011.40,   3.06,90,BUENOS AIRES
2019-01-10 07:00:00,  20.30,75,1012.90,   4.17,140,BUENOS AIRES
2019-01-10 08:00:00,  20.00,73,1013.50,   1.94,140,BUENOS AIRES
2019-01-10 09:00:00,  19.90,74,1014.00,   2.50,140,BUENOS AIRES
2019-01-10 10:00:00,  20.60,72,1014.30,   4.17,160,BUENOS AIRES
2019-01-10 11:00:00,  21.00,72,1014.50,   4.17,140,BUENOS AIRES
2019-01-10 12:00:00,  21.70,70,1015.00,   5.28,90,BUENOS AIRES
2019-01-10 13:00:00,  21.50,77,1015.50,   4.17,140,BUENOS AIRES
2019-01-10 14:00:00,  22.80,72,1015.50,   3.61,140,BUENOS AIRES
2019-01-10 15:00:00,  23.20,64,1015.60,   3.06,140,BUENOS AIRES
2019-01-10 16:00:00,  23.10,60,1015.40,   2.50,140,BUENOS AIRES
2019-01-10 17:00:00,  22.40,64,1015.70,   4.17,140,BUENOS AIRES
2019-01-10 18:00:00,  21.90,65,1015.90,   1.94,180,BUENOS AIRES
2019-01-10 19:00:00,  20.50,68,1016.80,   3.06,140,BUENOS AIRES
2019-01-10 20:00:00,  19.70,68,1017.60,   4.17,140,BUENOS AIRES
2019-01-10 21:00:00,  19.20,68,1018.10,   3.61,90,BUENOS AIRES
2019-01-10 22:00:00,  18.10,72,1018.90,   3.61,90,BUENOS AIRES
2019-01-10 23:00:00,  17.10,73,1019.90,   2.50,90,BUENOS AIRES
2019-01-11 00:00:00,  16.70,74,1020.20,   3.06,90,BUENOS AIRES
2019-01-11 01:00:00,  16.60,72,1020.40,   3.61,140,BUENOS AIRES
2019-01-11 02:00:00,  16.30,77,1019.60,   1.94,90,BUENOS AIRES
2019-01-11 03:00:00,  14.90,77,1020.60,   3.06,90,BUENOS AIRES
2019-01-11 04:00:00,  14.80,80,1020.60,   1.94,90,BUENOS AIRES
2019-01-11 05:00:00,  14.40,78,1020.60,   1.11,90,BUENOS AIRES
2019-01-11 06:00:00,  13.30,82,1020.90,   1.67,90,BUENOS AIRES
2019-01-11 07:00:00,  13.60,83,1021.10,   1.11,140,BUENOS AIRES
2019-01-11 08:00:00,  18.20,65,1021.40,   1.94,140,BUENOS AIRES
2019-01-11 09:00:00,  20.20,55,1021.70,   1.94,140,BUENOS AIRES
2019-01-11 10:00:00,  21.60,46,1021.60,   3.06,50,BUENOS AIRES
2019-01-11 11:00:00,  23.00,40,1021.30,   2.50,90,BUENOS AIRES
2019-01-11 12:00:00,  23.40,38,1020.70,   1.94,90,BUENOS AIRES
2019-01-11 13:00:00,  23.80,36,1020.40,   2.50,50,BUENOS AIRES
2019-01-11 14:00:00,  23.60,35,1019.90,   2.50,90,BUENOS AIRES
2019-01-11 15:00:00,  23.80,36,1019.60,   3.06,360,BUENOS AIRES
2019-01-11 16:00:00,  24.10,37,1018.80,   1.67,50,BUENOS AIRES
2019-01-11 17:00:00,  23.80,40,1018.60,   2.50,360,BUENOS AIRES
2019-01-11 18:00:00,  23.80,43,1018.20,   2.50,360,BUENOS AIRES
2019-01-11 19:00:00,  22.90,44,1017.70,   3.06,90,BUENOS AIRES
2019-01-11 20:00:00,  21.90,53,1017.70,   2.50,50,BUENOS AIRES
2019-01-11 21:00:00,  21.30,57,1017.50,   1.94,90,BUENOS AIRES
2019-01-11 22:00:00,  21.30,59,1017.90,   2.50,50,BUENOS AIRES
2019-01-11 23:00:00,  21.30,61,1018.10,   2.50,50,BUENOS AIRES
2019-01-12 00:00:00,  21.60,66,1017.60,   3.61,50,BUENOS AIRES
2019-01-12 01:00:00,  21.90,65,1017.20,   5.28,50,BUENOS AIRES
2019-01-12 02:00:00,  21.20,66,1017.00,   1.67,360,BUENOS AIRES
2019-01-12 03:00:00,  20.90,72,1016.80,   2.50,360,BUENOS AIRES
2019-01-12 04:00:00,  21.30,71,1016.50,   3.61,360,BUENOS AIRES
2019-01-12 05:00:00,  21.60,71,1016.60,   2.50,320,BUENOS AIRES
2019-01-12 06:00:00,  21.20,73,1016.80,   3.61,320,BUENOS AIRES
2019-01-12 07:00:00,  21.40,77,1017.10,   2.50,360,BUENOS AIRES
2019-01-12 08:00:00,  22.00,76,1016.80,   4.17,340,BUENOS AIRES
2019-01-12 09:00:00,  23.70,72,1017.00,   3.06,320,BUENOS AIRES
2019-01-12 10:00:00,  23.90,71,1016.90,   4.72,320,BUENOS AIRES
2019-01-12 11:00:00,  25.10,77,1017.10,   3.61,320,BUENOS AIRES
2019-01-12 12:00:00,  26.30,61,1016.50,   5.28,360,BUENOS AIRES
2019-01-12 13:00:00,  26.80,56,1015.80,   3.06,320,BUENOS AIRES
2019-01-12 14:00:00,  27.20,50,1015.10,   5.28,20,BUENOS AIRES
2019-01-12 15:00:00,  27.90,49,1014.80,   5.28,320,BUENOS AIRES
2019-01-12 16:00:00,  28.20,48,1013.90,   2.50,50,BUENOS AIRES
2019-01-12 17:00:00,  28.30,51,1013.30,   2.50,50,BUENOS AIRES
2019-01-12 18:00:00,  28.00,51,1012.90,   1.94,360,BUENOS AIRES
2019-01-12 19:00:00,  26.70,57,1012.70,   3.06,50,BUENOS AIRES
2019-01-12 20:00:00,  25.60,63,1012.70,   1.67,50,BUENOS AIRES
2019-01-12 21:00:00,  24.90,66,1013.20,   2.50,50,BUENOS AIRES
2019-01-12 22:00:00,  23.70,76,1013.40,   1.67,50,BUENOS AIRES
2019-01-12 23:00:00,  24.60,77,1013.60,   1.11,320,BUENOS AIRES
2019-01-13 00:00:00,  24.80,83,1013.80,   0.00,0,BUENOS AIRES
2019-01-13 01:00:00,  25.50,75,1013.60,   3.06,320,BUENOS AIRES
2019-01-13 02:00:00,  25.10,76,1012.80,   1.67,320,BUENOS AIRES
2019-01-13 03:00:00,  24.40,79,1012.80,   3.06,360,BUENOS AIRES
2019-01-13 04:00:00,  24.00,81,1012.70,   3.61,360,BUENOS AIRES
2019-01-13 05:00:00,  23.60,82,1012.50,   3.61,360,BUENOS AIRES
2019-01-13 06:00:00,  23.40,85,1013.10,   4.17,360,BUENOS AIRES
2019-01-13 07:00:00,  23.40,85,1013.60,   1.67,360,BUENOS AIRES
2019-01-13 08:00:00,  23.50,85,1014.90,   0.56,140,BUENOS AIRES
2019-01-13 09:00:00,  23.80,86,1015.20,   1.67,230,BUENOS AIRES
2019-01-13 10:00:00,  21.60,93,1014.70,   1.67,140,BUENOS AIRES
2019-01-13 11:00:00,  22.20,93,1013.40,   1.67,50,BUENOS AIRES
2019-01-13 12:00:00,  23.00,90,1012.40,   1.94,50,BUENOS AIRES
2019-01-13 13:00:00,  23.20,89,1014.00,   1.94,50,BUENOS AIRES
2019-01-13 14:00:00,  23.40,88,1013.60,   1.11,50,BUENOS AIRES
2019-01-13 15:00:00,  24.00,82,1012.20,   2.50,50,BUENOS AIRES
2019-01-13 16:00:00,  25.40,74,1012.10,   3.06,50,BUENOS AIRES
2019-01-13 17:00:00,  25.90,68,1012.40,   1.67,360,BUENOS AIRES
2019-01-13 18:00:00,  25.30,69,1012.40,   1.94,50,BUENOS AIRES
2019-01-13 19:00:00,  25.20,72,1012.70,   1.67,50,BUENOS AIRES
2019-01-13 20:00:00,  24.30,77,1013.40,   0.56,50,BUENOS AIRES
2019-01-13 21:00:00,  23.30,83,1013.60,   1.11,50,BUENOS AIRES
2019-01-13 22:00:00,  22.80,86,1013.80,   0.56,180,BUENOS AIRES
2019-01-13 23:00:00,  22.80,87,1013.90,   1.11,90,BUENOS AIRES
2019-01-14 00:00:00,  22.40,89,1013.70,   1.94,90,BUENOS AIRES
2019-01-14 01:00:00,  22.10,90,1013.70,   1.67,140,BUENOS AIRES
2019-01-14 02:00:00,  21.70,90,1013.70,   1.67,140,BUENOS AIRES
2019-01-14 03:00:00,  21.10,93,1013.60,   0.56,140,BUENOS AIRES
2019-01-14 04:00:00,  20.90,93,1013.10,   0.56,180,BUENOS AIRES
2019-01-14 05:00:00,  21.30,93,1012.70,   0.56,180,BUENOS AIRES
2019-01-14 06:00:00,  21.10,95,1013.00,   1.67,90,BUENOS AIRES
2019-01-14 07:00:00,  21.30,95,1013.20,   1.94,90,BUENOS AIRES
2019-01-14 08:00:00,  22.00,92,1013.80,   1.67,180,BUENOS AIRES
2019-01-14 09:00:00,  24.10,84,1013.90,   1.67,140,BUENOS AIRES
2019-01-14 10:00:00,  25.10,75,1013.60,   3.06,110,BUENOS AIRES
2019-01-14 11:00:00,  27.20,67,1014.00,   1.67,180,BUENOS AIRES
2019-01-14 12:00:00,  27.00,69,1013.80,   1.67,90,BUENOS AIRES
2019-01-14 13:00:00,  27.20,66,1013.80,   1.11,90,BUENOS AIRES
2019-01-14 14:00:00,  26.80,71,1013.50,   3.06,360,BUENOS AIRES
2019-01-14 15:00:00,  27.80,70,1013.00,   2.50,90,BUENOS AIRES
2019-01-14 16:00:00,  27.40,66,1012.40,   3.06,50,BUENOS AIRES
2019-01-14 17:00:00,  27.00,67,1012.00,   1.67,50,BUENOS AIRES
2019-01-14 18:00:00,  26.40,69,1011.90,   4.17,90,BUENOS AIRES
2019-01-14 19:00:00,  25.40,72,1012.50,   3.61,50,BUENOS AIRES
