date;PM2,5;Cl;NO3;SO4;Na sol;NH4;Na no sol;Na total;Mg;Al;K;Ca;Ti;V;Cr;Mn;Fe;Co;Ni;Cu;Zn;As;Se;Mo;Ag;Cd;Sb;Ba;Pb;OCPk1 C;OCPk2 C;OCPk3 C;OCPk4 C;OCPk5 C;Pyrol C;ECPk1 C;ECPk2 C;ECPk3 C;ECPk4 C;ECPk5 C;ECPk6 C;C Orgánico;C Elemental;C Total
2019-09-12;19.3621455692385;0.188259933915735;1.23631185014999;0.287134916205208;0.279080778202713;0.464828311033022;0.426201449046855;0.705282227249568;0.100135647634526;0.288260711115814;0.414428459866287;0.33823508823829;0.0148594689212948;0.00109369202152969;0.00399060926291055;0.00710605503803582;0.212739713579397;0.000121319353491783;0.0121302891268076;0.0219135199523294;0.0998732998138105;0.000407132117631654;0;0.0011789444916263;0.00143052850561367;0.000601158632172643;0.00523236917018056;0.00822907977919884;0.0273195005500732;1.8144971030729;1.37876657363063;0.462634522677373;0.748547457628347;0.00795764280419103;2.02112021811661;0.172125388405518;1.30312478769667;1.13959640820439;0.157664940510155;0.0155185071418123;0.0176567108706151;5.37815;0.74667;6.12483
2019-09-15;14.7562523998601;0.187077121654429;1.27984008089807;0.302182103956497;0.261219212400602;0.436504392005096;0.889044873512814;1.15026408591342;0.149266684829325;0.242245914960728;0.255659488646217;0.375207883737236;0.0107396799814645;0.00286141485631525;0.00106998350847029;0.00309418533958318;0.1434050727326;8.6216216999562E-05;0.00212921853467157;0.00963834076907247;0.0428593367815739;0.000187072774869063;0;0.000243685493165112;0.000269444932229698;0.000101192212633186;0.0012306860395031;0.00921684858472784;0.0135814807713074;1.52561388468447;1.84766110996889;0.636769071698471;0.800508818765801;0.00725331422112328;1.44434585561627;0.157525528088025;0.994311130568921;0.805159053547723;0.150056165413881;0.0214718659347826;0.0235295444622296;5.25803;0.67165;5.92968
2019-09-18;22.8423259438578;0.303318896995156;0.55934666332412;0.22172203847682;0.298121999990017;0.11121821673676;0.01;0.135578432199944;0;0.0995945969109197;0.540327137175232;0.0326660990387708;0.0104847636991247;0.00158277465479257;0.00085097156386462;0.00629202034633157;0.198266976761494;9.70904261338213E-05;0.000988264072577099;0.00674929802329665;0.0165302692331242;0.000190260614015428;0;0.000182386429556702;0.000173201712067982;0.000112806300863879;0.00090377658785049;0.00481292847644764;0.0054722628103282;1.98689396402799;2.15232370256606;0.787400432997139;0.828461575772566;0.00990547358622056;3.05207198845307;0.361338225210957;2.22462538635969;1.01387178009146;0.127670551570309;0.0258219600001709;0.0333145699662237;7.8075;0.69832;8.50582
2019-09-21;20.4725269073325;0.172847323824363;0.202612423178598;0.211447160584503;0.291752773865421;0.0565213086949689;0.473831219063132;0.765583992928553;0.0220738456586941;0.396124284620896;2.33978166914012;0.433219818999412;0.0231118045629141;0.00164614690588399;0.000843203510979749;0.00762548287399874;0.289462165889712;0.000122080940907117;0;0.00574182340560183;0.0026496967645361;0.000215021816096239;0;0.000119026044632096;0.00207986189528235;0;0.00117197009000087;0.00901746136023158;0.00448037857481832;1.17356428526385;1.5200361023953;0.541843398228431;0.681694530798414;0.00693357430397941;1.07657707827987;0.131158394987484;0.73785660540403;0.480248149043181;0.105276486215127;0.0248987769998007;0.0269064059190455;3.97862;0.39307;4.37169
2019-09-24;22.1348200154424;0.184143957632177;0.547052188926719;0.317136963220314;0.278964741491635;0.211712609488712;0.369317153904899;0.648281895396534;0.0147785584608974;0.14722049167326;0.310846849378035;0.16007182686585;0.00922150293716247;0.00385058851109719;0.00252675771953976;0.00574019720890573;0.18429458958033;7.24642169592309E-05;0.000337663964485763;0.00857760559771296;0.0216805000791816;0.000338023792276447;0;0.00055292930306847;4.09898923240581E-05;0.000168363268248339;0.00385855703984075;0.006071144471874;0.0134432789630465;2.00389381874627;2.21354266866511;0.716369390239067;0.829675869060805;0.0117430925852264;2.49328421032697;0.233703813949345;1.64209275656399;1.16271867586547;0.192968685822251;0.0299570866985834;0.0313183134720113;7.30473;0.76487;8.0696
2019-09-27;14.120159991303;0.381266747015666;0.285592248182153;0.312765886492466;0.316387547430522;0.0632945510902418;0.821344591695493;1.13773213912602;0.0646357288687538;0.084783337194114;0.16124944889749;0.111947431652841;0.00478980701763895;0.00165188138532256;0.000483395562354834;0.00156787635525499;0.0783089548317111;0.000130506566463832;0;0.0033952815275813;0;0;0;0.00013008436851463;1.75032637152032E-05;0;0.000800540227284742;0.00420951905374207;0.00091491822402657;1.16758091680278;1.16104102281076;0.476762445931557;0.633036923651614;0.00738981719722786;0.784346731015608;0.077929915415239;0.53278208693186;0.683708523171388;0.169582344364113;0.0153289471812608;0.0159611750517564;3.20419;0.67411;3.8783
2019-09-30;21.6400002755499;0.147756507528682;0.48142573998437;0.56591781993552;0.269125498442033;0.225428593149547;0.01;0.05;0.00836353186104503;0.10758999445311;0.207781059631313;0.111137996571303;0.00605835968464807;0.00125286320962933;0.000593186109446728;0.00297294688809511;0.0966461344818195;0;0;0.00568046996173218;0.00579043899333095;0.000342106298468319;0;0.000130235682358179;0.000286249820669336;0.000256427537090339;0.00195251058245157;0.00291015694299659;0.0196799783193714;1.49951845485678;1.6147867134545;0.553343446146472;0.802430255288835;0.00658074463298452;1.78407309984709;0.188006990851208;1.18901150598726;1.23595798010052;0.172331395260978;0.0206036409676595;0.02124468776764;5.27028;1.00752;6.2778
2019-10-03;16.0910947712582;0.312616024253498;0.229275333072427;0.703536357586933;0.286166349864357;0.10181040253033;0.01;0.230851112551615;0.0235484910845218;0.0704202643127401;0.114772797633512;0.0985113328892829;0.00492906170167934;0.00200322205024316;0.000520170133197869;0.00174510077139742;0.0842944739350905;6.22652877989146E-05;0.0016773950589837;0.00259162473361681;0;0.000154580523375132;0;0.00011613748538516;8.7016687846141E-05;0.00014552656819644;0.000413564045468389;0.00328912301531988;0.00529058571299409;1.01800902763631;0.795234496731744;0.258219401561436;0.472366752685133;0.00253578281692835;0.330475092497396;0.025872469281666;0.170674064605706;0.69006971795584;0.316308595154192;0.0383923166221552;0.0180779786081964;1.9471;0.89554;2.84264
2019-10-06;11.5632290365742;0.0985261117256107;0.218618407204303;0.407666811361623;0.255502368255599;0.176086354172813;0.01;0.05;0;0.0142888705804;0.180911556591792;0;0.00420597276928025;0.00122634572567605;0.000114346626028906;0.00220873814430898;0.0835870725989085;0;0.00139627427632694;0.00253789123668865;0.000634021083250003;0.000136617475211759;0;7.19730171664498E-05;8.4956063079315E-05;0;0.000261338781456445;0.00109702643303591;0.00199035698684372;0.996272227663434;1.14655847084204;0.35018566023431;0.60059664187566;0.00412339275943006;0.510837404628244;0.0506344925864328;0.286850034417683;0.528096958132709;0.148016552674093;0.018375577458248;0.0141197817092119;2.66613;0.50142;3.16755
2019-10-09;15.0068559166227;0.114425179885929;0.410616161615593;0.402314961723426;0.253534574097308;0.107728358958343;0.01;0.05;0;0.0650031552458206;0.155498524005907;0.00678598009439337;0.00477507842184776;0.000810842958101847;0.000173258209796104;0.00290860493124455;0.0782348802613953;0.000105297736495127;0.00181289552404785;0.00361431047620362;0.0749579274691106;0.000152221006745757;0;0.000163816155894853;9.24577763372799E-05;0;0.000558116210153972;0.00289168649900349;0.00321581403710099;1.52284173189317;1.29711667175629;0.436187871999071;0.70964990473544;0.00584876354658142;1.09101723005582;0.0968852412819141;0.586510231645958;1.3704489002074;0.414714465642616;0.0179640594645001;0.0174534522630155;4.13664;1.37971;5.51635
2019-10-15;6.85328767778929;0.211737498283707;0.246106483512366;0.658742948288913;0.280498224008576;0.0674072596802512;0.01;0.05;0;0;0.104273842877791;0;0.000549644305095243;0.000715922191598019;0.000123868335136423;0.000932719490235104;0.0271991252141207;8.92674933306574E-05;0.000295758162439247;0.00465831767470866;0.0044823041124435;0.000190962558739083;0;0.000113672951441535;9.1354557433748E-05;0;0.000844877847826606;0.00169851281721744;0.0064404967235988;1.16846784429772;0.581031077454476;0.256637189731746;0.49987995382039;0.00223241461552538;0.429508489085714;0.0224045960015217;0.183299341303771;0.859318843279197;0.348296992430073;0.0124090093591658;0.010860393840502;1.93469;0.97106;2.90575
2019-10-18;25.265367253755;0.271512223521647;0.567054526662437;0.38933745371148;0.303899321544317;0.137263964377719;0.01;0.05;0;0.0581900320074977;0.227081510812106;0.0695831768766096;0.00632943031863306;0.000532952846904536;0.00300464265772742;0.00531231737490921;0.210372588428316;8.33933645272332E-05;0.000420531491870397;0.0257456524974935;0.0459891874395072;0.000398690766383577;0;0.000430877816489369;9.71669179399215E-05;0.00048739911988316;0.00633582837448822;0.00797595486650896;0.0238946801532253;2.32623732800023;2.28524432214311;0.807481366942536;0.904627395763722;0.0100863361470616;3.39968995304051;0.247386750425858;1.86644220320684;3.06503545669042;0.322501650437532;0.0235974330245015;0.0262495349877568;8.70193;2.11449;10.81641
2019-10-21;14.2410586386676;0.169667539973359;0.703767384766479;0.453512023291445;0.27983767672675;0.171087116807711;0.01;0.05;0.0490826555276391;0.0893724239894322;0.150764677181182;0.24564869232741;0.00464046671482828;0.00154051395398763;0.00189513187627905;0.00277045718166318;0.0907719622373989;0;0;0.00706293616834094;0.010962535958183;0.000122215393480935;0;0.000318555783132121;4.07974005780514E-05;0;0.00144267123954819;0.00364277741052355;0.00961878201634695;1.5009519772439;0.881426879194453;0.350824174242821;0.647444975455874;0.00607690002273931;0.822219476683837;0.0726147076550037;0.518087754027796;0.946902250583406;0.213095216518301;0.0116013556637358;0.0130355899082044;3.14815;0.91503;4.06318
2019-10-24;14.1050250579686;0.151986098715558;0.447073090689084;0.317002869159303;0.245371642238101;0.124687823728602;0.758686184597461;1.00405782683556;0.146459458601319;0.232190661573499;0.288809497663958;0.444502895876906;0.0108518016049792;0.000959142431204619;0.000361334915829073;0.00435753089065042;0.227641651328225;0;0.00587495604103006;0.00312737518307473;0.0480927442842392;0.000236439025896655;0.000632042080677413;0.000198188360186118;3.48025385508638E-05;0.000191989078793422;0.00183623573152211;0.00664909935907566;0.0144289903507018;1.7732877948081;1.32069336435312;0.461011695038744;0.823764619453617;0.012613392077577;1.01268704240408;0.132567567579233;0.68438831636205;0.815190216395881;0.155254745445584;0.020244309777983;0.0227234522750614;4.44494;0.80387;5.24882
2019-10-27;20.3414876137472;0.127532443115331;0.909409180145404;1.21211830747568;0.260637944578012;0.455687655409627;0.956200663459417;1.21683860803743;0.14433232830487;0.13572972711527;0.26472440021082;0.391914940927051;0.00469392060922604;0.00681013495167728;0.000574882133775503;0.00225916390162719;0.104510869933107;0;0.0100497355757448;0.00244669350165206;0.0397431378587969;0.000472050614811204;0.00205564786299669;0.000220018609510466;5.12289501807502E-05;0.000116622113834428;0.0014549654295473;0.00334472710001759;0.00807356978512716;1.92484602277003;1.45378502455569;0.528650167448813;1.03228278654428;0.0125400812000393;1.22845179295932;0.167618662409194;0.891949125904598;0.909613104167086;0.101009661903261;0.0151207566588742;0.019993974117377;5.18579;0.86253;6.04832
2019-10-30;10.9108791637637;0.134287252981882;0.274579388389558;0.553163309372992;0.25654233328723;0.119216676782966;1.03152443066418;1.28806676395141;0.171405048521134;0.179930510611092;0.14450125424325;0.445214714403499;0.00697985649215101;0.00167182998835861;0.000746132115050597;0.00244587806127756;0.120473142483911;0;0.0263064241985773;0.00392800978533145;0.0600372119436238;0.000411096875652678;0.00200926127505561;0.000207285161197283;4.22577105221682E-05;0;0.00142151822191722;0.00400029837439948;0.00888181319817665;1.3060697771284;0.911313612742559;0.346340421947065;0.6399873157554;0.00655371403906293;0.464642713328695;0.0600257714291504;0.3501263955813;0.982122309308639;0.186750861274142;0.00977665534482996;0.0128438380284557;2.73019;1.1234;3.85359
2019-11-02;8.0284792413059;0.143858800618677;0.233092150874514;0.251587709623905;0.184002398001095;0.0861357280783925;0.311533225828748;0.495535623829844;0.126797172740429;0.1937987492225;0.120092997237944;0.441090189446083;0.0065017805986894;0.000513911576463131;0.00189268057989263;0.00208092763727752;0.0887602095607628;0;0.0715144328695879;0.00389521141291145;0.0593103998803572;0.000126351215459147;0.000891829014974433;0.000198988948639024;1.2443119811199E-05;0.000155684594557019;0.00123922105415706;0.00324771346405847;0.00671309969862036;0.979915287542396;0.809121353788872;0.294426928866179;0.554883755383439;0.00645498402836487;0.436482057666242;0.0595091377093819;0.343328991236144;0.338705369800764;0.0701344839748231;0.00902065899973137;0.0119671029147386;2.37545;0.38602;2.76147
