date,PM2.5,Cl,NO3,SO4,Na,NH4,Mg,Al,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Mo,Ag,Cd,Sb,Ba,Pb,OCPk1 C,OCPk2 C,OCPk3 C,OCPk4 C,OCPk5 C,Pyrol C,ECPk1 C,ECPk2 C,ECPk3 C,ECPk4 C,ECPk5 C,ECPk6 C,C Orgánico,C Elemental,C Total,Event,ws,wd,temp,rh,pres,blh
2019-04-19 03:00:00,19.14,0.09655,0.356,0.3166,0.3012,0.01055,0.1335,0.1424,0.2274,0.4131,0.004782,0.001215,0.0001889,0.004648,0.07928,2.026e-06,0.001629,0.006033,0.005998,0.0003339,0,0.0002349,2.152e-05,2.685e-06,0.002174,0.004302,0.004038,1.984,1.825,0.714,1.063,0.02645,1.32,0.1307,0.3173,1.167,0.3538,0.02201,0.02531,6.485,0.6801,7.165,no,2.6,269,291.8,76,1008,237.2
2019-04-19 04:00:00,19.14,0.09655,0.356,0.3166,0.3012,0.01055,0.1335,0.1424,0.2274,0.4131,0.004782,0.001215,0.0001889,0.004648,0.07928,2.026e-06,0.001629,0.006033,0.005998,0.0003339,0,0.0002349,2.152e-05,2.685e-06,0.002174,0.004302,0.004038,1.984,1.825,0.714,1.063,0.02645,1.32,0.1307,0.3173,1.167,0.3538,0.02201,0.02531,6.485,0.6801,7.165,no,2.1,270,291.4,75,1007,242
2019-04-19 05:00:00,19.14,0.09655,0.356,0.3166,0.3012,0.01055,0.1335,0.1424,0.2274,0.4131,0.004782,0.001215,0.0001889,0.004648,0.07928,2.026e-06,0.001629,0.006033,0.005998,0.0003339,0,0.0002349,2.152e-05,2.685e-06,0.002174,0.004302,0.004038,1.984,1.825,0.714,1.063,0.02645,1.32,0.1307,0.3173,1.167,0.3538,0.02201,0.02531,6.485,0.6801,7.165,no,1,270,290.6,79,1008,242.9
2019-04-19 06:00:00,19.14,0.09655,0.356,0.3166,0.3012,0.01055,0.1335,0.1424,0.2274,0.4131,0.004782,0.001215,0.0001889,0.004648,0.07928,2.026e-06,0.001629,0.006033,0.005998,0.0003339,0,0.0002349,2.152e-05,2.685e-06,0.002174,0.004302,0.004038,1.984,1.825,0.714,1.063,0.02645,1.32,0.1307,0.3173,1.167,0.3538,0.02201,0.02531,6.485,0.6801,7.165,no,3.1,275,291.6,74,1008,224.1
2019-04-19 07:00:00,19.14,0.09655,0.356,0.3166,0.3012,0.01055,0.1335,0.1424,0.2274,0.4131,0.004782,0.001215,0.0001889,0.004648,0.07928,2.026e-06,0.001629,0.006033,0.005998,0.0003339,0,0.0002349,2.152e-05,2.685e-06,0.002174,0.004302,0.004038,1.984,1.825,0.714,1.063,0.02645,1.32,0.1307,0.3173,1.167,0.3538,0.02201,0.02531,6.485,0.6801,7.165,no,1.5,316,291.8,73,1008,211.7
2019-04-19 08:00:00,19.14,0.09655,0.356,0.3166,0.3012,0.01055,0.1335,0.1424,0.2274,0.4131,0.004782,0.001215,0.0001889,0.004648,0.07928,2.026e-06,0.001629,0.006033,0.005998,0.0003339,0,0.0002349,2.152e-05,2.685e-06,0.002174,0.004302,0.004038,1.984,1.825,0.714,1.063,0.02645,1.32,0.1307,0.3173,1.167,0.3538,0.02201,0.02531,6.485,0.6801,7.165,no,1.5,325,291.1,77,1008,207
2019-04-19 09:00:00,19.14,0.09655,0.356,0.3166,0.3012,0.01055,0.1335,0.1424,0.2274,0.4131,0.004782,0.001215,0.0001889,0.004648,0.07928,2.026e-06,0.001629,0.006033,0.005998,0.0003339,0,0.0002349,2.152e-05,2.685e-06,0.002174,0.004302,0.004038,1.984,1.825,0.714,1.063,0.02645,1.32,0.1307,0.3173,1.167,0.3538,0.02201,0.02531,6.485,0.6801,7.165,no,1,273,292.9,69,1008,202
2019-04-19 10:00:00,19.14,0.09655,0.356,0.3166,0.3012,0.01055,0.1335,0.1424,0.2274,0.4131,0.004782,0.001215,0.0001889,0.004648,0.07928,2.026e-06,0.001629,0.006033,0.005998,0.0003339,0,0.0002349,2.152e-05,2.685e-06,0.002174,0.004302,0.004038,1.984,1.825,0.714,1.063,0.02645,1.32,0.1307,0.3173,1.167,0.3538,0.02201,0.02531,6.485,0.6801,7.165,no,2.1,317,295.9,61,1009,201.9
2019-04-19 11:00:00,19.14,0.09655,0.356,0.3166,0.3012,0.01055,0.1335,0.1424,0.2274,0.4131,0.004782,0.001215,0.0001889,0.004648,0.07928,2.026e-06,0.001629,0.006033,0.005998,0.0003339,0,0.0002349,2.152e-05,2.685e-06,0.002174,0.004302,0.004038,1.984,1.825,0.714,1.063,0.02645,1.32,0.1307,0.3173,1.167,0.3538,0.02201,0.02531,6.485,0.6801,7.165,no,1,227,298.4,55,1009,194.9
2019-04-21 12:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,1,136,292.6,48,1016,488.7
2019-04-21 13:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,1.5,3,293.2,54,1016,715.9
2019-04-21 14:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,1.5,318,293.6,59,1015,906.1
2019-04-21 15:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,2.1,323,293.9,60,1015,995.9
2019-04-21 16:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,1.5,49,294.2,59,1015,1049
2019-04-21 17:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,2.1,4,293.9,59,1015,1049
2019-04-21 18:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,0,0,292.6,65,1014,1031
2019-04-21 19:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,0,0,290.1,72,1015,962
2019-04-21 20:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,0,0,289.6,74,1015,833.3
2019-04-21 21:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,0,0,287.9,80,1015,325.7
2019-04-21 22:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,0,0,287.4,82,1015,146.7
2019-04-21 23:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,0,0,287.1,84,1016,123.2
2019-04-22 00:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,0,0,286.8,87,1016,107.3
2019-04-22 01:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,0,0,287.2,84,1016,100.9
2019-04-22 02:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,1,360,287.2,85,1016,96.62
2019-04-22 03:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,0,0,286.4,73,1016,105.3
2019-04-22 04:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,0.5,137,286.1,74,1016,110.2
2019-04-22 05:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,1.5,90,285.9,79,1016,123.2
2019-04-22 06:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,0.5,137,286.4,87,1017,118.6
2019-04-22 07:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,1.5,145,286.5,86,1017,117.3
2019-04-22 08:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,1.5,141,286.8,84,1018,118.6
2019-04-22 09:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,1,86,287.6,79,1019,125.2
2019-04-22 10:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,1,144,288.9,75,1019,142.1
2019-04-22 11:00:00,29.89,0.4141,0.7591,0.4829,0.3297,0.318,0.1537,0.1858,0.3141,0.2657,0.006561,0.0005997,0.002908,0.003044,0.1627,0.0001966,0.002594,0.01247,0.02559,0.0009907,0.0004137,0.0003398,9.894e-05,0.0007641,0.008076,0.008666,0.1054,2.955,2.553,0.9865,1.135,0.03256,2.767,0.2866,0.6343,2.734,0.8965,0.03769,0.02976,9.988,1.837,11.83,no,1.5,139,289.8,67,1019,189.2
2019-04-24 12:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,2.1,93,292.4,77,1021,358.2
2019-04-24 13:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,1.5,49,292.6,75,1020,439.6
2019-04-24 14:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,1.5,52,293.1,73,1020,444
2019-04-24 15:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,2.6,88,292.9,72,1020,528.1
2019-04-24 16:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,2.1,90,292.6,75,1020,547.9
2019-04-24 17:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,4.1,92,292.4,71,1019,625.4
2019-04-24 18:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,5.1,92,292.1,74,1019,649.5
2019-04-24 19:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,2.6,51,291.9,77,1020,621.8
2019-04-24 20:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,1.5,49,291.6,79,1020,576.1
2019-04-24 21:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,4.6,48,291.6,77,1021,525.8
2019-04-24 22:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,5.1,90,291.6,76,1020,568.5
2019-04-24 23:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,1,55,291.4,78,1020,601.2
2019-04-25 00:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,3.6,50,291.4,78,1021,628.9
2019-04-25 01:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,1.5,52,291.1,80,1022,646.7
2019-04-25 02:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,5.1,48,290.9,80,1020,664.8
2019-04-25 03:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,3.1,48,291.2,76,1020,681.5
2019-04-25 04:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,2.6,46,290.9,80,1019,694.1
2019-04-25 05:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,4.1,52,290.9,80,1019,675.5
2019-04-25 06:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,2.6,54,291.1,77,1020,691
2019-04-25 07:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,3.1,48,290.9,80,1020,723.2
2019-04-25 08:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,7.7,50,290.9,80,1020,737
2019-04-25 09:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,1.5,50,292.4,77,1021,724.5
2019-04-25 10:00:00,20.68,0.1145,0.14,0.3637,0.3094,0.1885,0.1399,0.2608,0.1641,0.4879,0.009039,0.002464,0.0003725,0.003219,0.1449,0.0001446,0.00542,0.00327,0.007475,9.184e-06,0,0.0002211,5.741e-05,9.735e-06,0.0005506,0.006314,0.001907,1.042,1.336,0.6151,0.7719,0.008118,0.5693,0.05804,0.1339,0.6093,0.649,0.03579,0.01575,3.901,0.9172,4.818,no,5.7,54,292.6,76,1021,606.9
