1									
1	19	8	6	15	-30	-37.187	-59.064	100.2	987
2	19	8	6	15	-30	-42.755	-64.028	1120.7	883
3	19	8	6	15	-30	-42.516	-67.809	1333.7	797.3
1	19	8	6	14	-31	-37.001	-59.356	93.4	985.5
2	19	8	6	14	-31	-43.21	-64.765	1200.5	858.7
3	19	8	6	14	-31	-42.859	-68.617	1742.6	721.9
1	19	8	6	13	-32	-36.78	-59.591	75.5	987.9
2	19	8	6	13	-32	-43.7	-65.531	1177.1	852.8
3	19	8	6	13	-32	-43.227	-69.393	1955.5	706.1
1	19	8	6	12	-33	-36.523	-59.771	58.3	990.8
2	19	8	6	12	-33	-44.246	-66.322	1099	845.2
3	19	8	6	12	-33	-43.633	-70.206	2208.1	667.4
1	19	8	6	11	-34	-36.252	-59.901	44.9	994.4
2	19	8	6	11	-34	-44.741	-67.181	994.4	848.9
3	19	8	6	11	-34	-44.048	-71.069	2465.2	646.2
1	19	8	6	10	-35	-35.986	-59.991	34.4	998.6
2	19	8	6	10	-35	-45.193	-68.057	1096.6	820.4
3	19	8	6	10	-35	-44.426	-72.051	2921.6	617.2
1	19	8	6	9	-36	-35.733	-60.044	26.6	1001.1
2	19	8	6	9	-36	-45.604	-68.829	1057.1	822.5
3	19	8	6	9	-36	-44.755	-73.017	3579.7	585.5
1	19	8	6	8	-37	-35.487	-60.079	22.7	1003.7
2	19	8	6	8	-37	-45.895	-69.588	883	840.9
3	19	8	6	8	-37	-45.07	-73.888	3919.9	579.7
1	19	8	6	7	-38	-35.236	-60.108	22.4	1005.3
2	19	8	6	7	-38	-46.084	-70.333	870.5	826.1
3	19	8	6	7	-38	-45.395	-74.656	3962.7	592.1
1	19	8	6	6	-39	-34.976	-60.131	25.1	1006
2	19	8	6	6	-39	-46.345	-71.027	1137.2	769.8
3	19	8	6	6	-39	-45.725	-75.385	3895.8	603.2
1	19	8	6	5	-40	-34.711	-60.143	29.5	1005.8
2	19	8	6	5	-40	-46.658	-71.767	1727.2	692.9
3	19	8	6	5	-40	-46.055	-76.078	3866.8	614.6
1	19	8	6	4	-41	-34.445	-60.14	34.5	1005.7
2	19	8	6	4	-41	-46.952	-72.596	2483.2	620.1
3	19	8	6	4	-41	-46.396	-76.723	3836.6	614.5
1	19	8	6	3	-42	-34.18	-60.121	40	1005.6
2	19	8	6	3	-42	-47.245	-73.391	2617.1	660.3
3	19	8	6	3	-42	-46.732	-77.37	3783	619
1	19	8	6	2	-43	-33.917	-60.079	44.6	1006.9
2	19	8	6	2	-43	-47.508	-74.054	2549.4	700.9
3	19	8	6	2	-43	-47.05	-78.037	3739.5	623.2
1	19	8	6	1	-44	-33.665	-60.018	46.9	1009
2	19	8	6	1	-44	-47.755	-74.626	2429.5	725.1
3	19	8	6	1	-44	-47.388	-78.703	3738.4	623.3
1	19	8	6	0	-45	-33.431	-59.94	47.7	1010.5
2	19	8	6	0	-45	-47.995	-75.184	2376.2	737.1
3	19	8	6	0	-45	-47.737	-79.394	3762.6	620.9
1	19	8	5	23	-46	-33.222	-59.857	48.4	1011
2	19	8	5	23	-46	-48.23	-75.733	2342.8	738.6
3	19	8	5	23	-46	-48.069	-80.11	3791.1	616.8
1	19	8	5	22	-47	-33.038	-59.777	50.3	1011.3
2	19	8	5	22	-47	-48.45	-76.271	2290.6	748.2
3	19	8	5	22	-47	-48.388	-80.835	3793.3	616.1
1	19	8	5	21	-48	-32.869	-59.695	53.4	1010.1
2	19	8	5	21	-48	-48.647	-76.819	2224.7	754.6
3	19	8	5	21	-48	-48.685	-81.596	3778.8	618.9
1	19	8	5	20	-49	-32.697	-59.616	57	1009.1
2	19	8	5	20	-49	-48.828	-77.38	2168	761.7
3	19	8	5	20	-49	-48.968	-82.37	3778.4	619.2
1	19	8	5	19	-50	-32.516	-59.547	60.1	1008.5
2	19	8	5	19	-50	-49	-77.973	2185.2	761
3	19	8	5	19	-50	-49.268	-83.119	3782.5	618.2
1	19	8	5	18	-51	-32.325	-59.493	62.4	1008.2
2	19	8	5	18	-51	-49.176	-78.597	2274.2	751.9
3	19	8	5	18	-51	-49.562	-83.884	3790.1	618.8
1	19	8	5	17	-52	-32.124	-59.447	64.4	1008.5
2	19	8	5	17	-52	-49.361	-79.224	2327.1	745.1
3	19	8	5	17	-52	-49.854	-84.663	3819.1	615.7
1	19	8	5	16	-53	-31.915	-59.4	66.9	1009.2
2	19	8	5	16	-53	-49.537	-79.866	2314	747.5
3	19	8	5	16	-53	-50.172	-85.472	3851.3	613.2
1	19	8	5	15	-54	-31.706	-59.357	69.5	1010.1
2	19	8	5	15	-54	-49.704	-80.542	2283.3	751.4
3	19	8	5	15	-54	-50.5	-86.357	3862.4	612.2
1	19	8	5	14	-55	-31.499	-59.305	71.9	1009.7
2	19	8	5	14	-55	-49.886	-81.234	2268	753.3
3	19	8	5	14	-55	-50.844	-87.286	3859.7	612.7
1	19	8	5	13	-56	-31.288	-59.232	74.9	1009
2	19	8	5	13	-56	-50.073	-81.945	2280.9	751.7
3	19	8	5	13	-56	-51.201	-88.22	3864.8	612.7
1	19	8	5	12	-57	-31.068	-59.135	79.8	1007.4
2	19	8	5	12	-57	-50.262	-82.68	2297.5	749.8
3	19	8	5	12	-57	-51.552	-89.193	3886.4	610.5
1	19	8	5	11	-58	-30.842	-59.021	86.9	1006.2
2	19	8	5	11	-58	-50.481	-83.438	2310.7	749.1
3	19	8	5	11	-58	-51.911	-90.235	3916.4	608.5
1	19	8	5	10	-59	-30.633	-58.908	93.5	1006.4
2	19	8	5	10	-59	-50.724	-84.233	2347.7	745.8
3	19	8	5	10	-59	-52.293	-91.314	3937.6	606.9
1	19	8	5	9	-60	-30.45	-58.795	99	1006.1
2	19	8	5	9	-60	-50.987	-85.04	2390.2	741.4
3	19	8	5	9	-60	-52.666	-92.375	3953.7	606.2
1	19	8	5	8	-61	-30.282	-58.679	102.3	1006.6
2	19	8	5	8	-61	-51.278	-85.848	2418	738.6
3	19	8	5	8	-61	-53.029	-93.445	3977.9	603.6
1	19	8	5	7	-62	-30.122	-58.558	103.5	1007.1
2	19	8	5	7	-62	-51.586	-86.705	2432.8	737.5
3	19	8	5	7	-62	-53.388	-94.54	3992.9	602.9
1	19	8	5	6	-63	-29.968	-58.431	105.9	1006.7
2	19	8	5	6	-63	-51.933	-87.568	2464.1	734.5
3	19	8	5	6	-63	-53.759	-95.625	4018.9	601
1	19	8	5	5	-64	-29.813	-58.284	110.4	1004.8
2	19	8	5	5	-64	-52.343	-88.437	2513.9	729.1
3	19	8	5	5	-64	-54.143	-96.714	4078.7	596.6
1	19	8	5	4	-65	-29.656	-58.111	114.8	1003.2
2	19	8	5	4	-65	-52.745	-89.417	2538.5	727.1
3	19	8	5	4	-65	-54.522	-97.814	4164.6	589.9
1	19	8	5	3	-66	-29.501	-57.915	118	1002.4
2	19	8	5	3	-66	-53.152	-90.479	2543.1	727.1
3	19	8	5	3	-66	-54.923	-98.875	4266.7	582.3
1	19	8	5	2	-67	-29.364	-57.702	119.9	1002.5
2	19	8	5	2	-67	-53.6	-91.561	2578	724.2
3	19	8	5	2	-67	-55.349	-99.883	4376.5	573.2
1	19	8	5	1	-68	-29.252	-57.48	123.7	1002.5
2	19	8	5	1	-68	-54.036	-92.677	2629.9	717.9
3	19	8	5	1	-68	-55.747	-100.911	4466.3	566.2
1	19	8	5	0	-69	-29.161	-57.253	131.1	1002.2
2	19	8	5	0	-69	-54.462	-93.858	2616.4	719.8
3	19	8	5	0	-69	-56.11	-101.926	4550.1	559.6
1	19	8	4	23	-70	-29.09	-57.039	139.7	1001
2	19	8	4	23	-70	-54.914	-95.044	2650.3	717.9
3	19	8	4	23	-70	-56.518	-102.951	4621.8	554.4
1	19	8	4	22	-71	-29.044	-56.857	139.9	1000.7
2	19	8	4	22	-71	-55.367	-96.251	2684.6	713.3
3	19	8	4	22	-71	-56.965	-103.972	4663.8	551.2
1	19	8	4	21	-72	-29.021	-56.712	128.3	1001.9
2	19	8	4	21	-72	-55.815	-97.488	2685.3	715.4
3	19	8	4	21	-72	-57.374	-104.993	4690.8	549.6
